REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
11/2023,373085,9345000085004,22/11/2023,60215.33,0.01,0.01,
11/2023,373085,0337000105005,20/11/2023,229612.31,0.03,0.03,
11/2023,373080,9263000085006,28/11/2023,2456756.86,0.01,0.01,
11/2023,373085,9321000245004,22/11/2023,59795.75,0.01,0.01,
11/2023,373072,8869000975003,20/11/2023,454948.22,0.06,0.06,
11/2023,373053,3949000445009,23/11/2023,589139.60,0.04,0.04,
11/2023,373053,3957000375001,23/11/2023,95432.84,0.01,0.01,
11/2023,373085,9243000625006,20/11/2023,653667.00,0.09,0.09,
11/2023,080002,0241000275000,04/09/2020,554305.38,93.22,1860.15,
11/2023,786810,9063000145006,16/09/2020,2036.45,0.19,3.73,
11/2023,120259,8371000125000,09/05/2022,2151932.07,95.86,935.26,
11/2023,160065,9701028585005,28/12/2000,71393.82,85.98,12019.41,
11/2023,785810,8849000135000,23/11/2013,436454.10,127.65,7816.60,
11/2023,255017,2529000025004,27/05/2022,316870.44,13.66,129.16,
11/2023,160065,9701006705008,28/12/2000,68100.96,82.02,11465.05,
11/2023,160392,8841004715006,11/05/2017,4690081.86,714.68,28695.28,
11/2023,789300,7563007375008,22/11/2013,101627.73,53.38,3269.93,
11/2023,373048,2531003205005,11/10/2001,117183.53,136.29,18398.86,
11/2023,160065,9701022855000,28/12/2000,76245.82,91.83,12836.27,
11/2023,443033,2537000045006,09/10/2001,751919.37,487.14,65781.05,
11/2023,170021,9701052425004,09/03/2015,155207.55,70.98,3788.91,
11/2023,193100,0271000025005,03/03/2015,1076.45,0.22,11.72,
11/2023,170021,9701040125000,31/03/2020,1152531.19,219.92,4963.39,
11/2023,170062,2507000015008,09/07/2015,1232153.24,541.78,27821.03,
11/2023,120259,8589000435004,09/05/2022,431607.43,34.52,336.82,
11/2023,170021,9701030535001,04/08/2017,406988.10,134.55,5211.87,
11/2023,193004,1719000025004,03/03/2023,1812848.87,67.14,322.15,
11/2023,255004,0291000035005,18/05/2017,8942.67,3.06,122.39,
11/2023,170021,9701051575002,27/10/2020,1145276.36,183.87,3506.41,
11/2023,783602,2357000045008,05/11/2020,250000.00,22.17,419.50,
11/2023,110404,9701049875002,08/08/2023,453495.65,6.47,14.16,
11/2023,200119,8815000755004,30/01/2013,235147.04,74.38,4922.74,
11/2023,170036,1123000025004,02/05/2016,746542.46,296.20,13738.87,
11/2023,158416,5705001965002,29/11/2022,10218964.94,287.89,1831.15,
11/2023,373031,0639000505009,09/08/2001,10312.68,12.08,1644.51,
11/2023,255022,0035000065008,30/11/2015,68885.43,28.86,1412.71,
11/2023,160176,2559000025006,16/04/2013,3115474.33,966.46,62739.68,
11/2023,170098,5371000085001,05/10/2020,439885.38,72.01,1399.76,
11/2023,762300,5801001145009,17/01/2023,63985.52,2.78,15.44,
11/2023,110404,9701064595007,28/12/2007,251724.95,210.45,20452.17,
11/2023,789000,7107002905002,09/02/2021,140000.00,20.36,352.61,
11/2023,753000,5927000015004,13/04/2021,1948235.32,265.61,4321.68,
11/2023,752000,6001000295001,02/08/2017,1095965.06,362.65,14059.21,
11/2023,110404,9701063135002,28/12/2007,179519.71,150.08,14585.63,
11/2023,113801,2401003205007,03/03/2023,527214.41,19.53,93.69,
11/2023,110404,9701063955000,28/12/2007,77053.25,64.42,6260.43,
11/2023,154046,4921000165001,28/11/2022,192842.34,5.44,34.74,
11/2023,255013,2897000015002,08/05/2019,10229.31,1.36,38.03,
11/2023,170199,9221000145003,03/10/2022,1352950.15,44.30,323.83,
11/2023,193003,1441000675006,03/03/2023,10377736.99,384.36,1844.18,
11/2023,160488,6861000065000,16/11/2004,1837489.28,1023.21,118829.40,
11/2023,120260,9701076415009,30/03/2016,332980.30,133.69,6274.93,
11/2023,153052,9373001305003,22/06/2021,27607737.35,1941.07,29318.44,
11/2023,080009,5865000435000,27/05/2023,2796000.00,69.31,234.85,
11/2023,785344,8161000455000,29/11/2015,79873.99,33.47,1639.18,
11/2023,785344,8161000405002,29/11/2015,100203.85,41.99,2056.39,
11/2023,170211,0255001855000,04/07/2023,367902.93,7.11,19.62,
11/2023,160219,8267000015005,08/06/2022,7851.80,0.59,5.50,
11/2023,400081,8105001645006,04/04/2019,2385507.41,579.63,16578.82,
11/2023,170053,2211000015007,05/09/2012,52650.00,31.02,2128.95,
11/2023,170199,9249000045009,27/12/2012,144424.25,82.73,5522.68,
11/2023,200356,6001016235003,30/06/2023,12000.00,0.14,0.38,
11/2023,443033,1559000085003,20/08/2001,146879.02,95.74,13008.97,
11/2023,751500,5851000145001,30/11/2015,6321.89,1.47,72.20,
11/2023,170164,7731000035001,05/12/2022,14900000.00,329.26,2061.45,
11/2023,060001,9701049335008,04/12/2014,388376.05,182.91,10054.45,
11/2023,160065,9701048085008,01/12/2014,337105.08,158.91,8743.08,
11/2023,170021,9701041605006,23/10/2020,1247307.57,200.97,3845.90,
11/2023,170021,9701042105007,01/12/2014,280440.04,132.20,7273.43,
11/2023,170021,9701037275005,25/05/2020,1183130.20,216.38,4685.19,
11/2023,110404,9701036765009,09/08/2023,685372.45,9.68,21.02,
11/2023,110001,9701031875000,02/10/2019,408405.57,88.58,2266.43,
11/2023,170193,9047001995001,04/05/2015,245803.98,61.50,3225.43,
11/2023,160140,9047000305001,09/12/2020,7508137.45,645.39,11845.31,
11/2023,170192,9047001865000,10/11/2020,891032.45,78.67,1481.83,
11/2023,170067,2845000055001,19/09/2023,210715.10,1.73,2.62,
11/2023,158381,2785000515005,14/05/2018,14876038.28,2401.08,81680.96,
11/2023,153103,1761000105009,11/09/2023,102024780.00,873.45,873.45,
11/2023,120260,9701005405000,22/06/2022,3921189.12,160.83,1451.26,
11/2023,090006,1389000015004,21/12/2022,9445905.87,2684.88,2684.88,
11/2023,255006,1537000405007,27/11/2017,79191.26,13.85,509.92,
11/2023,170127,6001013775007,27/01/2015,2234410.13,576.38,31164.03,
11/2023,784320,0921002715007,19/05/2005,35000.00,34.07,3851.96,
11/2023,153045,1389008975007,31/12/2014,564420.46,146.82,8004.35,
11/2023,153045,1389011945008,31/12/2014,6242761.40,1623.91,88531.98,
11/2023,153045,1389008425007,31/12/2014,120455.75,31.34,1708.25,
11/2023,153045,1389008395000,31/12/2014,807968.48,210.18,11458.24,
11/2023,153045,1389008435002,31/12/2014,186312.03,48.46,2642.19,
11/2023,153045,1389008415001,31/12/2014,129929.97,33.80,1842.61,
11/2023,153045,1389008405006,31/12/2014,101781.39,26.48,1443.42,
11/2023,153045,1389008385005,31/12/2014,1186854.38,308.73,16831.42,
11/2023,153045,1389008375000,31/12/2014,847057.48,220.34,12012.58,
11/2023,153045,1389008365004,31/12/2014,333021.57,86.63,4722.76,
11/2023,153045,1389008355009,31/12/2014,88930.00,23.13,1261.16,
11/2023,153045,1389008345003,31/12/2014,2765912.33,719.49,39224.90,
11/2023,393018,5637000045009,07/01/2022,870000.00,557.30,557.30,
11/2023,255002,2833000125006,16/01/2020,63997.58,12.91,307.35,
11/2023,120260,9701075255008,30/03/2016,216984.75,87.12,4089.02,
11/2023,160065,9701023065003,28/12/2000,76245.82,91.83,12836.27,
11/2023,154043,5403000315009,29/12/2022,6496643.37,167.38,981.12,
11/2023,170021,9701039735003,01/12/2014,232830.94,109.76,6038.65,
11/2023,153063,0411003485006,30/12/2005,1429066.80,748.87,81864.15,
11/2023,784320,0803000295006,23/03/2016,171630.78,69.09,3250.53,
11/2023,160298,5819000125007,29/06/2015,304.51,0.13,6.92,
11/2023,170098,5219000015009,10/01/2022,685184.53,37.06,435.11,
11/2023,120260,9701092935003,30/03/2016,150142.10,60.28,2829.39,
11/2023,120260,9701090005009,30/03/2016,223490.29,89.73,4211.62,
11/2023,170127,6001034785001,25/03/2015,15325.47,6.98,370.38,
11/2023,120260,9701089295007,30/03/2016,120116.31,48.23,2263.56,
11/2023,120260,9701088345000,30/03/2016,204528.68,82.12,3854.29,
11/2023,130074,8841003235000,17/11/2022,5427.60,0.28,1.86,
11/2023,130074,8841000345000,17/11/2022,189173.01,9.89,64.92,
11/2023,201033,0017000145003,19/06/2017,121586.99,41.00,1619.69,
11/2023,154040,9701016945001,28/11/2022,1021598.21,51.82,330.50,
11/2023,154040,9701017935000,28/11/2022,1292707.31,65.58,418.21,
11/2023,154040,9701020765004,19/09/2015,192434.99,46.01,2307.50,
11/2023,154040,9701022385004,29/11/2022,306262.49,8.63,54.88,
11/2023,154040,9701024875009,29/11/2022,997643.02,50.47,321.00,
11/2023,154040,9701026005001,29/11/2022,976232.27,49.38,314.11,
11/2023,154040,9701026705003,29/11/2022,943360.25,47.72,303.53,
11/2023,154040,9701027645004,29/11/2022,930080.63,47.05,299.26,
11/2023,170036,1069000015000,24/12/2004,112944.23,112.31,12972.17,
11/2023,154040,9701060335000,29/11/2022,911115.00,46.09,293.16,
11/2023,154040,9701061275001,28/11/2022,698548.20,35.43,225.99,
11/2023,160298,5893000015006,26/10/2015,177.36,0.04,2.07,
11/2023,120260,9701081315009,30/03/2016,159675.76,64.11,3009.05,
11/2023,120260,9701082415007,30/03/2016,156055.53,62.66,2940.83,
11/2023,120260,9701084265002,30/03/2016,276481.00,111.01,5210.22,
11/2023,120260,9701085665004,21/05/2021,38456.80,5.03,78.69,
11/2023,120260,9701086725000,30/03/2016,255072.34,102.42,4806.78,
11/2023,160065,9701028985003,28/12/2000,71393.82,85.98,12019.41,
11/2023,789000,7107001705000,10/02/2021,296445.18,43.07,745.18,
11/2023,130067,6469000085001,31/05/2010,304480.20,215.72,17782.52,
11/2023,170043,1559003735009,20/06/2018,64556.33,18.36,613.44,
11/2023,010001,9701154605001,21/10/2019,974047.56,208.60,5271.16,
11/2023,170151,6953000035000,27/01/2020,479045.23,53.37,1261.38,
11/2023,170178,8585000055004,25/03/2019,266653.00,65.18,1875.04,
11/2023,010001,9701155595000,21/10/2019,1191721.51,255.22,6449.12,
11/2023,170075,3849000045004,31/10/2015,922740.93,390.57,19314.20,
11/2023,120260,9701081015005,30/03/2016,138230.37,55.50,2604.92,
11/2023,255017,2519000325000,26/09/2022,746882.06,24.87,184.73,
11/2023,020001,9701156385009,22/09/2022,2355802.82,142.26,1065.82,
11/2023,120260,9701079865005,30/03/2016,149432.72,60.00,2816.02,
11/2023,010001,9701157995005,21/10/2019,1161823.54,248.81,6287.32,
11/2023,154421,1211000265008,20/06/2005,500.00,0.27,30.36,
11/2023,154421,1211000285009,20/06/2005,500.00,0.27,30.36,
11/2023,170021,9701243605007,10/03/2015,157985.44,72.22,3854.30,
11/2023,170021,9701243625008,10/03/2015,203215.43,92.90,4957.76,
11/2023,170021,9701243645009,10/03/2015,203215.43,92.90,4957.76,
11/2023,070016,9065000505009,10/05/2022,707000.00,56.44,549.80,
11/2023,787000,9701306275009,12/06/2019,70040.31,16.33,448.08,
11/2023,170201,0001001835007,27/08/2008,182156.55,81.26,7567.94,
11/2023,154047,8791000915000,10/10/2022,26059131.13,838.70,6032.55,
11/2023,170607,9701243425009,08/12/2021,42797967.00,4360.73,53587.28,
11/2023,170607,9701243445000,13/04/2015,31836140.62,14397.60,760208.27,
11/2023,170607,9701243465000,12/04/2013,17863547.47,9960.55,647277.35,
11/2023,201035,0147000485007,16/11/2023,169680.00,0.08,0.08,
11/2023,200095,0003005935002,07/04/2008,19150545.46,15731.59,1502373.29,
11/2023,170021,9701243545004,09/03/2015,642696.13,293.90,15689.41,
11/2023,040001,9701243565005,13/10/2022,508170.18,29.15,208.20,
11/2023,170098,4733001165006,20/06/2018,254428.43,72.38,2417.68,
11/2023,070014,4865000535009,18/10/2004,237542.80,238.51,27814.15,
11/2023,100001,9701243825007,10/10/2019,9258188.50,1997.40,50838.64,
11/2023,170164,7535004115000,30/11/2022,6347866.31,178.33,1131.28,
11/2023,170127,6001037155009,30/03/2015,2894.14,1.31,69.72,
11/2023,373072,8837000055003,20/11/2023,273504.04,0.04,0.04,
11/2023,170127,6001037175000,30/03/2015,770.16,0.35,18.55,
11/2023,170098,5035000175005,04/01/2021,8491519.68,712.22,12762.98,
11/2023,193110,0174000025003,13/06/2019,37654.91,4.88,133.99,
11/2023,080020,9445000215001,25/05/2023,1963490.50,49.24,168.47,
11/2023,255027,9241000405000,15/09/2005,634000.00,337.63,37504.83,
11/2023,170104,5705004165007,19/12/2019,75.94,0.01,0.21,
11/2023,255003,0605002175001,25/08/2000,110310.20,134.84,19129.83,
11/2023,170112,9099000165008,22/06/2022,46438.56,3.42,30.86,
11/2023,100001,9701243895005,10/10/2019,8122045.88,1752.28,44599.84,
11/2023,090015,9131002775005,23/08/2016,1625726.90,618.54,27525.86,
11/2023,170098,4267000815000,08/07/2021,51394.11,6.37,94.51,
11/2023,170098,4267000935005,24/03/2020,144289.16,27.68,627.90,
11/2023,170098,4267001115001,24/03/2020,49000.68,9.40,213.23,
11/2023,080012,7471000105000,12/02/2019,59951.28,8.36,246.16,
11/2023,080012,7471000095004,12/02/2019,49358.55,6.88,202.67,
11/2023,080012,7471000085009,12/02/2019,819659.21,205.18,6043.18,
11/2023,158516,8105004265000,04/01/2017,71587619.46,14398.62,608608.80,
11/2023,070027,9241000425000,09/01/2017,1570608.00,566.11,23881.05,
11/2023,200384,0034000405005,09/04/2022,302887.33,25.54,261.91,
11/2023,200384,0034000395000,09/04/2022,302887.33,25.54,261.91,
11/2023,200384,0034000385004,09/04/2022,302887.33,25.54,261.91,
11/2023,200384,0034000375009,09/04/2022,302887.33,25.54,261.91,
11/2023,200384,0034000025008,02/04/2022,558597.80,26.55,275.32,
11/2023,080014,8927000045007,15/11/2022,8955695.05,471.09,3106.21,
11/2023,090020,8771000165007,28/09/2023,63236862.60,437.45,602.86,
11/2023,158336,9733003625001,24/10/2014,3699723.67,982.58,54682.20,
11/2023,200054,7535004145006,10/02/2009,7684397.67,5970.29,539418.91,
11/2023,080006,2419000395002,14/09/2023,1189075.08,10.62,16.93,
11/2023,120260,9701251085009,30/03/2016,658723.40,264.48,12413.48,
11/2023,170098,4267000995008,20/07/2020,118180.30,20.66,428.06,
11/2023,170098,4267001375003,27/05/2020,110805.19,20.23,437.42,
11/2023,080008,4267001415005,24/03/2023,1436000.00,48.84,217.30,
11/2023,070023,9633000195000,11/04/2023,726672.54,22.83,94.76,
11/2023,070023,9545000055000,12/04/2023,665593.22,20.82,86.05,
11/2023,170173,8105004285000,14/05/2015,1022984.73,458.06,23949.65,
11/2023,120090,9707002315000,05/05/2016,17436425.35,6910.38,320193.07,
11/2023,080008,5407000135003,20/03/2023,783079.34,27.09,122.31,
11/2023,255015,2175002525002,28/07/2015,385000.00,93.69,4781.46,
11/2023,040001,9701224425007,21/07/2022,110744012.30,7692.80,65704.85,
11/2023,200125,8045000125001,20/06/2022,650981.30,26.81,242.77,
11/2023,255027,9679000085008,28/11/2015,83000.00,34.80,1704.50,
11/2023,170053,2051001925003,13/06/2022,154649.39,11.59,106.32,
11/2023,170098,5023000365005,25/09/2020,381739.67,63.05,1235.94,
11/2023,070021,8801005325008,21/12/2007,1362384.90,1140.37,110957.76,
11/2023,050001,9701224595000,22/11/2023,552053.80,0.08,0.08,
11/2023,130081,9561000025006,09/11/2007,7958.79,3.74,366.22,
11/2023,158334,9047001525005,28/12/2018,18726746.29,2679.88,80983.45,
11/2023,158334,9047001705003,30/12/2015,133164.90,30.74,1489.84,
11/2023,158334,9047001685002,28/12/2018,88521.93,12.67,382.81,
11/2023,158334,9047001645000,28/12/2018,34392.05,4.92,148.73,
11/2023,158334,9047001615004,28/12/2018,34391.78,4.93,148.73,
11/2023,158334,9047001735000,28/12/2018,108314.99,15.50,468.41,
11/2023,158334,9047001635005,28/12/2018,34391.78,4.93,148.73,
11/2023,158334,9047001725004,28/12/2018,120036.72,17.18,519.10,
11/2023,158334,9047001715009,28/12/2018,97731.57,13.99,422.64,
11/2023,158334,9047001695008,28/12/2018,171990.45,24.61,743.77,
11/2023,158334,9047001675007,28/12/2018,88521.93,12.67,382.81,
11/2023,158334,9047001665001,28/12/2018,70673.16,10.11,305.62,
11/2023,158334,9047001655006,28/12/2018,34392.05,4.92,148.73,
11/2023,158334,9047001625000,28/12/2018,34391.78,4.93,148.73,
11/2023,343007,3687000065005,06/02/2015,13129.60,6.06,326.78,
11/2023,170067,2785003685009,11/06/2015,311008.65,76.86,3982.61,
11/2023,200350,5403002895002,29/12/2022,4573035.61,211.55,1240.07,
11/2023,153038,3849002015005,10/11/2022,24476457.21,726.87,4853.16,
11/2023,343007,3657000015006,12/11/2015,921734.87,388.55,19136.61,
11/2023,400068,9047001545006,12/04/2018,399637.31,117.67,4065.57,
11/2023,080016,9701224705000,22/02/2023,51835150.14,1987.11,9831.08,
11/2023,154040,9701224765002,29/11/2022,917147.12,46.40,295.10,
11/2023,154040,9701065885009,29/11/2022,917452.02,46.41,295.20,
11/2023,255010,0907000045009,09/06/2015,487210.00,120.48,6247.02,
11/2023,170162,7487000035008,19/09/2023,1315709.02,10.81,16.38,
11/2023,153038,3849002095009,17/11/2022,56510847.30,1646.41,10801.14,
11/2023,170083,3849003415007,25/02/2015,1760000.00,449.91,24108.34,
11/2023,200350,4553001145007,29/12/2022,2147605.92,99.35,582.37,
11/2023,153038,3849002545004,21/11/2022,19578787.79,564.14,3663.40,
11/2023,153038,3849002025000,21/11/2022,371943472.93,10717.15,69594.55,
11/2023,153038,3849001795007,17/11/2022,4185052.93,121.93,799.91,
11/2023,153038,3849001755005,17/11/2022,2014236.10,58.68,384.99,
11/2023,540019,9701014305005,21/08/2015,1064145.43,256.91,13008.64,
11/2023,153038,3849001665006,21/11/2022,5779277.26,166.52,1081.36,
11/2023,153038,3849001455001,22/11/2022,13066804.93,375.46,2431.88,
11/2023,153038,3849002055007,17/11/2022,17833121.76,519.56,3408.52,
11/2023,070023,9511000035005,10/04/2023,831239.24,26.24,109.33,
11/2023,170271,9461001885002,22/04/2021,115498.62,15.60,251.43,
11/2023,160163,0499000045009,14/04/2016,7780283.28,1730.37,80781.58,
11/2023,170048,1619000175000,14/10/2015,165880.79,31.38,1560.98,
11/2023,201033,0007001085007,26/07/2017,54290.91,18.02,700.68,
11/2023,158277,3859000085003,31/08/2022,2617274.08,92.64,728.00,
11/2023,170048,1761004715006,27/07/2020,410045.76,39.69,817.75,
11/2023,200374,9067002405008,03/06/2022,30800000.00,2352.57,21973.95,
11/2023,158404,3363000165003,21/07/2017,9960705.34,1845.15,71902.37,
11/2023,193009,3399000045009,03/03/2023,1665801.58,34.36,164.86,
11/2023,255019,6001028375000,10/10/2015,28543257.00,12167.83,605978.96,
11/2023,158405,3957000045001,21/07/2017,3329325.86,616.74,24033.08,
11/2023,158092,3495000165008,22/11/2022,280100874.00,8048.31,52129.91,
11/2023,153038,3849002515008,21/11/2022,175151324.95,5046.79,32772.66,
11/2023,154215,0605001965009,19/08/2002,245884835.86,153102.85,19873013.02,
11/2023,201033,0007001045005,26/07/2017,35259.78,11.70,455.06,
11/2023,110001,9701225585008,03/10/2019,330476.33,71.64,1831.56,
11/2023,170151,6389000055003,30/03/2015,97231.48,44.16,2342.43,
11/2023,154040,9701236285000,29/11/2022,971019.03,49.12,312.43,
11/2023,154040,9701236345003,29/11/2022,971019.03,49.12,312.43,
11/2023,154040,9701236375000,29/11/2022,1899385.88,96.08,611.14,
11/2023,154040,9701236415001,29/11/2022,2077135.05,105.07,668.33,
11/2023,154040,9701236435002,29/11/2022,2046981.30,103.55,658.63,
11/2023,170188,8531000945000,01/09/2015,60422.21,26.10,1316.65,
11/2023,120265,1389005825004,10/05/2020,5593664.82,1035.09,22671.43,
11/2023,154040,9701236465009,29/11/2022,1169920.48,59.18,376.43,
11/2023,255012,9081000145004,05/07/2019,83805.23,19.25,521.13,
11/2023,080012,7749000305001,22/02/2019,50222.59,6.96,203.87,
11/2023,080012,7749000315007,23/01/2018,83621.51,14.25,510.84,
11/2023,080012,7749000295006,23/01/2018,82718.23,14.09,505.32,
11/2023,080012,7749000245009,22/02/2019,1217826.08,303.10,8876.58,
11/2023,154040,9701236365004,29/11/2022,969036.72,49.02,311.79,
11/2023,154040,9701236395000,29/11/2022,2077135.20,105.07,668.33,
11/2023,154040,9701236405006,29/11/2022,2077135.05,105.07,668.33,
11/2023,154040,9701236425007,29/11/2022,2077135.05,105.07,668.33,
11/2023,154040,9701236445008,29/11/2022,2044962.55,103.45,657.98,
11/2023,170151,6209000215006,30/09/2012,31698.19,18.56,1266.17,
11/2023,154040,9701236505000,29/11/2022,1981891.02,100.26,637.69,
11/2023,200117,7209000105001,30/10/2012,288880.31,93.51,6332.19,
11/2023,070018,7107006495003,10/12/2021,3846901.66,173.71,2128.91,
11/2023,070023,9591000025008,11/04/2023,853269.23,26.81,111.27,
11/2023,154040,9701236585004,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236565003,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236575009,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236455003,29/11/2022,1169920.48,59.18,376.43,
11/2023,170098,5367000085003,25/09/2020,356151.27,58.82,1153.09,
11/2023,154040,9701236475004,29/11/2022,952314.70,48.17,306.41,
11/2023,154040,9701236515006,29/11/2022,1968078.88,99.55,633.24,
11/2023,154040,9701236535007,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236555008,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236595000,24/11/2022,1027954.99,52.74,339.85,
11/2023,170188,8809000245001,11/09/2015,300000.00,71.92,3616.57,
11/2023,153038,3871000115009,28/11/2022,8402818.15,237.39,1513.95,
11/2023,154040,9701236485000,29/11/2022,1968078.88,99.55,633.24,
11/2023,154040,9701236495005,29/11/2022,1981891.02,100.26,637.69,
11/2023,154040,9701236525001,29/11/2022,2379454.65,120.36,765.60,
11/2023,154040,9701236605005,24/11/2022,1027954.99,52.74,339.85,
11/2023,154040,9701236625006,24/11/2022,2095249.32,107.49,692.70,
11/2023,170098,4611000875002,30/06/2020,45421.93,4.49,94.63,
11/2023,090023,9701343185000,28/03/2018,173599.61,51.49,1791.89,
11/2023,090023,9701343175004,28/03/2018,14413.05,4.27,148.77,
11/2023,090023,9701343145008,28/03/2018,1380438.40,409.43,14248.85,
11/2023,090023,9701156185000,28/03/2018,62414530.45,18511.76,644241.29,
11/2023,786810,9063001835006,16/09/2020,101143.58,9.38,185.21,
11/2023,070002,0113000265002,01/09/2022,441400.00,27.99,219.49,
11/2023,170098,5401000925005,28/04/2020,248368.72,46.39,1025.34,
11/2023,170188,8845000605004,17/09/2015,418930.72,179.98,9032.13,
11/2023,154040,9701236635001,24/11/2022,2095249.32,107.49,692.70,
11/2023,154040,9701236655002,24/11/2022,2101734.80,107.83,694.85,
11/2023,080025,9047001775001,13/12/2022,2520928.11,122.44,750.26,
11/2023,170127,6001034175009,13/03/2015,34059.79,8.66,461.89,
11/2023,154040,9701236665008,29/11/2022,1826494.16,92.40,587.69,
11/2023,154040,9701236705000,29/11/2022,1871017.82,94.64,602.01,
11/2023,154040,9701236715005,29/11/2022,1871017.82,94.64,602.01,
11/2023,170104,5697000725003,18/08/2022,805000.00,52.67,425.31,
11/2023,200352,5697000245001,18/07/2023,3150000.00,30.33,76.79,
11/2023,154040,9701236675003,29/11/2022,1826494.16,92.40,587.69,
11/2023,154040,9701236685009,29/11/2022,1826494.16,92.40,587.69,
11/2023,154215,0609000425003,02/12/2002,2821105.66,1732.84,221890.24,
11/2023,200126,5647000125000,14/07/2021,498601.67,34.17,503.67,
11/2023,787000,9701286215006,13/06/2019,70040.31,16.31,447.53,
11/2023,070023,9489000045000,11/04/2023,536194.03,69.92,69.92,
