REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC,MES
03/2023,170021,9701041205008,31/03/2020,1350984.00,217.18,3890.83,,01/03/2023
03/2023,080002,0241000275000,04/09/2020,554305.38,76.15,1171.44,,01/03/2023
03/2023,786810,9063000145006,16/09/2020,2036.45,0.16,2.34,,01/03/2023
03/2023,120259,8371000125000,09/05/2022,2151932.07,55.42,305.93,,01/03/2023
03/2023,160065,9701028585005,28/12/2000,71393.82,86.25,11329.02,,01/03/2023
03/2023,785810,8849000135000,23/11/2013,436454.10,123.05,6808.86,,01/03/2023
03/2023,255017,2529000025004,27/05/2022,316870.44,7.69,40.21,,01/03/2023
03/2023,160065,9701006705008,28/12/2000,68100.96,82.28,10806.50,,01/03/2023
03/2023,160392,8841004715006,11/05/2017,4690081.86,662.61,23144.04,,01/03/2023
03/2023,789300,7563007375008,22/11/2013,101627.73,51.46,2848.47,,01/03/2023
03/2023,373048,2531003205005,11/10/2001,117183.53,136.56,17305.08,,01/03/2023
03/2023,160065,9701022855000,28/12/2000,76245.82,92.11,12098.95,,01/03/2023
03/2023,443033,2537000045006,09/10/2001,751919.37,488.14,61871.46,,01/03/2023
03/2023,170021,9701052425004,09/03/2015,155207.55,67.69,3231.12,,01/03/2023
03/2023,193100,0271000025005,03/03/2015,1076.45,0.21,10.00,,01/03/2023
03/2023,170021,9701040125000,31/03/2020,1152531.19,185.28,3319.29,,01/03/2023
03/2023,170062,2507000015008,09/07/2015,1232153.24,514.98,23569.10,,01/03/2023
03/2023,120259,8589000435004,09/05/2022,431607.43,19.96,110.18,,01/03/2023
03/2023,170021,9701030535001,04/08/2017,406988.10,124.22,4168.56,,01/03/2023
03/2023,193004,1719000025004,02/05/2019,631911.68,133.01,3099.45,,01/03/2023
03/2023,255004,0291000035005,18/05/2017,8942.67,2.84,98.65,,01/03/2023
03/2023,170021,9701051575002,27/10/2020,1145276.36,148.30,2154.57,,01/03/2023
03/2023,783602,2357000045008,05/11/2020,250000.00,17.84,256.63,,01/03/2023
03/2023,110404,9701049875002,15/03/2019,453495.65,98.70,2376.28,,01/03/2023
03/2023,200119,8815000755004,30/01/2013,235147.04,72.09,4334.21,,01/03/2023
03/2023,170036,1123000025004,02/05/2016,746542.46,278.88,11423.45,,01/03/2023
03/2023,158416,5705001965002,29/11/2022,10218964.94,90.26,203.46,,01/03/2023
03/2023,373031,0639000505009,09/08/2001,10312.68,12.12,1547.50,,01/03/2023
03/2023,255022,0035000065008,30/11/2015,68885.43,27.31,1186.62,,01/03/2023
03/2023,160176,2559000025006,16/04/2013,3115474.33,935.50,55096.83,,01/03/2023
03/2023,170098,5371000085001,05/10/2020,439885.38,58.40,869.20,,01/03/2023
03/2023,762300,5801001145009,17/01/2023,63985.52,0.82,0.82,,01/03/2023
03/2023,110404,9701064595007,28/12/2007,251724.95,208.29,18772.09,,01/03/2023
03/2023,789000,7107002905002,09/02/2021,140000.00,15.94,204.59,,01/03/2023
03/2023,753000,5927000015004,13/04/2021,1948235.32,203.52,2405.71,,01/03/2023
03/2023,752000,6001000295001,02/08/2017,1095965.06,334.84,11247.14,,01/03/2023
03/2023,110404,9701063135002,28/12/2007,179519.71,148.55,13387.47,,01/03/2023
03/2023,113801,2401003205007,01/07/2019,195172.42,39.34,878.60,,01/03/2023
03/2023,110404,9701063955000,28/12/2007,77053.25,63.76,5746.16,,01/03/2023
03/2023,154046,4921000165001,28/11/2022,192842.34,1.72,3.90,,01/03/2023
03/2023,255013,2897000015002,08/05/2019,10229.31,1.20,27.71,,01/03/2023
03/2023,170199,9221000145003,03/10/2022,1352950.15,18.35,57.99,,01/03/2023
03/2023,193003,1441000675006,30/05/2018,2134636.54,556.47,15990.78,,01/03/2023
03/2023,160488,6861000065000,16/11/2004,1837489.28,1020.06,110635.64,,01/03/2023
03/2023,120260,9701076415009,30/03/2016,332980.30,126.03,5229.31,,01/03/2023
03/2023,153052,9373001305003,22/06/2021,27607737.35,1445.95,15459.45,,01/03/2023
03/2023,080009,5865000435000,23/12/2015,555927.28,218.53,9412.64,,01/03/2023
03/2023,785340,8161000455000,29/11/2015,79873.99,31.68,1376.94,,01/03/2023
03/2023,785340,8161000405002,29/11/2015,100203.85,39.74,1727.40,,01/03/2023
03/2023,193114,0505000145001,23/10/2019,75418.13,13.92,285.32,,01/03/2023
03/2023,170211,0255001855000,30/03/2021,836045.79,89.08,1073.07,,01/03/2023
03/2023,160219,8267000015005,08/06/2022,7851.80,0.33,1.65,,01/03/2023
03/2023,400081,8105001645006,04/04/2019,2385507.41,512.10,12163.66,,01/03/2023
03/2023,170053,2211000015007,05/09/2012,52650.00,30.14,1883.27,,01/03/2023
03/2023,170199,9249000045009,27/12/2012,144424.25,80.23,4867.88,,01/03/2023
03/2023,200356,6001016235003,07/12/2022,12000.00,0.10,0.21,,01/03/2023
03/2023,443033,1559000085003,20/08/2001,146879.02,95.97,12240.49,,01/03/2023
03/2023,170164,7731000035001,05/12/2022,14900000.00,99.11,214.03,,01/03/2023
03/2023,060001,9701049335008,04/12/2014,388376.05,174.87,8615.45,,01/03/2023
03/2023,160065,9701048085008,01/12/2014,337105.08,151.94,7492.87,,01/03/2023
03/2023,170021,9701041605006,23/10/2020,1247307.57,162.25,2367.78,,01/03/2023
03/2023,170021,9701042105007,01/12/2014,280440.04,126.40,6233.37,,01/03/2023
03/2023,170021,9701037275005,25/05/2020,1183130.20,180.50,3073.71,,01/03/2023
03/2023,110404,9701036765009,04/08/2017,685372.45,209.18,7019.90,,01/03/2023
03/2023,110001,9701031875000,02/10/2019,408405.57,76.66,1597.19,,01/03/2023
03/2023,170193,9047001995001,04/05/2015,245803.98,58.56,2742.45,,01/03/2023
03/2023,160140,9047000305001,09/12/2020,670125.00,45.94,635.53,,01/03/2023
03/2023,170192,9047001865000,10/11/2020,891032.45,63.22,904.24,,01/03/2023
03/2023,170067,2845000055001,10/06/2015,62938.55,26.57,1228.78,,01/03/2023
03/2023,158381,2785000515005,14/05/2018,14876038.28,2179.46,63191.31,,01/03/2023
03/2023,153103,1761000105009,19/10/2015,37620988.80,8438.51,372325.42,,01/03/2023
03/2023,120260,9701005405000,22/06/2022,3921189.12,86.67,417.13,,01/03/2023
03/2023,751500,5851000145001,30/11/2015,6321.89,1.40,60.65,,01/03/2023
03/2023,090006,1389000015004,20/08/2001,2590582.84,3039.10,387655.51,,01/03/2023
03/2023,255006,1537000405007,27/11/2017,79191.26,12.70,402.81,,01/03/2023
03/2023,170127,6001013775007,27/01/2015,2234410.13,550.29,26632.15,,01/03/2023
03/2023,784320,0921002715007,19/05/2005,35000.00,33.93,3579.26,,01/03/2023
03/2023,153045,1389008975007,31/12/2014,564420.46,140.27,6849.63,,01/03/2023
03/2023,153045,1389011945008,31/12/2014,6242761.40,1551.46,75760.24,,01/03/2023
03/2023,153045,1389008425007,31/12/2014,120455.75,29.93,1461.81,,01/03/2023
03/2023,153045,1389008395000,31/12/2014,807968.48,200.80,9805.26,,01/03/2023
03/2023,153045,1389008435002,31/12/2014,186312.03,46.31,2261.03,,01/03/2023
03/2023,153045,1389008415001,31/12/2014,129929.97,32.29,1576.79,,01/03/2023
03/2023,153045,1389008405006,31/12/2014,101781.39,25.30,1235.19,,01/03/2023
03/2023,153045,1389008385005,31/12/2014,1186854.38,294.96,14403.30,,01/03/2023
03/2023,153045,1389008375000,31/12/2014,847057.48,210.51,10279.63,,01/03/2023
03/2023,153045,1389008365004,31/12/2014,333021.57,82.77,4041.45,,01/03/2023
03/2023,153045,1389008355009,31/12/2014,88930.00,22.10,1079.23,,01/03/2023
03/2023,153045,1389008345003,31/12/2014,2765912.33,687.38,33566.26,,01/03/2023
03/2023,255002,2833000125006,16/01/2020,63997.58,11.01,210.43,,01/03/2023
03/2023,120260,9701075255008,30/03/2016,216984.75,82.13,3407.65,,01/03/2023
03/2023,160065,9701023065003,28/12/2000,76245.82,92.11,12098.95,,01/03/2023
03/2023,154043,5403000315009,29/12/2022,6496643.37,41.22,73.56,,01/03/2023
03/2023,170021,9701039735003,01/12/2014,232830.94,104.94,5175.16,,01/03/2023
03/2023,154040,9701016945001,28/11/2022,1021598.21,16.35,37.12,,01/03/2023
03/2023,153063,0411003485006,30/12/2005,1429066.80,744.86,75873.18,,01/03/2023
03/2023,784000,0803000295006,23/03/2016,172104.34,65.32,2717.64,,01/03/2023
03/2023,160298,5819000125007,29/06/2015,304.51,0.13,5.87,,01/03/2023
03/2023,170098,5219000015009,10/01/2022,685184.53,24.40,181.50,,01/03/2023
03/2023,120260,9701092935003,30/03/2016,150142.10,56.82,2357.91,,01/03/2023
03/2023,120260,9701090005009,30/03/2016,223490.29,84.59,3509.82,,01/03/2023
03/2023,170127,6001034785001,25/03/2015,15325.47,6.65,315.59,,01/03/2023
03/2023,120260,9701089295007,30/03/2016,120116.31,45.46,1886.37,,01/03/2023
03/2023,120260,9701088345000,30/03/2016,204528.68,77.41,3212.03,,01/03/2023
03/2023,130074,8841003235000,17/11/2022,5427.60,0.09,0.23,,01/03/2023
03/2023,130074,8841000345000,17/11/2022,189173.01,3.34,8.16,,01/03/2023
03/2023,201033,0017000145003,19/06/2017,121586.99,37.94,1301.45,,01/03/2023
03/2023,154040,9701017935000,28/11/2022,1292707.31,20.70,46.98,,01/03/2023
03/2023,154040,9701020765004,19/09/2015,192434.99,43.64,1946.72,,01/03/2023
03/2023,154040,9701022385004,29/11/2022,306262.49,2.71,6.10,,01/03/2023
03/2023,154040,9701024875009,29/11/2022,997643.02,15.83,35.67,,01/03/2023
03/2023,154040,9701026005001,29/11/2022,976232.27,15.48,34.90,,01/03/2023
03/2023,154040,9701026705003,29/11/2022,943360.25,14.97,33.73,,01/03/2023
03/2023,154040,9701027645004,29/11/2022,930080.63,14.75,33.25,,01/03/2023
03/2023,170036,1069000015000,24/12/2004,112944.23,111.94,12072.86,,01/03/2023
03/2023,154040,9701060335000,29/11/2022,911115.00,14.45,32.57,,01/03/2023
03/2023,154040,9701061275001,28/11/2022,698548.20,11.18,25.38,,01/03/2023
03/2023,160298,5893000015006,26/10/2015,177.36,0.04,1.75,,01/03/2023
03/2023,120260,9701081315009,30/03/2016,159675.76,60.44,2507.64,,01/03/2023
03/2023,120260,9701082415007,30/03/2016,156055.53,59.06,2450.78,,01/03/2023
03/2023,120260,9701084265002,30/03/2016,276481.00,104.64,4342.01,,01/03/2023
03/2023,120260,9701085665004,21/05/2021,38456.80,3.80,42.59,,01/03/2023
03/2023,120260,9701086725000,30/03/2016,255072.34,96.54,4005.80,,01/03/2023
03/2023,160065,9701028985003,28/12/2000,71393.82,86.25,11329.02,,01/03/2023
03/2023,789000,7107001705000,10/02/2021,296445.18,33.71,432.10,,01/03/2023
03/2023,130067,6469000085001,31/05/2010,304480.20,211.82,16066.20,,01/03/2023
03/2023,170043,1559003735009,20/06/2018,64556.33,16.63,472.17,,01/03/2023
03/2023,010001,9701154605001,21/10/2019,974047.56,180.09,3696.71,,01/03/2023
03/2023,170151,6953000035000,27/01/2020,479045.23,45.43,860.79,,01/03/2023
03/2023,170178,8585000055004,25/03/2019,266653.00,57.64,1378.39,,01/03/2023
03/2023,010001,9701155595000,21/10/2019,1191721.51,220.33,4522.82,,01/03/2023
03/2023,170075,3849000045004,31/10/2015,922740.93,369.99,16253.29,,01/03/2023
03/2023,120260,9701081015005,30/03/2016,138230.37,52.32,2170.85,,01/03/2023
03/2023,255017,2519000325000,26/09/2022,746882.06,10.56,34.56,,01/03/2023
03/2023,020001,9701156385009,22/09/2022,2355802.82,61.22,204.27,,01/03/2023
03/2023,120260,9701079865005,30/03/2016,149432.72,56.55,2346.77,,01/03/2023
03/2023,010001,9701157995005,21/10/2019,1161823.54,214.81,4409.36,,01/03/2023
03/2023,154421,1211000265008,20/06/2005,500.00,0.27,28.20,,01/03/2023
03/2023,154421,1211000285009,20/06/2005,500.00,0.27,28.20,,01/03/2023
03/2023,170021,9701243605007,10/03/2015,157985.44,68.87,3286.71,,01/03/2023
03/2023,170021,9701243625008,10/03/2015,203215.43,88.59,4227.67,,01/03/2023
03/2023,170021,9701243645009,10/03/2015,203215.43,88.59,4227.67,,01/03/2023
03/2023,070016,9065000505009,10/05/2022,707000.00,32.59,179.37,,01/03/2023
03/2023,170201,0001001835007,27/08/2008,182156.55,80.28,6919.76,,01/03/2023
03/2023,154047,8791000915000,10/10/2022,26059131.13,338.24,1031.27,,01/03/2023
03/2023,170607,9701243425009,18/02/2013,31836140.62,17435.18,1042901.42,,01/03/2023
