REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
03/2024,160176,2559000025006,16/04/2013,3115474.33,1030.07,66747.20,
03/2024,170098,5371000085001,05/10/2020,439885.38,82.37,1712.22,
03/2024,762300,5801001145009,17/01/2023,63985.52,4.04,29.62,
03/2024,110404,9701064595007,28/12/2007,251724.95,222.02,21319.20,
03/2024,789000,7107002905002,09/02/2021,140000.00,23.57,441.63,
03/2024,753000,5927000015004,13/04/2021,1948235.32,309.71,5488.61,
03/2024,752000,6001000295001,02/08/2017,1095965.06,394.57,15582.79,
03/2024,110404,9701063135002,28/12/2007,179519.71,158.33,15203.96,
03/2024,113801,2401003205007,03/03/2023,527214.41,29.72,196.58,
03/2024,110404,9701063955000,28/12/2007,77053.25,67.96,6525.83,
03/2024,154046,4921000165001,28/11/2022,192842.34,7.57,61.68,
03/2024,255013,2897000015002,08/05/2019,10229.31,1.50,43.79,
03/2024,170199,9221000145003,03/10/2022,1352950.15,59.41,537.56,
03/2024,193003,1441000675006,03/03/2023,10377736.99,584.95,3869.54,
03/2024,160488,6861000065000,16/11/2004,1837489.28,1075.84,123036.05,
03/2024,120260,9701076415009,30/03/2016,332980.30,144.18,6833.46,
03/2024,153052,9373001305003,22/06/2021,27607737.35,2283.96,37896.95,
03/2024,080009,5865000435000,27/05/2023,2796000.00,122.21,641.24,
03/2024,785344,8161000455000,29/11/2015,79873.99,36.04,1778.87,
03/2024,785344,8161000405002,29/11/2015,100203.85,45.21,2231.64,
03/2024,170211,0255001855000,04/07/2023,367902.93,14.00,64.90,
03/2024,160219,8267000015005,08/06/2022,7851.80,0.76,8.27,
03/2024,400081,8105001645006,04/04/2019,2385507.41,642.12,19042.26,
03/2024,170053,2211000015007,05/09/2012,52650.00,33.01,2257.44,
03/2024,170199,9249000045009,27/12/2012,144424.25,88.10,5865.57,
03/2024,200356,6001016235003,20/12/2023,12000.00,0.09,0.17,
03/2024,443033,1559000085003,20/08/2001,146879.02,100.42,13401.99,
03/2024,170164,7731000035001,05/12/2022,14900000.00,460.06,3695.41,
03/2024,060001,9701049335008,04/12/2014,388376.05,196.04,10815.61,
03/2024,160065,9701048085008,01/12/2014,337105.08,170.31,9404.35,
03/2024,170021,9701041605006,23/10/2020,1247307.57,230.24,4718.73,
03/2024,170021,9701042105007,01/12/2014,280440.04,141.68,7823.54,
03/2024,170021,9701037275005,25/05/2020,1183130.20,245.00,5617.82,
03/2024,110404,9701036765009,09/08/2023,685372.45,22.40,90.91,
03/2024,110001,9701031875000,02/10/2019,408405.57,98.93,2644.86,
03/2024,170193,9047001995001,04/05/2015,245803.98,66.02,3481.60,
03/2024,160140,9047000305001,09/12/2020,7508137.45,742.57,14656.18,
03/2024,170192,9047001865000,10/11/2020,891032.45,90.26,1823.84,
03/2024,170067,2845000055001,19/09/2023,210715.10,5.60,19.05,
03/2024,158381,2785000515005,14/05/2018,14876038.28,2631.03,91814.35,
03/2024,153103,1761000105009,11/09/2023,102024780.00,1578.09,5568.82,
03/2024,120260,9701005405000,22/06/2022,3921189.12,205.69,2202.53,
03/2024,751500,5851000145001,30/11/2015,6321.89,1.59,78.36,
03/2024,090006,1389000015004,21/12/2022,9445905.87,633.71,4926.96,
03/2024,255006,1537000405007,27/11/2017,79191.26,15.11,568.21,
03/2024,170127,6001013775007,27/01/2015,2234410.13,618.12,33563.44,
03/2024,784320,0921002715007,19/05/2005,35000.00,35.84,3992.06,
03/2024,153045,1389008975007,31/12/2014,564420.46,157.41,8615.43,
03/2024,153045,1389011945008,31/12/2014,6242761.40,1740.96,95290.75,
03/2024,153045,1389008425007,31/12/2014,120455.75,33.59,1838.66,
03/2024,153045,1389008395000,31/12/2014,807968.48,225.32,12332.99,
03/2024,153045,1389008435002,31/12/2014,186312.03,51.95,2843.90,
03/2024,153045,1389008415001,31/12/2014,129929.97,36.24,1983.28,
03/2024,153045,1389008405006,31/12/2014,101781.39,28.38,1553.61,
03/2024,153045,1389008385005,31/12/2014,1186854.38,330.99,18116.38,
03/2024,153045,1389008375000,31/12/2014,847057.48,236.22,12929.65,
03/2024,153045,1389008365004,31/12/2014,333021.57,92.87,5083.31,
03/2024,153045,1389008355009,31/12/2014,88930.00,24.81,1357.45,
03/2024,153045,1389008345003,31/12/2014,2765912.33,771.34,42219.43,
03/2024,393018,5637000045009,07/01/2022,870000.00,57.61,771.12,
03/2024,255002,2833000125006,16/01/2020,63997.58,14.49,362.67,
03/2024,120260,9701075255008,30/03/2016,216984.75,93.95,4452.98,
03/2024,160065,9701023065003,28/12/2000,76245.82,96.27,13213.10,
03/2024,154043,5403000315009,29/12/2022,6496643.37,238.42,1822.95,
03/2024,170021,9701039735003,01/12/2014,232830.94,117.63,6495.37,
03/2024,153063,0411003485006,30/12/2005,1429066.80,788.24,84945.00,
03/2024,784320,0803000295006,23/03/2016,171630.78,74.49,3539.11,
03/2024,160298,5819000125007,29/06/2015,304.51,0.14,7.48,
03/2024,170098,5219000015009,10/01/2022,685184.53,45.20,602.84,
03/2024,120260,9701092935003,30/03/2016,150142.10,65.01,3081.23,
03/2024,120260,9701090005009,30/03/2016,223490.29,96.77,4586.49,
03/2024,170127,6001034785001,25/03/2015,15325.47,7.49,399.42,
03/2024,120260,9701089295007,30/03/2016,120116.31,52.01,2465.04,
03/2024,120260,9701088345000,30/03/2016,204528.68,88.56,4197.36,
03/2024,130074,8841003235000,17/11/2022,5427.60,0.39,3.26,
03/2024,130074,8841000345000,17/11/2022,189173.01,13.65,113.60,
03/2024,201033,0017000145003,19/06/2017,121586.99,44.57,1791.86,
03/2024,154040,9701016945001,28/11/2022,1021598.21,72.03,586.76,
03/2024,154040,9701017935000,28/11/2022,1292707.31,91.16,742.48,
03/2024,154040,9701020765004,19/09/2015,192434.99,49.49,2499.39,
03/2024,154040,9701022385004,29/11/2022,306262.49,12.00,97.56,
03/2024,154040,9701024875009,29/11/2022,997643.02,70.20,570.66,
03/2024,154040,9701026005001,29/11/2022,976232.27,68.69,558.41,
03/2024,154040,9701026705003,29/11/2022,943360.25,66.38,539.61,
03/2024,154040,9701027645004,29/11/2022,930080.63,65.45,532.02,
03/2024,170036,1069000015000,24/12/2004,112944.23,118.10,13433.94,
03/2024,154040,9701060335000,29/11/2022,911115.00,64.11,521.17,
03/2024,154040,9701061275001,28/11/2022,698548.20,49.26,401.22,
03/2024,160298,5893000015006,26/10/2015,177.36,0.05,2.25,
03/2024,120260,9701081315009,30/03/2016,159675.76,69.13,3276.88,
03/2024,120260,9701082415007,30/03/2016,156055.53,67.57,3202.59,
03/2024,120260,9701084265002,30/03/2016,276481.00,119.71,5673.97,
03/2024,120260,9701085665004,21/05/2021,38456.80,5.89,100.87,
03/2024,120260,9701086725000,30/03/2016,255072.34,110.44,5234.62,
03/2024,160065,9701028985003,28/12/2000,71393.82,90.14,12372.27,
03/2024,789000,7107001705000,10/02/2021,296445.18,49.86,933.51,
03/2024,130067,6469000085001,31/05/2010,304480.20,228.42,18673.34,
03/2024,170043,1559003735009,20/06/2018,64556.33,20.14,691.00,
03/2024,010001,9701154605001,21/10/2019,974047.56,233.18,6162.85,
03/2024,170151,6953000035000,27/01/2020,479045.23,59.97,1490.29,
03/2024,170178,8585000055004,25/03/2019,266653.00,72.18,2151.97,
03/2024,010001,9701155595000,21/10/2019,1191721.51,285.28,7540.08,
03/2024,170075,3849000045004,31/10/2015,922740.93,420.29,20943.62,
03/2024,120260,9701081015005,30/03/2016,138230.37,59.85,2836.78,
03/2024,255017,2519000325000,26/09/2022,746882.06,33.23,304.43,
03/2024,020001,9701156385009,22/09/2022,2355802.82,189.62,1749.25,
03/2024,120260,9701079865005,30/03/2016,149432.72,64.70,3066.67,
03/2024,010001,9701157995005,21/10/2019,1161823.54,278.12,7350.91,
03/2024,154421,1211000265008,20/06/2005,500.00,0.29,31.47,
03/2024,154421,1211000285009,20/06/2005,500.00,0.29,31.47,
03/2024,170021,9701243605007,10/03/2015,157985.44,77.49,4155.04,
03/2024,170021,9701243625008,10/03/2015,203215.43,99.67,5344.59,
03/2024,170021,9701243645009,10/03/2015,203215.43,99.67,5344.59,
03/2024,070016,9065000505009,10/05/2022,707000.00,71.12,810.85,
03/2024,170201,0001001835007,27/08/2008,182156.55,85.81,7902.91,
03/2024,154047,8791000915000,10/10/2022,26059131.13,1129.27,10089.73,
03/2024,170607,9701243425009,08/12/2021,42797967.00,5280.49,73227.19,
03/2024,170607,9701243445000,13/04/2015,31836140.62,15453.60,820176.45,
03/2024,170607,9701243465000,12/04/2013,17863547.47,10615.69,688579.06,
03/2024,201035,0147000485007,16/11/2023,169680.00,3.05,7.54,
03/2024,200095,0003005935002,07/04/2008,19150545.46,16602.54,1567201.34,
03/2024,170021,9701243545004,09/03/2015,642696.13,315.31,16913.20,
03/2024,040001,9701243565005,13/10/2022,508170.18,39.32,349.37,
03/2024,170098,4733001165006,29/02/2024,974461.53,2.25,2.25,
03/2024,070014,4865000535009,18/10/2004,237542.80,250.76,28794.67,
03/2024,787000,9701306275009,12/06/2019,70040.31,18.13,517.57,
03/2024,100001,9701243825007,10/10/2019,9258188.50,2231.48,59373.73,
03/2024,170164,7535004115000,30/11/2022,6347866.31,248.23,2013.91,
03/2024,170127,6001037155009,30/03/2015,2894.14,1.41,75.20,
03/2024,373072,8837000055003,20/11/2023,273504.04,2.64,6.37,
03/2024,170127,6001037175000,30/03/2015,770.16,0.37,20.01,
03/2024,170098,5035000175005,04/01/2021,8491519.68,821.51,15869.93,
03/2024,193110,0174000025003,13/06/2019,37654.91,5.43,154.79,
03/2024,080020,9445000215001,01/04/2023,2541030.71,132.26,813.13,
03/2024,255027,9241000405000,15/09/2005,634000.00,355.27,38893.57,
03/2024,170104,5705004165007,19/12/2019,75.94,0.01,0.25,
03/2024,255003,0605002175001,25/08/2000,110310.20,141.34,19683.11,
03/2024,170112,9099000165008,22/06/2022,46438.56,4.38,46.84,
03/2024,100001,9701243895005,10/10/2019,8122045.88,1957.64,52087.53,
03/2024,090015,9131002775005,23/08/2016,1625726.90,668.57,30113.66,
03/2024,170098,4267000815000,08/07/2021,51394.11,7.52,122.71,
03/2024,170098,4267000935005,24/03/2020,144289.16,31.21,746.88,
03/2024,170098,4267001115001,24/03/2020,49000.68,10.60,253.64,
03/2024,120260,9701251085009,30/03/2016,658723.40,285.22,13518.39,
03/2024,080012,7471000105000,12/02/2019,59951.28,9.24,281.64,
03/2024,080012,7471000095004,12/02/2019,49358.55,7.61,231.88,
03/2024,080012,7471000085009,12/02/2019,819659.21,226.86,6914.12,
03/2024,158516,8105004265000,04/01/2017,71587619.46,15600.18,668939.61,
03/2024,070027,9241000425000,09/01/2017,1570608.00,613.39,26253.16,
03/2024,200384,0034000405005,09/04/2022,302887.33,31.86,379.24,
03/2024,200384,0034000395000,09/04/2022,302887.33,31.86,379.24,
03/2024,200384,0034000385004,09/04/2022,302887.33,31.86,379.24,
03/2024,200384,0034000375009,09/04/2022,302887.33,31.86,379.24,
03/2024,200384,0034000025008,02/04/2022,558597.80,33.06,397.11,
03/2024,080014,8927000045007,15/11/2022,8955695.05,648.84,5420.89,
03/2024,090020,8771000165007,28/09/2023,63236862.60,1596.23,5198.50,
03/2024,158336,9733003625001,24/10/2014,3699723.67,1052.63,58769.84,
03/2024,200054,7535004145006,10/02/2009,7684397.67,6308.29,564040.28,
03/2024,080006,2419000395002,14/09/2023,1189075.08,32.49,113.10,
03/2024,170098,4267000995008,20/07/2020,118180.30,23.49,517.34,
03/2024,170098,4267001375003,27/05/2020,110805.19,22.92,524.64,
03/2024,080008,4267001415005,24/03/2023,1436000.00,76.45,479.88,
03/2024,070023,9633000195000,11/04/2023,726672.54,36.74,219.97,
03/2024,070023,9545000055000,12/04/2023,665593.22,33.56,200.35,
03/2024,170173,8105004285000,14/05/2015,1022984.73,491.84,25858.01,
03/2024,120090,9707002315000,05/05/2016,17436425.35,7456.23,349072.20,
03/2024,080008,5407000135003,20/03/2023,783079.34,42.15,267.33,
03/2024,255015,2175002525002,28/07/2015,385000.00,100.70,5172.02,
03/2024,040001,9701224425007,21/07/2022,110744012.30,9952.92,101921.45,
03/2024,200125,8045000125001,20/06/2022,650981.30,34.26,367.92,
03/2024,255027,9679000085008,28/11/2015,83000.00,37.45,1849.70,
03/2024,170053,2051001925003,13/06/2022,154649.39,14.77,160.34,
03/2024,170098,5023000365005,25/09/2020,381739.67,72.05,1509.33,
03/2024,070021,8801005325008,21/12/2007,1362384.90,1203.02,115655.90,
03/2024,050001,9701224595000,06/02/2024,563594.81,3.23,3.95,
03/2024,130081,9561000025006,09/11/2007,7958.79,3.94,381.61,
03/2024,158334,9047001525005,28/12/2018,18726746.29,2957.96,92346.29,
03/2024,158334,9047001705003,30/12/2015,133164.90,33.12,1618.20,
03/2024,158334,9047001685002,28/12/2018,88521.93,13.98,436.52,
03/2024,158334,9047001645000,28/12/2018,34392.05,5.44,169.60,
03/2024,158334,9047001615004,28/12/2018,34391.78,5.43,169.59,
03/2024,158334,9047001735000,28/12/2018,108314.99,17.11,534.13,
03/2024,158334,9047001635005,28/12/2018,34391.78,5.43,169.59,
03/2024,158334,9047001725004,28/12/2018,120036.72,18.96,591.93,
03/2024,158334,9047001715009,28/12/2018,97731.57,15.44,481.94,
03/2024,158334,9047001695008,28/12/2018,171990.45,27.17,848.13,
03/2024,158334,9047001675007,28/12/2018,88521.93,13.98,436.52,
03/2024,158334,9047001665001,28/12/2018,70673.16,11.17,348.51,
03/2024,158334,9047001655006,28/12/2018,34392.05,5.44,169.60,
03/2024,158334,9047001625000,28/12/2018,34391.78,5.43,169.59,
03/2024,343007,3687000065005,06/02/2015,13129.60,6.50,352.02,
03/2024,170067,2785003685009,11/06/2015,311008.65,82.55,4302.88,
03/2024,200350,5403002895002,29/12/2022,4573035.61,301.35,2304.09,
03/2024,153038,3849002015005,10/11/2022,24476457.21,997.74,8416.26,
03/2024,343007,3657000015006,12/11/2015,921734.87,418.18,20757.77,
03/2024,400068,9047001545006,12/04/2018,399637.31,128.82,4561.87,
03/2024,080016,9701224705000,22/02/2023,51835150.14,2991.26,20220.83,
03/2024,154040,9701224765002,29/11/2022,917147.12,64.54,524.62,
03/2024,154040,9701065885009,29/11/2022,917452.02,64.55,524.79,
03/2024,255010,0907000045009,09/06/2015,487210.00,129.40,6749.05,
03/2024,170162,7487000035008,19/09/2023,1315709.02,34.97,118.94,
03/2024,153038,3849002095009,17/11/2022,56510847.30,2270.75,18898.46,
03/2024,170083,3849003415007,25/02/2015,1760000.00,482.65,25981.64,
03/2024,200350,4553001145007,29/12/2022,2147605.92,141.53,1082.06,
03/2024,153038,3849002545004,21/11/2022,19578787.79,780.23,6443.23,
03/2024,153038,3849002025000,21/11/2022,371943472.93,14822.25,122403.80,
03/2024,153038,3849001795007,17/11/2022,4185052.93,168.16,1399.57,
03/2024,153038,3849001755005,17/11/2022,2014236.10,80.93,673.60,
03/2024,540019,9701014305005,21/08/2015,1064145.43,276.19,14079.81,
03/2024,153038,3849001665006,21/11/2022,5779277.26,230.31,1901.92,
03/2024,153038,3849001455001,22/11/2022,13066804.93,519.64,4282.86,
03/2024,153038,3849002055007,17/11/2022,17833121.76,716.59,5963.79,
03/2024,200374,9067002405008,03/06/2022,30800000.00,2988.26,32912.93,
03/2024,070023,9511000035005,10/04/2023,831239.24,42.15,253.04,
03/2024,170271,9461001885002,22/04/2021,115498.62,18.21,320.00,
03/2024,160163,0499000045009,14/04/2016,7780283.28,1866.43,88011.38,
03/2024,170048,1619000175000,14/10/2015,165880.79,33.76,1691.90,
03/2024,201033,0007001085007,26/07/2017,54290.91,19.60,776.37,
03/2024,158277,3859000085003,31/08/2022,2617274.08,122.10,1169.66,
03/2024,170048,1761004715006,27/07/2020,410045.76,45.15,989.33,
03/2024,158404,3363000165003,21/07/2017,9960705.34,2007.02,79653.06,
03/2024,193009,3399000045009,03/03/2023,1665801.58,52.30,345.92,
03/2024,255019,6001028375000,10/10/2015,28543257.00,13089.92,656733.36,
03/2024,158405,3957000045001,21/07/2017,3329325.86,670.84,26623.72,
03/2024,158092,3495000165008,22/11/2022,283370258.60,11269.05,92879.34,
03/2024,153038,3849002515008,21/11/2022,175151324.95,6979.92,57640.98,
03/2024,154215,0605001965009,19/08/2002,245884835.86,160686.45,20501737.46,
03/2024,201033,0007001045005,26/07/2017,35259.78,12.73,504.22,
03/2024,110001,9701225585008,03/10/2019,330476.33,80.00,2137.58,
03/2024,170151,6389000055003,30/03/2015,97231.48,47.40,2526.38,
03/2024,154040,9701236285000,29/11/2022,971019.03,68.32,555.43,
03/2024,154040,9701236345003,29/11/2022,971019.03,68.32,555.43,
03/2024,154040,9701236375000,29/11/2022,1899385.88,133.65,1086.47,
03/2024,154040,9701236415001,29/11/2022,2077135.05,146.15,1188.14,
03/2024,154040,9701236435002,29/11/2022,2046981.30,144.03,1170.89,
03/2024,170188,8531000945000,01/09/2015,60422.21,28.06,1425.47,
03/2024,120265,1389005825004,10/05/2020,5593664.82,1170.81,27129.95,
03/2024,154040,9701236465009,29/11/2022,1169920.48,82.32,669.21,
03/2024,255012,9081000145004,05/07/2019,83805.23,21.41,603.16,
03/2024,080012,7749000305001,22/02/2019,50222.59,7.70,233.42,
03/2024,080012,7749000315007,23/01/2018,83621.51,15.56,570.83,
03/2024,080012,7749000295006,23/01/2018,82718.23,15.39,564.66,
03/2024,080012,7749000245009,22/02/2019,1217826.08,335.24,10163.45,
03/2024,154040,9701236365004,29/11/2022,969036.72,68.19,554.30,
03/2024,154040,9701236395000,29/11/2022,2077135.20,146.15,1188.14,
03/2024,154040,9701236405006,29/11/2022,2077135.05,146.15,1188.14,
03/2024,154040,9701236425007,29/11/2022,2077135.05,146.15,1188.14,
03/2024,154040,9701236445008,29/11/2022,2044962.55,143.89,1169.74,
03/2024,170151,6209000215006,30/09/2012,31698.19,19.76,1343.07,
03/2024,154040,9701236505000,29/11/2022,1981891.02,139.45,1133.66,
03/2024,200117,7209000105001,30/10/2012,288880.31,99.54,6719.62,
03/2024,070018,7107006495003,10/12/2021,3846901.66,210.44,2911.50,
03/2024,070023,9591000025008,11/04/2023,853269.23,43.14,258.29,
03/2024,154040,9701236585004,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236565003,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236575009,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236455003,29/11/2022,1169920.48,82.32,669.21,
03/2024,170098,5367000085003,25/09/2020,356151.27,67.23,1408.16,
03/2024,154040,9701236475004,29/11/2022,952314.70,67.01,544.73,
03/2024,154040,9701236515006,29/11/2022,1968078.88,138.48,1125.76,
03/2024,154040,9701236535007,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236555008,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236595000,24/11/2022,1027954.99,73.10,600.11,
03/2024,170188,8809000245001,11/09/2015,300000.00,77.34,3916.50,
03/2024,153038,3871000115009,28/11/2022,8402818.15,329.98,2687.80,
03/2024,154040,9701236485000,29/11/2022,1968078.88,138.48,1125.76,
03/2024,154040,9701236495005,29/11/2022,1981891.02,139.45,1133.66,
03/2024,154040,9701236525001,29/11/2022,2379454.65,167.43,1361.07,
03/2024,154040,9701236605005,24/11/2022,1027954.99,73.10,600.11,
03/2024,154040,9701236625006,24/11/2022,2095249.32,148.99,1223.19,
03/2024,170098,4611000875002,30/06/2020,45421.93,5.10,114.04,
03/2024,090023,9701156185000,28/03/2018,62414530.45,20258.20,722302.40,
03/2024,786810,9063001835006,16/09/2020,101143.58,10.71,225.85,
03/2024,070002,0113000265002,01/09/2022,441400.00,36.91,352.98,
03/2024,170098,5401000925005,28/04/2020,248368.72,52.43,1225.05,
03/2024,170188,8845000605004,17/09/2015,418930.72,193.56,9782.70,
03/2024,154040,9701236635001,24/11/2022,2095249.32,148.99,1223.19,
03/2024,154040,9701236655002,24/11/2022,2101734.80,149.46,1226.98,
03/2024,080025,9047001775001,13/12/2022,2520928.11,172.13,1360.45,
03/2024,170127,6001034175009,13/03/2015,34059.79,9.30,497.97,
03/2024,154040,9701236665008,29/11/2022,1826494.16,128.52,1044.77,
03/2024,154040,9701236705000,29/11/2022,1871017.82,131.65,1070.24,
03/2024,154040,9701236715005,29/11/2022,1871017.82,131.65,1070.24,
03/2024,170104,5697000725003,18/08/2022,805000.00,68.99,675.36,
03/2024,200352,5697000245001,18/07/2023,3150000.00,63.09,278.31,
03/2024,154040,9701236675003,29/11/2022,1826494.16,128.52,1044.77,
03/2024,154040,9701236685009,29/11/2022,1826494.16,128.52,1044.77,
03/2024,154215,0609000425003,02/12/2002,2821105.66,1819.03,229007.09,
03/2024,200126,5647000125000,14/07/2021,498601.67,40.34,655.02,
03/2024,070023,9489000045000,11/04/2023,536194.03,27.11,162.31,
03/2024,201033,0007001005003,26/07/2017,45043.99,16.26,644.14,
03/2024,170127,5879002135003,23/11/2017,4676.60,1.60,60.46,
03/2024,380005,0605001985000,22/08/2002,105143.12,123.33,15729.66,
03/2024,201033,0007001105008,26/07/2017,35565.06,12.84,508.59,
03/2024,290002,0605002025000,01/04/2019,901209.40,242.99,7217.58,
03/2024,160392,0990000025006,28/05/2015,5377147.06,1433.54,75043.25,
03/2024,787000,9701286215006,13/06/2019,70040.31,18.12,516.98,
03/2024,170318,7145002155006,26/05/2021,7233232.14,1103.56,18791.58,
03/2024,255019,5825000115006,10/10/2015,204712.20,52.28,2623.13,
03/2024,201033,0007001125009,26/07/2017,35565.06,12.84,508.59,
03/2024,154040,9701232825000,29/11/2022,152394.25,5.97,48.55,
03/2024,154040,9701241015008,29/11/2022,1216371.18,85.59,695.78,
03/2024,193108,9373005595006,24/07/2017,300000.00,108.40,4297.11,
03/2024,154040,9701243275007,29/11/2022,1134273.20,79.82,648.82,
03/2024,170127,6001034135007,12/03/2015,34059.74,9.30,498.27,
03/2024,170127,6001034515004,13/03/2015,34059.79,9.30,497.97,
03/2024,080011,6291002845007,30/09/2021,117812222.49,15746.48,235882.76,
03/2024,170127,6001034195000,13/03/2015,34059.79,9.30,497.97,
03/2024,160065,9701281385000,28/12/2000,54625.55,68.97,9466.39,
03/2024,154040,9701243365006,29/11/2022,1267380.81,89.17,724.95,
03/2024,170098,4431000395002,26/10/2020,165240.00,30.43,622.14,
03/2024,200370,8179000705009,17/10/2022,3402259.98,145.46,1283.25,
03/2024,170127,6001034395009,13/03/2015,34059.79,9.30,497.97,
03/2024,154040,9701234405009,29/11/2022,536743.52,37.77,307.02,
03/2024,170043,1389012145005,23/11/2017,136853.41,26.16,985.34,
03/2024,154040,9701233525000,29/11/2022,1303708.13,91.73,745.73,
03/2024,154040,9701239855002,29/11/2022,1494019.79,105.12,854.59,
03/2024,170083,3399000065000,30/08/2002,10000.00,6.52,831.47,
03/2024,020001,9701228375004,28/12/2021,225907.78,15.15,205.18,
03/2024,400082,6929000145007,28/03/2013,726100.22,241.21,15704.33,
03/2024,400082,7107006525000,28/03/2013,47793.94,28.51,1856.12,
03/2024,170098,4901000055007,24/09/2020,93845.43,17.73,371.63,
03/2024,070013,3849006895000,10/10/2007,2242319.39,890.70,86664.10,
03/2024,170127,6001037735005,30/03/2015,4279046.91,2086.02,111183.17,
03/2024,154040,9701234305004,29/11/2022,536743.52,37.77,307.02,
03/2024,120260,9701250805008,30/03/2016,658723.40,285.22,13518.39,
03/2024,170043,1529000485000,20/06/2018,109839.35,19.09,654.77,
03/2024,393016,0551000155000,04/09/2019,73247.81,10.05,273.26,
03/2024,154040,9701238515003,24/11/2022,1056917.53,75.16,617.02,
03/2024,160065,9701301805000,28/12/2000,214811.71,271.23,37226.03,
03/2024,070014,4123003415004,12/03/2018,8477571.46,2771.78,99543.56,
03/2024,170151,6965000035003,30/08/2012,6905.48,1.93,131.97,
03/2024,257036,9051002765008,02/06/2014,654087.61,348.18,20248.32,
03/2024,160065,9701300805006,28/12/2000,71525.03,90.31,12395.01,
03/2024,200141,9325000215000,01/10/2002,119600.00,77.73,9863.85,
03/2024,200009,9701239715006,06/10/2023,2094909.27,50.38,157.64,
03/2024,153031,6477000235004,20/09/2022,67783050.68,3049.75,28232.16,
03/2024,413001,5705003995006,27/07/2023,9185499.36,177.12,755.72,
03/2024,158137,4281000155005,08/12/2022,10395464.34,399.61,3190.58,
03/2024,170021,9701335885006,01/12/2014,277100.04,139.99,7730.36,
03/2024,170127,5895000065000,19/02/2015,960014.10,263.74,14223.25,
03/2024,160065,9701275885005,28/12/2000,214812.00,271.23,37226.08,
03/2024,373044,0318000025005,27/11/2023,112871.32,1.03,2.36,
03/2024,255012,9125000305007,09/01/2020,92387.75,21.02,528.34,
03/2024,170070,3131000065008,14/04/2020,430707.50,91.82,2166.13,
03/2024,170127,6001029165009,23/02/2015,41089.97,20.24,1090.49,
03/2024,170127,6001029035008,23/02/2015,34176.42,16.84,907.01,
03/2024,114622,6477000215003,07/12/2023,356584.26,5.29,11.33,
03/2024,120260,9701264155000,30/03/2016,395960.63,171.44,8125.94,
03/2024,170173,8379000075008,15/06/2021,215155.29,17.93,299.44,
03/2024,080009,5839001225000,27/10/2023,1114000.00,10.36,28.94,
03/2024,170151,6185000055008,27/03/2012,4638.36,3.02,214.42,
03/2024,113801,2431006915007,31/10/2017,133977.32,46.44,1766.61,
03/2024,154040,9701240155000,29/11/2022,3657756.63,257.37,2092.27,
03/2024,154040,9701240175001,29/11/2022,2983377.00,209.92,1706.52,
03/2024,784312,0615000425008,08/04/2005,32404.74,33.38,3740.16,
