REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC,MES
04/2023,170211,0255000105007,22/08/2018,100000.00,24.46,704.00,,01/04/2023
04/2023,200040,9051003305000,16/12/2022,9710000.00,167.93,425.06,,01/04/2023
04/2023,080002,0241000275000,04/09/2020,554305.38,76.13,1247.57,,01/04/2023
04/2023,786810,9063000145006,16/09/2020,2036.45,0.15,2.49,,01/04/2023
04/2023,120259,8371000125000,09/05/2022,2151932.07,58.89,364.82,,01/04/2023
04/2023,160065,9701028585005,28/12/2000,71393.82,83.78,11412.80,,01/04/2023
04/2023,785810,8849000135000,23/11/2013,436454.10,120.16,6929.02,,01/04/2023
04/2023,255017,2529000025004,27/05/2022,316870.44,8.21,48.42,,01/04/2023
04/2023,160065,9701006705008,28/12/2000,68100.96,79.92,10886.42,,01/04/2023
04/2023,160392,8841004715006,11/05/2017,4690081.86,650.38,23794.42,,01/04/2023
04/2023,789300,7563007375008,22/11/2013,101627.73,50.25,2898.72,,01/04/2023
04/2023,373048,2531003205005,11/10/2001,117183.53,132.68,17437.76,,01/04/2023
04/2023,160065,9701022855000,28/12/2000,76245.82,89.48,12188.43,,01/04/2023
04/2023,443033,2537000045006,09/10/2001,751919.37,474.23,62345.69,,01/04/2023
04/2023,170021,9701052425004,09/03/2015,155207.55,66.18,3297.30,,01/04/2023
04/2023,193100,0271000025005,03/03/2015,1076.45,0.20,10.20,,01/04/2023
04/2023,170021,9701040125000,31/03/2020,1152531.19,184.37,3503.66,,01/04/2023
04/2023,170062,2507000015008,09/07/2015,1232153.24,503.78,24072.88,,01/04/2023
04/2023,120259,8589000435004,09/05/2022,431607.43,21.21,131.39,,01/04/2023
04/2023,170021,9701030535001,04/08/2017,406988.10,122.00,4290.56,,01/04/2023
04/2023,193004,1719000025004,02/05/2019,631911.68,131.51,3230.96,,01/04/2023
04/2023,255004,0291000035005,18/05/2017,8942.67,2.78,101.43,,01/04/2023
04/2023,170021,9701051575002,27/10/2020,1145276.36,148.55,2303.12,,01/04/2023
04/2023,783602,2357000045008,05/11/2020,250000.00,17.88,274.51,,01/04/2023
04/2023,110404,9701049875002,15/03/2019,453495.65,97.52,2473.80,,01/04/2023
04/2023,200119,8815000755004,30/01/2013,235147.04,70.34,4404.55,,01/04/2023
04/2023,170036,1123000025004,02/05/2016,746542.46,273.17,11696.62,,01/04/2023
04/2023,158416,5705001965002,29/11/2022,10218964.94,112.37,315.83,,01/04/2023
04/2023,373031,0639000505009,09/08/2001,10312.68,11.77,1559.27,,01/04/2023
04/2023,255022,0035000065008,30/11/2015,68885.43,26.74,1213.36,,01/04/2023
04/2023,160176,2559000025006,16/04/2013,3115474.33,912.94,56009.77,,01/04/2023
04/2023,170098,5371000085001,05/10/2020,439885.38,58.45,927.65,,01/04/2023
