REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC,MES
01/2022,784320,0921002715007,19/05/2005,35000.00,31.72,3129.21,,01/01/2022
01/2022,153045,1389008975007,31/12/2014,291000.00,62.09,2607.21,,01/01/2022
01/2022,153045,1389011945008,31/12/2014,2469970.78,526.98,22129.67,,01/01/2022
01/2022,153045,1389008425007,31/12/2014,2300.00,0.49,20.61,,01/01/2022
01/2022,153045,1389008395000,31/12/2014,3100.00,0.66,27.77,,01/01/2022
01/2022,153045,1389008435002,31/12/2014,56100.00,11.97,502.63,,01/01/2022
01/2022,153045,1389008415001,31/12/2014,45100.00,9.62,404.07,,01/01/2022
01/2022,153045,1389008405006,31/12/2014,2800.00,0.60,25.09,,01/01/2022
01/2022,153045,1389008385005,31/12/2014,11840.00,2.53,106.08,,01/01/2022
01/2022,153045,1389008375000,31/12/2014,253300.00,54.04,2269.44,,01/01/2022
01/2022,153045,1389008365004,31/12/2014,74200.00,15.83,664.79,,01/01/2022
01/2022,153045,1389008355009,31/12/2014,19800.00,4.23,177.40,,01/01/2022
01/2022,153045,1389008345003,31/12/2014,10700.00,2.29,95.87,,01/01/2022
01/2022,393018,5637000045009,12/09/2012,39659.11,11.23,623.42,,01/01/2022
01/2022,255002,2833000125006,16/01/2020,63997.58,6.96,85.55,,01/01/2022
01/2022,120260,9701075255008,30/03/2016,216984.75,68.43,2371.24,,01/01/2022
01/2022,160065,9701023065003,28/12/2000,76245.82,87.30,10869.58,,01/01/2022
01/2022,154043,5403000315009,27/10/2004,432048.15,225.37,22975.08,,01/01/2022
01/2022,170021,9701039735003,01/12/2014,232830.94,90.24,3833.05,,01/01/2022
01/2022,154040,9701016945001,22/05/2018,694145.98,137.95,3038.66,,01/01/2022
01/2022,153063,0411003485006,30/12/2005,1429066.80,694.60,66004.08,,01/01/2022
01/2022,784000,0803000295006,23/03/2016,172104.34,54.45,1893.14,,01/01/2022
01/2022,160298,5819000125007,29/06/2015,304.51,0.11,4.24,,01/01/2022
01/2022,170098,5219000015009,10/01/2022,685184.53,0.40,0.40,,01/01/2022
01/2022,120260,9701092935003,30/03/2016,150142.10,47.34,1640.77,,01/01/2022
01/2022,120260,9701090005009,30/03/2016,223490.29,70.47,2442.33,,01/01/2022
01/2022,170127,6001034785001,25/03/2015,15325.47,5.68,230.81,,01/01/2022
01/2022,120260,9701089295007,30/03/2016,120116.31,37.88,1312.65,,01/01/2022
01/2022,120260,9701088345000,30/03/2016,204528.68,64.50,2235.12,,01/01/2022
01/2022,130074,8841003235000,23/11/2020,5372.92,0.33,2.43,,01/01/2022
01/2022,130074,8841000345000,23/11/2020,187281.89,11.67,84.73,,01/01/2022
01/2022,201033,0017000145003,19/06/2017,121586.99,30.26,831.15,,01/01/2022
01/2022,154040,9701017935000,15/05/2018,904700.72,180.74,4001.56,,01/01/2022
01/2022,154040,9701020765004,19/09/2015,192434.99,36.87,1392.70,,01/01/2022
01/2022,154040,9701022385004,19/09/2015,183260.00,35.12,1326.30,,01/01/2022
01/2022,154040,9701024875009,19/09/2015,669096.33,230.23,8695.06,,01/01/2022
01/2022,154040,9701026005001,19/09/2015,660520.25,227.28,8583.61,,01/01/2022
01/2022,154040,9701026705003,19/09/2015,637960.40,219.51,8290.44,,01/01/2022
01/2022,154040,9701027645004,19/09/2015,629066.90,216.45,8174.86,,01/01/2022
01/2022,170036,1069000015000,24/12/2004,112944.23,104.81,10586.96,,01/01/2022
01/2022,154040,9701060335000,19/09/2015,549117.87,188.94,7135.91,,01/01/2022
01/2022,154040,9701061275001,11/05/2018,479834.30,96.14,2134.87,,01/01/2022
01/2022,160298,5893000015006,26/10/2015,177.36,0.03,1.24,,01/01/2022
01/2022,120260,9701081315009,30/03/2016,159675.76,50.35,1744.96,,01/01/2022
01/2022,120260,9701082415007,30/03/2016,156055.53,49.22,1705.40,,01/01/2022
01/2022,120260,9701084265002,30/03/2016,276481.00,87.18,3021.42,,01/01/2022
01/2022,120260,9701085665004,21/05/2021,38456.80,1.38,6.01,,01/01/2022
01/2022,120260,9701086725000,30/03/2016,255072.34,80.43,2787.46,,01/01/2022
01/2022,160065,9701028985003,28/12/2000,71393.82,81.74,10177.88,,01/01/2022
01/2022,789000,7107001705000,10/02/2021,296445.18,14.99,89.74,,01/01/2022
01/2022,130067,6469000085001,31/05/2010,304480.20,192.60,13290.89,,01/01/2022
01/2022,170043,1559003735009,20/06/2018,64556.33,12.55,270.59,,01/01/2022
01/2022,010001,9701154605001,21/10/2019,974047.56,118.58,1623.43,,01/01/2022
01/2022,170151,6953000035000,27/01/2020,479045.23,28.58,346.18,,01/01/2022
01/2022,170178,8585000055004,25/03/2019,266653.00,40.80,696.75,,01/01/2022
01/2022,010001,9701155595000,21/10/2019,1191721.51,145.09,1986.23,,01/01/2022
01/2022,170075,3849000045004,31/10/2015,922740.93,311.73,11562.09,,01/01/2022
01/2022,120260,9701081015005,30/03/2016,138230.37,43.59,1510.60,,01/01/2022
01/2022,255017,2519000325000,08/11/2019,543315.65,36.03,482.75,,01/01/2022
01/2022,020001,9701156385009,19/04/2021,691084.06,27.94,136.73,,01/01/2022
01/2022,120260,9701079865005,30/03/2016,149432.72,47.12,1633.02,,01/01/2022
01/2022,010001,9701157995005,21/10/2019,1161823.54,141.45,1936.40,,01/01/2022
01/2022,154421,1211000265008,20/06/2005,500.00,0.26,24.64,,01/01/2022
01/2022,154421,1211000285009,20/06/2005,500.00,0.26,24.64,,01/01/2022
01/2022,170021,9701243605007,10/03/2015,157985.44,58.91,2407.90,,01/01/2022
01/2022,170021,9701243625008,10/03/2015,203215.43,75.77,3097.26,,01/01/2022
01/2022,170021,9701243645009,10/03/2015,203215.43,75.77,3097.26,,01/01/2022
01/2022,170201,0001001835007,27/08/2008,182156.55,73.87,5862.43,,01/01/2022
01/2022,154047,8791000915000,28/09/2017,15333595.52,1997.22,51594.68,,01/01/2022
01/2022,170607,9701243425009,18/02/2013,31836140.62,15424.97,817173.86,,01/01/2022
01/2022,170607,9701243445000,13/04/2015,31836140.62,11708.00,472212.44,,01/01/2022
01/2022,170607,9701243465000,12/04/2013,17863547.47,8514.20,443776.24,,01/01/2022
01/2022,201035,0147000485007,20/08/2015,89251.30,31.11,1189.95,,01/01/2022
01/2022,200095,0003005935002,07/04/2008,19150545.46,14349.34,1171688.02,,01/01/2022
01/2022,170021,9701243545004,09/03/2015,642696.13,239.71,9803.27,,01/01/2022
01/2022,040001,9701243565005,09/06/2021,460216.73,15.11,61.57,,01/01/2022
01/2022,200036,4733001165006,20/06/2018,254428.43,49.47,1066.44,,01/01/2022
01/2022,070014,4865000535009,18/10/2004,237542.80,222.81,22746.54,,01/01/2022
01/2022,787000,9701306275009,12/06/2019,70040.31,9.89,156.34,,01/01/2022
01/2022,100001,9701243825007,10/10/2019,9258188.50,1142.29,15840.73,,01/01/2022
01/2022,170164,7535004115000,03/08/2020,4448985.83,195.74,1774.19,,01/01/2022
01/2022,170127,6001037155009,30/03/2015,2894.14,1.07,43.41,,01/01/2022
01/2022,373072,8837000055003,27/06/2017,273504.04,37.73,1031.38,,01/01/2022
01/2022,170127,6001037175000,30/03/2015,770.16,0.28,11.55,,01/01/2022
01/2022,170098,5035000175005,04/01/2021,8491519.68,265.15,1745.47,,01/01/2022
01/2022,193110,0174000025003,13/06/2019,37654.91,2.96,46.71,,01/01/2022
01/2022,080020,9445000215001,23/03/2021,1670500.00,74.26,395.61,,01/01/2022
01/2022,255027,9241000405000,15/09/2005,634000.00,313.72,30348.46,,01/01/2022
01/2022,255003,0605002175001,25/08/2000,110310.20,128.35,16240.24,,01/01/2022
01/2022,170112,9099000165008,03/12/2014,99527.97,38.55,1636.01,,01/01/2022
01/2022,100001,9701243895005,10/10/2019,8122045.88,1002.12,13896.80,,01/01/2022
01/2022,090015,9131002775005,23/08/2016,1625726.90,477.32,15417.28,,01/01/2022
01/2022,170098,4267000735006,24/03/2020,39000.32,3.85,43.06,,01/01/2022
01/2022,170098,4267000815000,08/07/2021,51394.11,1.47,5.29,,01/01/2022
01/2022,170098,4267000935005,24/03/2020,144289.16,14.24,159.32,,01/01/2022
01/2022,170098,4267001115001,24/03/2020,49000.68,4.83,54.10,,01/01/2022
01/2022,080012,7471000105000,12/02/2019,59951.28,5.31,94.23,,01/01/2022
01/2022,080012,7471000095004,12/02/2019,49358.55,4.37,77.58,,01/01/2022
01/2022,080012,7471000085009,12/02/2019,819659.21,130.43,2313.43,,01/01/2022
01/2022,158516,8105004265000,04/01/2017,71585894.46,10909.34,328800.82,,01/01/2022
01/2022,070027,9241000425000,09/01/2017,1570608.00,428.61,12883.56,,01/01/2022
01/2022,200384,0034000025008,11/02/2019,268634.29,42.79,759.60,,01/01/2022
01/2022,200384,0034000045009,11/02/2019,51701.76,8.23,146.19,,01/01/2022
01/2022,080014,8927000045007,21/12/2015,5087670.82,1680.11,60934.14,,01/01/2022
01/2022,090020,8771000165007,06/10/2021,56430483.00,852.97,1855.45,,01/01/2022
01/2022,158336,9733003625001,24/10/2014,3699723.67,810.22,34912.43,,01/01/2022
01/2022,200054,7535004145006,10/02/2009,7684397.67,5404.31,414347.00,,01/01/2022
01/2022,170112,9123000345002,18/11/2014,46924.06,8.12,346.75,,01/01/2022
01/2022,080006,2419000395002,05/03/2020,2946122.06,299.00,3437.80,,01/01/2022
01/2022,120260,9701251085009,30/03/2016,658723.40,207.73,7198.62,,01/01/2022
01/2022,170098,4267000995008,20/07/2020,118180.30,9.58,89.02,,01/01/2022
01/2022,170098,4267001375003,27/05/2020,110805.19,9.88,100.34,,01/01/2022
01/2022,080008,4267001415005,11/09/2020,965000.00,70.63,595.81,,01/01/2022
01/2022,070023,9633000195000,23/11/2009,487484.62,322.07,23207.88,,01/01/2022
01/2022,070023,9545000055000,23/11/2009,391691.29,258.79,18647.41,,01/01/2022
01/2022,170173,8105004285000,14/05/2015,1022984.73,371.49,14797.30,,01/01/2022
01/2022,200384,0034000065000,11/02/2019,51701.76,8.23,146.19,,01/01/2022
01/2022,120090,9707002315000,05/05/2016,17436425.35,5404.89,184169.83,,01/01/2022
01/2022,080008,5407000135003,06/04/2020,360000.00,34.82,382.39,,01/01/2022
01/2022,255015,2175002525002,28/07/2015,385000.00,75.47,2914.77,,01/01/2022
01/2022,040001,9701224425007,10/06/2021,100621490.37,3289.15,13347.23,,01/01/2022
01/2022,200125,8045000125001,06/04/2020,616362.52,33.20,364.61,,01/01/2022
01/2022,255027,9679000085008,28/11/2015,83000.00,27.69,1014.66,,01/01/2022
01/2022,170053,2051001925003,02/09/2020,604999.00,45.10,386.92,,01/01/2022
01/2022,170098,5023000365005,25/09/2020,381739.67,27.15,222.86,,01/01/2022
01/2022,070021,8801005325008,21/12/2007,1362384.90,1042.75,86960.38,,01/01/2022
01/2022,170021,9701224595000,01/12/2014,326970.16,126.72,5382.84,,01/01/2022
01/2022,130081,9561000025006,09/11/2007,7958.79,3.42,287.55,,01/01/2022
01/2022,158334,9047001525005,28/12/2018,18724738.75,1730.77,31983.59,,01/01/2022
01/2022,158334,9047001705003,30/12/2015,133164.90,43.79,1582.06,,01/01/2022
01/2022,158334,9047001685002,28/12/2018,88521.69,14.69,271.50,,01/01/2022
01/2022,158334,9047001645000,28/12/2018,34391.97,5.71,105.48,,01/01/2022
01/2022,158334,9047001615004,28/12/2018,34391.94,5.71,105.48,,01/01/2022
01/2022,158334,9047001735000,28/12/2018,108314.64,17.98,332.21,,01/01/2022
01/2022,158334,9047001635005,28/12/2018,34391.97,5.71,105.48,,01/01/2022
01/2022,158334,9047001725004,28/12/2018,120036.72,19.92,368.16,,01/01/2022
01/2022,158334,9047001715009,28/12/2018,97731.57,16.22,299.75,,01/01/2022
01/2022,158334,9047001695008,28/12/2018,171990.45,28.54,527.50,,01/01/2022
01/2022,158334,9047001675007,28/12/2018,88521.69,14.69,271.50,,01/01/2022
01/2022,158334,9047001665001,28/12/2018,70673.37,11.73,216.76,,01/01/2022
01/2022,158334,9047001655006,28/12/2018,34391.97,5.71,105.48,,01/01/2022
01/2022,158334,9047001625000,28/12/2018,34391.97,5.71,105.48,,01/01/2022
01/2022,343007,3687000065005,06/02/2015,13129.60,4.96,205.23,,01/01/2022
01/2022,170067,2785003685009,11/06/2015,311008.65,62.18,2448.55,,01/01/2022
01/2022,200350,5403002895002,24/01/2019,3102211.84,502.42,9065.40,,01/01/2022
01/2022,153038,3849002015005,16/11/2021,18419202.55,92.43,142.32,,01/01/2022
01/2022,343007,3657000015006,12/11/2015,921734.87,309.74,11428.44,,01/01/2022
01/2022,400068,9047001545006,12/04/2018,399637.31,81.80,1854.64,,01/01/2022
01/2022,080016,9701224705000,01/02/2021,44299367.54,2299.08,14098.22,,01/01/2022
01/2022,154040,9701224765002,19/09/2015,514368.00,176.99,6684.33,,01/01/2022
01/2022,154040,9701065885009,19/09/2015,514539.00,177.05,6686.55,,01/01/2022
01/2022,255010,0907000045009,09/06/2015,487210.00,97.49,3842.10,,01/01/2022
01/2022,170162,7487000035008,28/10/2021,1315709.02,15.58,28.52,,01/01/2022
01/2022,153038,3849002095009,16/11/2021,43899995.12,220.27,339.19,,01/01/2022
01/2022,170083,3849003415007,25/02/2015,1760000.00,367.32,15093.66,,01/01/2022
01/2022,200350,4553001145007,18/01/2018,2456687.61,533.59,12820.62,,01/01/2022
01/2022,153038,3849002545004,16/11/2021,14733572.54,73.93,113.84,,01/01/2022
01/2022,153038,3849002025000,16/11/2021,355151506.06,1782.04,2744.07,,01/01/2022
01/2022,153038,3849001795007,16/11/2021,3251124.55,16.31,25.12,,01/01/2022
01/2022,153038,3849001755005,16/11/2021,1515767.68,7.60,11.71,,01/01/2022
01/2022,540996,9701014305005,21/08/2015,1064145.43,206.47,7894.73,,01/01/2022
01/2022,153038,3849001665006,17/11/2021,4489584.85,22.15,33.78,,01/01/2022
01/2022,153038,3849001455001,17/11/2021,10150841.83,50.09,76.38,,01/01/2022
01/2022,153038,3849002055007,16/11/2021,13419911.18,67.34,103.69,,01/01/2022
01/2022,070023,9511000035005,18/06/2004,259975.41,248.58,25865.96,,01/01/2022
01/2022,170271,9461001885002,22/04/2021,115498.62,4.62,22.38,,01/01/2022
01/2022,160163,0499000045009,14/04/2016,7780283.28,1356.69,46687.65,,01/01/2022
01/2022,170048,1619000175000,14/10/2015,165880.79,25.10,937.59,,01/01/2022
01/2022,201033,0007001085007,26/07/2017,54290.91,13.22,355.03,,01/01/2022
01/2022,158277,3859000085003,28/12/2016,1858402.59,284.29,8600.43,,01/01/2022
01/2022,170048,1761004715006,27/07/2020,410045.76,18.28,167.74,,01/01/2022
01/2022,200374,9067002405008,28/01/2021,7100000.00,372.71,2309.50,,01/01/2022
01/2022,158404,3363000165003,21/07/2017,9960705.34,1354.41,36495.63,,01/01/2022
01/2022,193009,3399000045009,13/09/2001,438554.46,270.22,32516.78,,01/01/2022
01/2022,255019,6001028375000,10/10/2015,28543257.00,9731.89,364258.39,,01/01/2022
01/2022,158405,3957000045001,21/07/2017,3329325.86,452.71,12198.52,,01/01/2022
01/2022,158092,3495000165008,15/12/2011,141247569.12,43162.17,2586658.27,,01/01/2022
01/2022,153038,3849002515008,16/11/2021,136064891.59,682.73,1051.30,,01/01/2022
01/2022,154215,0605001965009,19/08/2002,245884835.86,144574.28,16604069.55,,01/01/2022
01/2022,201033,0007001045005,26/07/2017,35259.78,8.58,230.57,,01/01/2022
01/2022,110001,9701225585008,03/10/2019,330476.33,41.12,574.86,,01/01/2022
01/2022,170151,6389000055003,30/03/2015,97231.48,35.96,1458.49,,01/01/2022
01/2022,154040,9701236285000,19/09/2015,595221.55,204.81,7735.04,,01/01/2022
01/2022,154040,9701236345003,19/09/2015,595221.55,204.81,7735.04,,01/01/2022
01/2022,154040,9701236375000,19/09/2015,1165543.45,401.05,15146.50,,01/01/2022
01/2022,154040,9701236415001,19/09/2015,1313516.04,451.96,17069.43,,01/01/2022
01/2022,154040,9701236435002,19/09/2015,1283362.29,441.59,16677.58,,01/01/2022
01/2022,170188,8531000945000,01/09/2015,60422.21,20.95,797.40,,01/01/2022
01/2022,120265,1389005825004,28/12/2013,10196041.34,4464.84,213995.52,,01/01/2022
01/2022,154040,9701236465009,19/09/2015,725895.56,249.77,9433.17,,01/01/2022
01/2022,255012,9081000145004,05/07/2019,83805.23,11.55,178.24,,01/01/2022
01/2022,080012,7749000305001,22/02/2019,50222.59,4.41,77.49,,01/01/2022
01/2022,080012,7749000315007,23/01/2018,83621.51,10.08,241.39,,01/01/2022
01/2022,080012,7749000295006,23/01/2018,82718.23,9.97,238.78,,01/01/2022
01/2022,080012,7749000245009,22/02/2019,1217826.08,191.97,3374.10,,01/01/2022
01/2022,154040,9701236365004,19/09/2015,593239.24,204.13,7709.28,,01/01/2022
01/2022,154040,9701236395000,19/09/2015,1313516.14,451.96,17069.43,,01/01/2022
01/2022,154040,9701236405006,19/09/2015,1313516.04,451.96,17069.43,,01/01/2022
01/2022,154040,9701236425007,19/09/2015,1313516.04,451.96,17069.43,,01/01/2022
01/2022,154040,9701236445008,19/09/2015,1281343.54,440.89,16651.34,,01/01/2022
01/2022,170151,6209000215006,30/09/2012,31698.19,16.02,885.33,,01/01/2022
01/2022,154040,9701236505000,19/09/2015,1237264.56,425.73,16078.53,,01/01/2022
01/2022,200117,7209000105001,30/10/2012,288880.31,80.61,4414.75,,01/01/2022
01/2022,070018,7107006495003,10/12/2021,3846901.66,9.29,11.10,,01/01/2022
01/2022,070023,9591000025008,20/06/2013,623131.44,290.59,14823.04,,01/01/2022
01/2022,154040,9701236585004,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236565003,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236575009,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236455003,19/09/2015,725895.56,249.77,9433.17,,01/01/2022
01/2022,170098,5367000085003,25/09/2020,356151.27,25.33,207.92,,01/01/2022
01/2022,154040,9701236475004,19/09/2015,589361.11,202.79,7658.88,,01/01/2022
01/2022,154040,9701236515006,19/09/2015,1228553.53,422.73,15965.33,,01/01/2022
01/2022,154040,9701236535007,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236555008,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236595000,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,170188,8809000245001,11/09/2015,300000.00,57.69,2186.14,,01/01/2022
01/2022,153038,3871000115009,22/11/2021,6323350.16,28.58,41.45,,01/01/2022
01/2022,154040,9701236485000,19/09/2015,1228553.53,422.73,15965.33,,01/01/2022
01/2022,154040,9701236495005,19/09/2015,1237264.56,425.73,16078.53,,01/01/2022
01/2022,154040,9701236525001,19/09/2015,1487260.16,511.75,19327.28,,01/01/2022
01/2022,154040,9701236605005,04/07/2018,759449.49,146.07,3116.12,,01/01/2022
01/2022,154040,9701236625006,04/07/2018,1550201.75,298.15,6360.68,,01/01/2022
01/2022,170098,4611000875002,30/06/2020,45421.93,2.13,20.44,,01/01/2022
01/2022,090023,9701343185000,28/03/2018,173599.61,35.92,823.12,,01/01/2022
01/2022,090023,9701343175004,28/03/2018,14413.05,2.98,68.34,,01/01/2022
01/2022,090023,9701343145008,28/03/2018,1380438.40,285.65,6545.37,,01/01/2022
01/2022,090023,9701156185000,28/03/2018,62414530.45,12915.10,295939.27,,01/01/2022
01/2022,786810,9063001835006,16/09/2020,101143.58,4.09,34.10,,01/01/2022
01/2022,201035,0113000265002,26/07/2021,404775.00,10.46,34.73,,01/01/2022
01/2022,170098,5401000925005,28/04/2020,248368.72,23.21,246.65,,01/01/2022
01/2022,170188,8845000605004,17/09/2015,418930.72,144.27,5453.46,,01/01/2022
01/2022,154040,9701236635001,04/07/2018,1550201.75,298.15,6360.68,,01/01/2022
01/2022,154040,9701236655002,04/07/2018,1555049.75,299.08,6380.57,,01/01/2022
01/2022,080025,9047001775001,30/08/2021,1060062.80,21.87,60.39,,01/01/2022
01/2022,170127,6001034175009,13/03/2015,34059.79,7.07,288.42,,01/01/2022
01/2022,154040,9701236665008,19/09/2015,1131649.14,389.38,14706.03,,01/01/2022
01/2022,154040,9701236705000,19/09/2015,1154985.16,397.41,15009.29,,01/01/2022
01/2022,154040,9701236715005,19/09/2015,1154985.16,397.41,15009.29,,01/01/2022
01/2022,200352,5697000245001,15/12/2020,3376611.43,111.04,766.71,,01/01/2022
01/2022,154040,9701236675003,19/09/2015,1131649.14,389.38,14706.03,,01/01/2022
01/2022,154040,9701236685009,19/09/2015,1131649.14,389.38,14706.03,,01/01/2022
01/2022,154215,0609000425003,02/12/2002,2821105.66,1634.17,184914.12,,01/01/2022
01/2022,170104,5637000105001,14/12/2021,136000.00,0.66,0.75,,01/01/2022
01/2022,200126,5647000125000,07/08/2017,184217.56,24.79,661.17,,01/01/2022
