REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC,MES
06/2022,201034,0034000365003,20/05/2022,180000.00,0.73,0.73,,01/06/2022
06/2022,170021,9701350555003,22/06/2022,189248.32,0.03,0.03,,01/06/2022
06/2022,170021,9701350575004,22/06/2022,189248.32,0.03,0.03,,01/06/2022
06/2022,170021,9701350595005,22/06/2022,190359.61,0.03,0.03,,01/06/2022
06/2022,170021,9701350615006,22/06/2022,190359.61,0.03,0.03,,01/06/2022
06/2022,170021,9701350635007,22/06/2022,190359.61,0.03,0.03,,01/06/2022
06/2022,170021,9701350655008,22/06/2022,190359.61,0.03,0.03,,01/06/2022
06/2022,080002,0241000275000,04/09/2020,554305.38,51.85,587.02,,01/06/2022
06/2022,786810,9063000145006,16/09/2020,2036.45,0.11,1.16,,01/06/2022
06/2022,120259,8371000125000,09/05/2022,2151932.07,6.39,7.78,,01/06/2022
06/2022,160065,9701028585005,28/12/2000,71393.82,80.66,10578.08,,01/06/2022
06/2022,785810,8849000135000,23/11/2013,436454.10,109.51,5760.09,,01/06/2022
06/2022,255017,2529000025004,27/05/2022,316870.44,0.48,0.49,,01/06/2022
06/2022,160065,9701006705008,28/12/2000,68100.96,76.94,10090.19,,01/06/2022
06/2022,160392,8841004715006,11/05/2017,4690081.86,559.06,17620.89,,01/06/2022
06/2022,789300,7563007375008,22/11/2013,101627.73,45.80,2409.84,,01/06/2022
06/2022,373048,2531003205005,11/10/2001,117183.53,127.54,16116.78,,01/06/2022
06/2022,160065,9701022855000,28/12/2000,76245.82,86.13,11296.97,,01/06/2022
06/2022,443033,2537000045006,09/10/2001,751919.37,455.88,57623.94,,01/06/2022
06/2022,170021,9701052425004,09/03/2015,155207.55,59.39,2657.66,,01/06/2022
06/2022,193100,0271000025005,03/03/2015,1076.45,0.18,8.23,,01/06/2022
06/2022,170021,9701040125000,31/03/2020,1152531.19,133.87,1865.96,,01/06/2022
06/2022,170062,2507000015008,09/07/2015,1232153.24,449.79,19214.44,,01/06/2022
06/2022,120259,8589000435004,09/05/2022,431607.43,2.30,2.80,,01/06/2022
06/2022,170021,9701030535001,04/08/2017,406988.10,104.17,3135.72,,01/06/2022
06/2022,193004,1719000025004,02/05/2019,631911.68,103.82,2024.81,,01/06/2022
06/2022,255004,0291000035005,18/05/2017,8942.67,2.39,75.03,,01/06/2022
06/2022,170021,9701051575002,27/10/2020,1145276.36,98.37,1026.97,,01/06/2022
06/2022,783602,2357000045008,05/11/2020,250000.00,11.78,121.20,,01/06/2022
06/2022,110404,9701049875002,15/03/2019,453495.65,77.65,1576.41,,01/06/2022
06/2022,200119,8815000755004,30/01/2013,235147.04,64.60,3717.97,,01/06/2022
06/2022,170036,1123000025004,02/05/2016,746542.46,240.47,9077.87,,01/06/2022
06/2022,158416,5705001965002,10/12/2018,10360494.24,1066.87,23349.87,,01/06/2022
06/2022,373031,0639000505009,09/08/2001,10312.68,11.31,1442.06,,01/06/2022
06/2022,255022,0035000065008,30/11/2015,68885.43,23.72,956.23,,01/06/2022
06/2022,160176,2559000025006,16/04/2013,3115474.33,836.93,47105.79,,01/06/2022
06/2022,170098,5371000085001,05/10/2020,439885.38,39.18,423.36,,01/06/2022
06/2022,762300,5801001145009,31/10/2019,63985.52,8.83,145.50,,01/06/2022
06/2022,110404,9701064595007,28/12/2007,251724.95,191.65,16971.27,,01/06/2022
06/2022,789000,7107002905002,09/02/2021,140000.00,9.91,86.10,,01/06/2022
06/2022,753000,5927000015004,13/04/2021,1948235.32,120.17,918.36,,01/06/2022
06/2022,752000,6001000295001,02/08/2017,1095965.06,280.83,8462.95,,01/06/2022
06/2022,110404,9701063135002,28/12/2007,179519.71,136.68,12103.20,,01/06/2022
06/2022,113801,2401003205007,01/07/2019,195172.42,30.38,562.10,,01/06/2022
06/2022,110404,9701063955000,28/12/2007,77053.25,58.66,5194.92,,01/06/2022
06/2022,154046,4921000165001,17/06/2016,141118.65,24.79,916.98,,01/06/2022
06/2022,255013,2897000015002,08/05/2019,10229.31,0.94,18.07,,01/06/2022
06/2022,170199,9221000145003,03/08/2021,1352950.15,198.29,198.29,,01/06/2022
06/2022,193003,1441000675006,30/05/2018,2134636.54,454.38,11413.68,,01/06/2022
06/2022,160488,6861000065000,16/11/2004,1837489.28,946.82,101783.31,,01/06/2022
06/2022,120260,9701076415009,30/03/2016,332980.30,108.83,4168.64,,01/06/2022
06/2022,153052,9373001305003,22/06/2021,27607737.35,793.27,5138.11,,01/06/2022
06/2022,080009,5865000435000,23/12/2015,555927.28,189.56,7570.09,,01/06/2022
06/2022,785340,8161000455000,29/11/2015,79873.99,27.52,1109.69,,01/06/2022
06/2022,785340,8161000405002,29/11/2015,100203.85,34.52,1392.13,,01/06/2022
06/2022,193114,0505000145001,23/10/2019,75418.13,10.50,174.33,,01/06/2022
06/2022,170211,0255001855000,30/03/2021,836045.79,53.26,419.40,,01/06/2022
06/2022,160219,8267000015005,08/06/2022,7851.80,0.01,0.01,,01/06/2022
06/2022,400081,8105001645006,04/04/2019,2385507.41,401.56,8018.90,,01/06/2022
06/2022,170053,2211000015007,05/09/2012,52650.00,27.09,1625.33,,01/06/2022
06/2022,170199,9249000045009,27/12/2012,144424.25,71.96,4181.81,,01/06/2022
06/2022,200356,6001016235003,01/06/2022,12000.00,0.01,0.01,,01/06/2022
06/2022,443033,1559000085003,20/08/2001,146879.02,89.64,11405.40,,01/06/2022
06/2022,170164,7731000035001,31/07/2020,8744019.94,383.08,4560.86,,01/06/2022
06/2022,060001,9701049335008,04/12/2014,388376.05,153.92,7131.93,,01/06/2022
06/2022,160065,9701048085008,01/12/2014,337105.08,133.75,6203.86,,01/06/2022
06/2022,170021,9701041605006,23/10/2020,1247307.57,107.85,1133.15,,01/06/2022
06/2022,170021,9701042105007,01/12/2014,280440.04,111.26,5161.03,,01/06/2022
06/2022,170021,9701037275005,25/05/2020,1183130.20,128.06,1667.46,,01/06/2022
06/2022,110404,9701036765009,04/08/2017,685372.45,175.42,5280.58,,01/06/2022
06/2022,110001,9701031875000,02/10/2019,408405.57,58.09,984.90,,01/06/2022
06/2022,170021,9701030245003,02/10/2019,244948.20,34.84,590.71,,01/06/2022
06/2022,170193,9047001995001,04/05/2015,245803.98,51.27,2246.75,,01/06/2022
06/2022,160140,9047000305001,09/12/2020,670125.00,29.75,289.21,,01/06/2022
06/2022,170192,9047001865000,10/11/2020,891032.45,41.62,424.81,,01/06/2022
06/2022,170067,2845000055001,10/06/2015,62938.55,23.23,1003.94,,01/06/2022
06/2022,158381,2785000515005,14/05/2018,15202007.03,1821.66,46244.31,,01/06/2022
06/2022,153103,1761000105009,19/10/2015,37620988.80,7340.45,301091.01,,01/06/2022
06/2022,120260,9701005405000,22/06/2022,3921189.12,0.34,0.34,,01/06/2022
06/2022,751500,5851000145001,30/11/2015,6321.89,1.21,48.87,,01/06/2022
06/2022,090006,1389000015004,20/08/2001,2590582.84,2838.94,361208.28,,01/06/2022
06/2022,255006,1537000405007,27/11/2017,79191.26,10.55,297.56,,01/06/2022
06/2022,170127,6001013775007,27/01/2015,2234410.13,483.49,21967.29,,01/06/2022
06/2022,784320,0921002715007,19/05/2005,35000.00,31.46,3284.97,,01/06/2022
06/2022,153045,1389008975007,31/12/2014,291000.00,63.60,2918.20,,01/06/2022
06/2022,153045,1389011945008,31/12/2014,2469970.78,539.82,24769.28,,01/06/2022
06/2022,153045,1389008425007,31/12/2014,2300.00,0.50,23.06,,01/06/2022
06/2022,153045,1389008395000,31/12/2014,3100.00,0.68,31.09,,01/06/2022
06/2022,153045,1389008435002,31/12/2014,56100.00,12.26,562.58,,01/06/2022
06/2022,153045,1389008415001,31/12/2014,45100.00,9.86,452.27,,01/06/2022
06/2022,153045,1389008405006,31/12/2014,2800.00,0.61,28.08,,01/06/2022
06/2022,153045,1389008385005,31/12/2014,11840.00,2.58,118.73,,01/06/2022
06/2022,153045,1389008375000,31/12/2014,253300.00,55.35,2540.13,,01/06/2022
06/2022,153045,1389008365004,31/12/2014,74200.00,16.22,744.09,,01/06/2022
06/2022,153045,1389008355009,31/12/2014,19800.00,4.33,198.56,,01/06/2022
06/2022,153045,1389008345003,31/12/2014,10700.00,2.34,107.30,,01/06/2022
06/2022,255002,2833000125006,16/01/2020,63997.58,8.13,123.41,,01/06/2022
06/2022,120260,9701075255008,30/03/2016,216984.75,70.92,2716.47,,01/06/2022
06/2022,160065,9701023065003,28/12/2000,76245.82,86.13,11296.97,,01/06/2022
06/2022,154043,5403000315009,27/10/2004,432048.15,223.32,24081.27,,01/06/2022
06/2022,170021,9701039735003,01/12/2014,232830.94,92.38,4284.87,,01/06/2022
06/2022,153063,0411003485006,30/12/2005,1429066.80,689.46,69416.94,,01/06/2022
06/2022,784000,0803000295006,23/03/2016,172104.34,56.43,2167.84,,01/06/2022
06/2022,160298,5819000125007,29/06/2015,304.51,0.12,4.79,,01/06/2022
06/2022,170098,5219000015009,10/01/2022,685184.53,8.58,26.80,,01/06/2022
06/2022,120260,9701092935003,30/03/2016,150142.10,49.08,1879.66,,01/06/2022
06/2022,120260,9701090005009,30/03/2016,223490.29,73.05,2797.92,,01/06/2022
06/2022,170127,6001034785001,25/03/2015,15325.47,5.83,259.29,,01/06/2022
06/2022,120260,9701089295007,30/03/2016,120116.31,39.26,1503.76,,01/06/2022
06/2022,120260,9701088345000,30/03/2016,204528.68,66.85,2560.53,,01/06/2022
06/2022,130074,8841003235000,23/11/2020,5372.92,0.44,4.40,,01/06/2022
06/2022,130074,8841000345000,23/11/2020,187281.89,15.36,153.42,,01/06/2022
06/2022,201033,0017000145003,19/06/2017,121586.99,31.93,985.53,,01/06/2022
06/2022,154040,9701016945001,22/05/2018,694145.98,148.56,3751.44,,01/06/2022
06/2022,443033,9323000015005,26/12/2000,12000.00,7.55,990.69,,01/06/2022
06/2022,154040,9701017935000,15/05/2018,904700.72,194.54,4935.10,,01/06/2022
06/2022,154040,9701020765004,19/09/2015,192434.99,38.01,1578.12,,01/06/2022
06/2022,154040,9701022385004,19/09/2015,183260.00,36.20,1502.88,,01/06/2022
06/2022,154040,9701024875009,19/09/2015,669096.33,237.31,9852.68,,01/06/2022
06/2022,154040,9701026005001,19/09/2015,660520.25,234.27,9726.39,,01/06/2022
06/2022,154040,9701026705003,19/09/2015,637960.40,226.27,9394.19,,01/06/2022
06/2022,154040,9701027645004,19/09/2015,629066.90,223.11,9263.23,,01/06/2022
06/2022,170036,1069000015000,24/12/2004,112944.23,103.88,11101.48,,01/06/2022
06/2022,154040,9701060335000,19/09/2015,549117.87,194.76,8085.95,,01/06/2022
06/2022,154040,9701061275001,11/05/2018,479834.30,103.46,2631.39,,01/06/2022
06/2022,160298,5893000015006,26/10/2015,177.36,0.03,1.41,,01/06/2022
