REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
06/2024,154039,0255009945008,18/01/2023,3487150.92,143.86,1305.38,123210107
06/2024,158148,0001002415001,28/11/2016,12483162.52,2761.28,128218.99,123210107
06/2024,154039,0255010715002,20/01/2023,89765.33,3.69,33.35,123210107
06/2024,170127,6001008985007,28/02/2015,15568.53,7.62,434.83,123210101
06/2024,120260,9433000025004,30/10/2021,1125296.77,86.62,1428.04,123210105
06/2024,787000,9701314055004,03/04/2019,581763.13,159.30,5124.46,123210101
06/2024,170083,3879000285007,17/05/2016,77570.46,32.99,1639.09,123210101
06/2024,158466,2327000715001,30/07/2001,518969.08,348.05,48646.41,123210109
06/2024,153038,3849001415000,23/11/2022,152464903.34,6975.12,69796.94,123210107
06/2024,170211,0255000465003,07/08/2023,2257220.17,56.71,324.85,123210126
06/2024,160065,9701023125006,28/12/2000,76399.86,94.36,13525.00,123210101
06/2024,170098,5019000065003,10/02/2022,141881.36,17.50,258.54,123210101
06/2024,130122,3535000015009,01/01/2000,70306.87,90.50,13518.14,123210102
06/2024,170151,6145000125007,28/03/2012,74520.50,47.92,3587.68,123210101
06/2024,154040,9701237615004,29/11/2022,3765673.49,306.08,3032.24,123210101
06/2024,787000,9701306115001,10/06/2019,70040.31,18.49,573.91,123210101
06/2024,160065,9373000375008,28/12/2000,29184.42,36.04,5166.49,123210101
06/2024,154040,9701061335004,28/11/2022,679552.52,55.33,549.09,123210101
06/2024,120260,9701329115008,24/06/2015,66825.66,31.58,1741.63,123210101
06/2024,170193,9195000035000,13/09/2017,136508.45,48.54,2019.89,123210102
06/2024,070027,9247000085004,16/12/2016,245000.00,96.67,4460.08,123210102
06/2024,373080,9565000055005,31/10/2023,245497.28,4.49,19.39,123210109
06/2024,160118,4647000085002,06/07/2000,161782.65,203.90,29819.78,123210101
06/2024,170062,2539000015006,09/07/2015,49190.14,23.14,1270.36,123210102
06/2024,173030,6001015935001,30/11/2004,377946.51,216.50,25860.69,123210126
06/2024,173030,6001017465002,31/12/2000,15000.00,10.31,1477.82,123210122
06/2024,154359,8869000535003,30/10/2023,590199.41,10.84,47.00,123210107
06/2024,120260,9701077375000,30/03/2016,131806.31,56.97,2875.99,123210101
06/2024,170021,9701032265001,31/03/2020,1174464.14,260.15,6794.97,123210101
06/2024,200350,4123007355006,29/12/2022,4253.69,0.33,3.08,123210102
06/2024,060001,9701048755003,03/12/2014,153674.94,77.12,4513.97,123210101
06/2024,373055,4589000225008,20/11/2023,35957.50,0.60,2.39,123210109
06/2024,257024,0283003775009,25/01/2019,5612.50,0.88,29.52,123210116
06/2024,787000,9701290355003,17/06/2019,54791.28,14.42,445.57,123210101
06/2024,255027,0183000025002,30/11/2015,355000.00,88.90,4667.22,123210116
06/2024,787000,9701308305002,27/02/2019,640268.03,178.55,5847.84,123210101
06/2024,160140,9099000025001,30/11/2020,14762899.38,1532.07,33786.40,123210105
06/2024,080025,9937000025009,30/08/2021,1003976.07,147.58,2583.26,123210102
06/2024,120260,9701085465005,23/12/2020,47734.98,8.73,189.32,123210101
06/2024,170021,9701044055007,01/12/2014,125302.97,62.92,3684.80,123210101
06/2024,120260,9701268025004,30/03/2016,1761358.50,761.28,38432.49,123210101
06/2024,120260,9701253345008,30/03/2016,864951.21,373.84,18873.06,123210101
06/2024,787000,9701312355000,28/03/2019,581763.13,159.80,5156.62,123210101
06/2024,160065,9701277465003,28/12/2000,214811.72,265.31,38027.94,123210101
06/2024,158423,5697000625009,29/11/2022,2052867.65,92.92,920.60,123210107
06/2024,160065,9701302925009,28/12/2000,136592.23,168.70,24180.81,123210101
06/2024,170048,1713000565000,06/09/2022,68078.57,6.36,71.88,123210101
06/2024,170127,6001030545006,23/02/2015,38784.92,19.01,1086.45,123210101
06/2024,170021,9701038735000,27/09/2017,693922.91,245.31,10152.33,123210101
06/2024,193104,1493000045005,22/03/2018,469.04,0.09,3.30,123210126
06/2024,080007,3363000175009,20/03/2023,1792730.00,117.04,943.13,123210102
06/2024,120265,3849003535002,26/09/2018,124741.94,738.68,738.68,123210106
06/2024,120260,9701079895001,30/03/2016,149432.72,64.58,3260.59,123210101
06/2024,255006,1369000065007,27/11/2017,390241.83,74.92,3024.41,123210116
06/2024,158267,8507001015004,20/11/2018,1593826.00,260.19,8951.16,123210107
06/2024,201032,0605000025002,22/05/2020,5040000.00,1078.63,27238.13,123210102
06/2024,193116,2477000025008,28/02/2019,57975.98,16.16,528.98,123210102
06/2024,158334,9047001725004,28/12/2018,120036.72,19.23,649.37,123210126
06/2024,160065,9701275425004,28/12/2000,144671.00,178.68,25610.99,123210101
06/2024,170062,2531010825005,28/02/2023,869235.00,26.33,220.98,123210104
06/2024,040001,9701002895007,21/07/2022,40934441.01,4100.01,49564.37,123210102
06/2024,255002,2883000025008,17/01/2020,68385.40,15.88,434.28,123210102
06/2024,513001,9701348485001,31/12/2020,19999.00,3.63,78.33,123210101
06/2024,153056,5865000275002,06/12/2022,10719333.00,479.21,4691.53,123210107
06/2024,170127,6001050575008,06/05/2015,295972.21,141.95,7944.89,123210101
06/2024,112408,9701244515001,19/12/2017,304996.49,104.18,4167.12,123210101
06/2024,170098,4111000265008,04/05/2020,62955.21,13.64,348.45,123210102
06/2024,154582,1837000095007,12/05/2023,26690047.19,856.87,6148.94,123210107
06/2024,170164,7699000145004,03/06/2024,507532.02,0.89,0.89,123210102
06/2024,120260,9701077285001,30/03/2016,131354.91,56.78,2866.14,123210101
06/2024,373053,3377000815008,21/11/2023,12518106.10,207.98,825.28,123210109
06/2024,200005,9701005045004,10/03/2022,32099998.62,3830.46,54792.91,123210102
06/2024,158269,8725000745000,19/12/2022,4734894.95,206.74,1979.20,123210107
06/2024,120260,9701075655006,30/03/2016,147339.93,63.68,3214.93,123210101
06/2024,373053,3377000835009,20/11/2023,100504.94,1.68,6.69,123210109
06/2024,060005,3849000955000,19/11/2001,502030.51,596.46,82252.53,123210102
06/2024,170067,2785005655000,02/02/2021,66235.51,6.54,137.12,123210124
06/2024,255010,0949000015008,09/06/2015,2295459.70,606.87,33621.56,123210116
06/2024,070004,0505000435000,07/12/2022,258717.84,20.73,202.61,123210102
06/2024,160065,9701280985004,28/12/2000,214811.71,265.31,38027.94,123210101
06/2024,400081,8047001155008,12/12/2023,479316.12,12.85,46.51,123210102
06/2024,170043,1389002865005,20/06/2018,187307.88,59.04,2181.50,123210102
06/2024,154040,9701240055006,29/11/2022,1787359.03,145.28,1439.24,123210101
06/2024,160298,5883001615000,15/10/2015,505.65,0.12,6.84,123210109
06/2024,373055,0640000045001,21/11/2023,647852.83,10.76,42.71,123210109
06/2024,200372,8841000335004,20/06/2024,295277.21,0.07,0.07,123210101
06/2024,154359,8951001265003,20/10/2020,892163.23,95.52,2171.81,123210107
06/2024,373053,3721000075004,22/11/2023,9677.87,0.16,0.63,123210109
06/2024,170151,7107000545009,05/05/2021,679705.99,111.38,2166.66,123210101
06/2024,160065,9701023775000,28/12/2000,78325.26,96.74,13865.86,123210101
06/2024,255006,1537000385006,27/11/2017,167353.52,32.13,1297.01,123210116
06/2024,380007,5705006085000,12/05/2015,168214.46,44.85,2505.71,123210124
06/2024,373015,0139000935001,12/12/2018,69549.69,20.16,686.38,123210101
06/2024,154040,9701248325002,24/11/2022,1746027.01,143.18,1430.35,123210101
06/2024,120260,9701342075006,22/12/2017,3253.16,1.11,44.34,123210101
06/2024,160065,9701280805006,28/12/2000,214811.71,265.31,38027.94,123210101
06/2024,170062,2531004155001,10/10/2020,657860.65,70.97,1625.28,123210107
06/2024,373046,1713000145000,26/10/2023,94222.82,1.76,7.75,123210109
06/2024,373080,9609000255000,27/11/2023,135951.18,2.19,8.48,123210109
06/2024,373050,2595000105006,24/11/2023,55225.32,0.90,3.54,123210109
06/2024,170109,9165000605000,16/05/2019,313000.00,83.76,2634.63,123210102
06/2024,160065,9701270185005,28/12/2000,150000.00,185.27,26554.38,123210101
06/2024,783702,2531001095008,13/10/2022,10568846.00,518.29,5540.27,123210116
06/2024,787000,9701315945003,17/04/2019,992839.30,269.86,8618.02,123210101
06/2024,160488,6271000145003,14/06/2007,152287.14,136.31,14179.00,123210101
06/2024,255006,1579000035000,24/11/2015,346716.52,86.99,4575.78,123210116
06/2024,742000,7107017575003,20/10/2008,343459.23,282.98,27105.15,123210101
06/2024,110096,3573001445000,18/08/2023,1927417.21,83.89,465.22,123210102
06/2024,170193,9007000805005,29/03/2024,200070.00,2.25,4.16,123210102
06/2024,784810,0485000015002,08/04/2005,30000.00,16.87,1979.34,123210112
06/2024,373044,1023000415000,23/11/2023,5262.32,0.09,0.34,123210109
06/2024,160065,9701271795001,28/12/2000,150000.00,185.27,26554.38,123210101
06/2024,154040,9701022155009,29/11/2022,152394.25,6.90,68.34,123210123
06/2024,120225,6887000325006,11/05/2022,80534659.83,8890.54,117991.07,123210101
06/2024,170199,9221002565000,19/06/2024,269327.73,0.08,0.08,123210102
06/2024,070013,3849009805001,28/05/2019,14757993.79,3924.06,122635.84,123210102
06/2024,158462,9967001675009,14/09/2022,1213839.23,62.35,696.62,123210115
06/2024,154040,9701016595000,28/11/2022,1021598.21,83.19,825.47,123210101
06/2024,240021,9707000965007,14/11/2020,14666355.20,2766.80,61753.61,123210101
06/2024,090008,2051004905003,20/12/2022,53083.40,2.31,22.11,123210122
06/2024,120260,9701092325000,30/03/2016,661320.61,285.83,14429.88,123210101
06/2024,154040,9701250255008,25/11/2022,2125300.28,173.98,1735.09,123210101
06/2024,200246,6165000225006,04/01/2018,87461.75,29.68,1179.00,123210101
06/2024,080003,0427003985005,11/04/2024,2624526.56,24.59,40.35,123210102
06/2024,373058,9041000455004,20/11/2023,1310424.00,21.87,87.17,123210109
06/2024,070005,0889000625003,25/05/2018,671398.07,214.13,8005.25,123210102
06/2024,170053,2051005045008,12/07/2022,2359358.91,239.38,2929.65,123210102
06/2024,160065,9701279255006,28/12/2000,161530.46,199.50,28595.60,123210101
06/2024,373048,2417000105008,25/10/2023,14487.35,0.27,1.20,123210109
06/2024,133088,5407000565008,24/11/2023,217635.76,3.56,13.96,123210109
06/2024,160065,9701281465004,28/12/2000,54625.55,67.47,9670.32,123210101
06/2024,154040,9701234905001,29/11/2022,1110307.56,90.25,894.06,123210101
06/2024,120260,9701269445007,13/11/2023,122498170.67,2113.86,8668.42,123210105
06/2024,158883,5647000185002,20/09/2017,16308781.89,3220.06,133636.96,123210107
06/2024,030001,9067004195000,27/12/2023,516148.30,7.09,23.89,123210124
06/2024,170021,9701029945005,26/07/2021,355873.55,54.11,978.65,123210102
06/2024,154045,9701292995000,30/11/2022,149816.01,6.77,66.95,123210124
06/2024,791540,5851001455004,14/02/2019,453885.03,127.42,4200.98,123210101
06/2024,173057,9701311965000,20/03/2003,5505675.88,6155.62,799009.99,123210102
06/2024,170127,6001006795006,28/02/2015,12439.01,6.08,347.42,123210101
06/2024,787000,9701322445002,27/05/2019,278469.28,74.08,2316.51,123210101
06/2024,200114,3833000035002,11/10/2022,207972.49,10.23,109.72,123210127
06/2024,153115,6001060855003,23/02/2024,10924373.66,177.90,429.91,123210102
06/2024,170127,6001033885002,23/02/2015,25138.93,12.31,704.19,123210101
06/2024,154040,9701026905002,29/11/2022,943360.25,76.67,759.62,123210101
06/2024,130025,2421000015007,20/05/2016,4068819.04,962.73,47784.42,123210115
06/2024,010001,9701155705000,21/10/2019,1191721.50,291.79,8409.31,123210101
06/2024,160065,9701042355003,02/07/2018,694756.98,217.78,8003.60,123210101
06/2024,170021,9701349275000,14/06/2022,191112.84,20.16,256.15,123210101
06/2024,373031,0639000115006,09/08/2001,12439.72,14.96,2088.77,123210101
06/2024,170173,8097000035005,19/12/2019,1690447.06,222.51,6193.73,123210118
06/2024,153164,8841000015000,11/10/2023,630922.82,12.56,58.38,123210114
06/2024,373046,1889000125006,27/10/2023,304776.05,5.67,24.87,123210109
06/2024,787000,9701292775000,18/06/2019,70040.31,18.41,568.95,123210101
06/2024,170048,1615000045006,08/12/2015,99311.57,44.54,2332.49,123210102
06/2024,160065,9701022895002,28/12/2000,217582.12,268.73,38518.38,123210101
06/2024,170098,5019000045002,20/04/2021,115239.49,10.65,209.94,123210106
06/2024,373057,5665000025003,01/11/2023,609690.47,11.10,47.76,123210109
06/2024,170127,5819000745005,07/08/2019,37646.94,9.62,289.41,123210101
06/2024,787000,9701321185007,20/05/2019,249990.06,66.76,2095.27,123210101
06/2024,110404,9701064295003,09/05/2024,382545.29,2.48,2.48,123210101
06/2024,154040,9701243015005,09/05/2018,835127.00,268.28,10100.96,123210101
06/2024,787000,9701286695008,14/06/2019,70040.31,18.45,571.43,123210101
06/2024,153037,2747000235000,24/09/2018,16684549.43,2800.12,98988.76,123210107
06/2024,742000,7107016255005,12/12/2012,199803.84,121.02,8538.49,123210101
06/2024,170098,5213000975003,13/08/2020,34019.79,6.87,164.07,123210101
06/2024,782311,3599000015005,18/03/2024,153583.29,1.09,2.22,123210112
06/2024,120260,9701257585003,30/03/2016,698584.87,301.93,15242.98,123210101
06/2024,787000,9701313305007,01/04/2019,578072.82,158.45,5102.59,123210101
06/2024,373055,4543000025000,20/11/2023,206774.50,3.46,13.76,123210109
06/2024,170083,3879000365000,27/05/2016,168258.43,71.31,3531.42,123210101
06/2024,160065,9701031615009,28/12/2007,208154.67,180.41,18173.60,123210101
06/2024,170607,9701005225002,08/12/2016,34523927.51,13662.73,632145.88,123210102
06/2024,154359,8951000985002,28/10/2020,276460.67,29.43,665.04,123210107
06/2024,173030,6001018235000,30/11/2004,377946.51,216.50,25860.69,123210126
06/2024,090017,7183000575000,01/01/2022,11879682.77,1534.00,23681.31,123210102
06/2024,783601,1303000045003,16/12/2021,22260.00,1.63,25.59,123210112
06/2024,170112,9107000215000,15/09/2015,43724.27,20.14,1082.85,123210101
06/2024,373044,1093000065000,27/11/2023,22899.86,0.37,1.43,123210109
06/2024,160065,9701282085000,28/12/2000,54625.55,67.47,9670.32,123210101
06/2024,781313,5023000025000,16/07/2018,171990.00,53.56,1956.07,123210101
06/2024,158199,2117000475000,20/09/2011,1531746.08,571.91,44628.98,123210126
06/2024,133088,4185000455005,24/11/2023,364449.29,5.97,23.38,123210109
06/2024,373047,2231000065009,20/11/2023,202793.40,3.39,13.49,123210109
06/2024,170021,9701341975003,16/02/2018,288758.10,96.18,3752.48,123210101
06/2024,110404,9701064055002,28/12/2007,72496.98,62.84,6329.58,123210101
06/2024,153164,8841000115004,10/10/2023,6624257.23,132.39,617.59,123210107
06/2024,786810,9063000115000,16/09/2020,565.68,0.06,1.45,123210112
06/2024,742000,7107007075008,02/08/2005,7000.00,3.88,446.72,123210122
06/2024,373055,2893000025005,20/11/2023,1727907.81,28.84,114.94,123210109
06/2024,160140,9051000645005,11/12/2020,79654.48,14.72,321.85,123210101
06/2024,120260,9701079105000,30/03/2016,149432.72,64.58,3260.59,123210101
06/2024,070025,9701005095001,26/12/2000,217446.55,119.39,17116.59,123210104
06/2024,080008,5155000045005,11/05/2023,1103000.00,63.75,458.49,123210102
06/2024,120260,9701082885003,30/03/2016,651273.98,281.49,14210.67,123210101
06/2024,154039,0255010735003,20/01/2023,160723.90,6.60,59.71,123210107
06/2024,120260,9701090515007,30/03/2016,610987.37,264.07,13331.62,123210101
06/2024,170083,3425000055007,01/01/2000,159999.93,205.96,30763.72,123210102
06/2024,170127,6001056975008,18/11/2019,8809000.00,1181.44,33496.27,123210124
06/2024,130094,0427003265002,05/03/2001,99330.24,121.72,17310.95,123210102
06/2024,170198,9301000095008,29/02/2016,336395.13,146.85,7486.92,123210102
06/2024,110680,9115000035002,09/10/2015,141802.82,36.10,1926.65,123210106
06/2024,373073,1034000025003,26/10/2023,1704043.54,31.87,140.20,123210109
06/2024,120260,9701260055001,30/03/2016,502998.34,217.40,10975.32,123210101
06/2024,779000,6001044885009,17/12/2020,493632.84,90.77,1976.15,123210102
06/2024,120260,9701092845004,30/03/2016,154727.45,66.87,3376.12,123210101
06/2024,160488,7121000055007,06/10/2004,761043.79,439.30,52877.79,123210105
06/2024,787000,9701293795004,18/06/2019,54791.28,14.40,445.08,123210101
06/2024,160065,9701297305001,28/12/2000,113501.60,140.18,20093.09,123210101
06/2024,010001,9701155345003,21/10/2019,1191656.92,291.78,8408.86,123210101
06/2024,173030,6001018085009,31/12/2000,15000.00,10.31,1477.82,123210122
06/2024,200050,7075000675008,22/09/2022,26973.99,1.36,15.10,123210124
06/2024,160065,9701273645007,28/12/2000,167485.51,206.86,29649.82,123210101
06/2024,010001,9701153705002,21/10/2019,1189159.74,291.17,8391.24,123210101
06/2024,160065,9701283845009,28/12/2000,78656.59,97.15,13924.51,123210101
06/2024,193125,8057000445000,18/08/2020,962.63,0.19,4.61,123210101
06/2024,170083,3907000015009,04/06/2012,60000.00,16.89,1245.13,123210104
06/2024,240021,9707000715000,02/06/2020,8840000.00,1045.82,26217.80,123210113
06/2024,255017,2305000015009,26/09/2022,624691.44,31.49,345.50,123210116
06/2024,170127,6001033775002,12/03/2015,7569.14,3.69,209.92,123210101
06/2024,153115,6001037685008,13/11/2023,1410091.47,24.33,99.78,123210107
06/2024,373073,9117000225002,27/10/2023,96231.00,1.79,7.85,123210109
06/2024,170021,9701040925007,22/04/2020,1478580.14,322.83,8313.66,123210101
06/2024,170021,9701155205007,15/09/2022,133997.92,6.88,76.67,123210124
06/2024,762300,5801001195006,17/01/2023,63985.52,4.75,43.17,123210101
06/2024,373050,2551000625008,22/11/2023,7643.36,0.13,0.50,123210109
06/2024,158334,9047001715009,28/12/2018,97731.57,15.66,528.71,123210126
06/2024,170199,9373001095009,30/09/2021,198170.63,28.24,479.81,123210101
06/2024,120260,9701091915009,30/03/2016,515634.25,222.87,11251.04,123210101
06/2024,170048,1765000065000,22/10/2015,809101.47,368.35,19578.57,123210102
06/2024,373053,3977000065007,22/11/2023,300707.45,4.98,19.65,123210109
06/2024,160392,8951000105002,28/05/2015,85940.00,1267.91,1267.91,123210105
06/2024,373072,8549000025001,31/10/2023,181609.16,3.33,14.35,123210109
06/2024,373058,9807000215004,21/11/2023,974432.62,16.19,64.24,123210109
06/2024,090014,5699000215001,30/08/2023,4105893.99,171.60,917.43,123210102
06/2024,373048,2309000045008,23/10/2023,267396.14,5.06,22.53,123210109
06/2024,154047,8791002525005,10/10/2022,1027893.99,50.66,544.01,123210107
06/2024,784320,0921002725002,19/05/2005,35000.00,35.14,4098.19,123210101
06/2024,786810,9067002855003,25/11/2021,1204368.90,90.18,1447.87,123210105
06/2024,080009,5865002335002,06/07/2016,7500000.00,3135.63,153179.46,123210102
06/2024,200398,2531011475008,01/11/2023,1306834.81,19.00,81.70,123210104
06/2024,154040,9701239095008,29/11/2022,48325.33,2.19,21.67,123210122
06/2024,373055,5423000065007,22/11/2023,451021.89,7.46,29.47,123210109
06/2024,120260,9701083785002,30/03/2016,704555.40,304.52,15373.26,123210101
06/2024,010001,9701155295006,21/10/2019,1191656.92,291.78,8408.86,123210101
06/2024,120260,9701090385006,30/03/2016,610987.37,264.07,13331.62,123210101
06/2024,255026,3187000075009,16/02/2022,469639.35,57.53,844.04,123210101
06/2024,158407,3913000055005,13/03/2018,18052376.96,3312.21,127856.36,123210107
06/2024,255013,4253000015003,08/05/2019,50524.78,7.57,238.88,123210116
06/2024,158266,8859000345002,08/11/2018,2539572.17,417.03,14430.16,123210107
06/2024,170021,9701045345009,03/11/2014,308823.24,156.30,9227.52,123210101
06/2024,170021,9701054365009,01/12/2014,532806.34,267.53,15668.29,123210101
06/2024,373053,3613000225009,23/11/2023,511415.54,8.41,33.11,123210109
06/2024,170053,1965000165007,20/02/2020,220259.39,50.05,1340.86,123210102
06/2024,120260,9701091285005,30/03/2016,551854.91,238.51,12041.36,123210101
06/2024,443033,5663000045008,04/12/2000,51732.51,35.68,5128.89,123210109
06/2024,154039,0255011185007,24/01/2023,3313267.40,135.09,1212.31,123210107
06/2024,120260,9701092145002,30/03/2016,518688.80,224.18,11317.68,123210101
06/2024,120260,9701266675001,30/03/2016,215838.57,93.28,4709.55,123210101
06/2024,170199,9373005435009,23/04/2020,40000.00,8.73,224.62,123210101
06/2024,153045,1515005975005,31/12/2014,45205.37,22.50,1306.66,123210101
06/2024,787000,9701305795009,10/06/2019,70040.31,18.49,573.91,123210101
06/2024,781310,5705000345000,24/05/2017,5960.38,1.23,53.65,123210112
06/2024,120259,8589001165000,09/05/2022,407386.59,45.09,599.92,123210101
