REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
08/2024,373044,1149000125002,24/11/2023,392539.55,8.64,41.46,123210109
08/2024,010001,9701155595000,21/10/2019,1191721.51,312.44,9028.69,123210101
08/2024,120259,8589001345009,09/05/2022,407386.59,50.32,698.69,123210101
08/2024,373040,0905000045002,25/04/2023,28073.80,1.11,9.16,123210109
08/2024,160065,9701289175005,28/12/2000,94891.06,121.98,17042.00,123210101
08/2024,200123,1761002105006,16/11/2019,893685.64,230.84,6573.93,123210102
08/2024,170040,1429000015007,23/12/2016,228584.57,95.06,4329.18,123210102
08/2024,170021,9701341435009,28/12/2017,355394.59,128.22,5073.91,123210101
08/2024,200247,9701243305003,27/11/2023,2508577.20,98.06,465.67,123210102
08/2024,170062,2397000015000,09/07/2015,49652.53,24.59,1331.25,123210102
08/2024,010001,9701155365004,21/10/2019,1191656.92,312.42,9028.20,123210101
08/2024,373062,5869000925000,27/10/2023,973324.92,23.70,124.32,123210109
08/2024,010001,9701158695005,21/10/2019,1161888.12,304.62,8802.67,123210101
08/2024,110404,9701062475004,15/05/2024,1514814.61,20.87,42.44,123210101
08/2024,170021,9701041835001,31/03/2020,1071736.43,255.12,6705.93,123210101
08/2024,373055,4715000045009,21/11/2023,40153.72,0.89,4.33,123210109
08/2024,090008,2051004625000,31/10/2022,53083.40,2.89,31.88,123210122
08/2024,110001,9701039825002,03/10/2019,411897.93,109.10,3184.19,123210101
08/2024,170021,9701046305000,30/09/2014,317125.60,170.37,9998.44,123210101
08/2024,762300,5801001325007,17/01/2023,38000.00,3.26,31.99,123210101
08/2024,255002,2757000025002,16/01/2020,155090.28,38.65,1062.69,123210102
08/2024,170127,6001012785009,26/06/2019,2149000.00,600.85,18497.02,123210101
08/2024,373040,0923000105003,05/05/2023,1132919.58,44.02,355.01,123210109
08/2024,170128,0427005235003,27/04/2018,34973.66,6.68,251.38,123210124
08/2024,154040,9701338155009,24/11/2022,994228.01,93.36,996.59,123210101
08/2024,160176,2531001375000,17/04/2013,29569628.08,10149.34,682548.48,123210105
08/2024,154040,9701234805007,29/11/2022,1110307.56,103.42,1095.78,123210101
08/2024,200062,8599000875001,30/01/2018,359867.48,71.31,2784.37,123210124
08/2024,373047,2125000175008,31/10/2023,695917.76,16.71,86.60,123210109
08/2024,154040,9701016845007,28/11/2022,1021598.21,95.31,1011.38,123210101
08/2024,742000,7107006875000,10/02/2021,7000.00,0.75,15.78,123210122
08/2024,080003,0443000115001,02/09/2022,548335.66,58.27,699.95,123210102
08/2024,170083,3413000235001,17/05/2024,19242.66,0.26,0.52,123210101
08/2024,170021,9701349955001,21/06/2022,189248.32,22.17,292.38,123210101
08/2024,154040,9701016215003,28/11/2022,1021598.21,95.31,1011.38,123210101
08/2024,133088,9591000065000,23/11/2023,30191.41,0.67,3.21,123210109
08/2024,200035,5343000445002,31/12/2018,4891355.00,1496.56,50342.43,123210102
08/2024,170109,9165000605000,16/05/2019,313000.00,89.43,2812.04,123210102
08/2024,373048,2617000045008,27/10/2023,56301.12,1.37,7.19,123210109
08/2024,160065,9701285225008,28/12/2000,87396.21,112.34,15695.96,123210101
08/2024,200090,2419000435004,20/02/2006,126322.40,127.01,13894.31,123210102
08/2024,170112,9107000195009,15/09/2015,52694.73,25.57,1355.89,123210101
08/2024,200008,9701272295002,14/11/2018,48500000.00,15178.53,522092.80,123210102
08/2024,373046,1885000275005,27/10/2023,70690.89,1.72,9.03,123210109
08/2024,170021,9701048245005,01/12/2014,91066.44,48.08,2773.74,123210101
08/2024,070002,0105000195003,13/12/2022,400000.00,36.43,377.71,123210102
08/2024,154040,9701249835004,25/11/2022,782100.56,73.32,781.53,123210101
08/2024,170043,1389000575000,05/11/2019,248344.12,64.55,1849.85,123210102
08/2024,787000,9701310445002,16/04/2019,318401.35,92.39,2950.00,123210101
08/2024,170021,9701038595003,01/12/2014,108544.51,57.31,3306.10,123210101
08/2024,158744,8953000315003,27/12/2022,9906076.70,490.89,4979.40,123210107
08/2024,120260,9701076215000,30/03/2016,259295.44,118.18,5892.94,123210101
08/2024,170151,7107000015000,30/08/2012,2347766.31,1527.37,108382.76,123210101
08/2024,170127,6001009285009,23/03/2015,29465.19,15.07,841.90,123210101
08/2024,010001,9701158885009,21/10/2019,1161888.13,304.62,8802.67,123210101
08/2024,153045,1389009655006,31/12/2014,505796.54,147.47,8435.79,123210107
08/2024,170127,6001035195003,26/03/2015,640962.08,327.45,18282.14,123210101
08/2024,114624,8367000125001,10/07/2023,315581.78,18.91,132.44,123210101
08/2024,120260,9701266465007,30/03/2016,129599.12,59.06,2945.36,123210101
08/2024,120261,0139000365000,22/06/2022,337765.08,22.00,289.89,123210117
08/2024,170098,4123000545004,13/05/2019,567945.30,90.51,2850.50,123210107
08/2024,110404,9701064265007,09/05/2024,329633.29,4.84,10.29,123210101
08/2024,170151,6445000015006,30/08/2014,16646.21,9.02,533.85,123210101
08/2024,170211,0255007795009,04/07/2024,93112.00,0.75,0.75,123210101
08/2024,120259,8589001105008,09/05/2022,407386.59,50.32,698.69,123210101
08/2024,110404,9701064775005,15/06/2024,909417.13,12.95,12.95,123210101
08/2024,113801,2431007105009,03/03/2023,1077717.14,85.30,774.54,123210101
08/2024,010001,9701323265008,21/10/2019,1330292.31,348.77,10078.53,123210101
08/2024,120260,9701075195005,30/03/2016,216984.75,98.89,4931.35,123210101
08/2024,020001,9701007435004,30/12/2021,93530438.30,7442.98,118936.98,123210120
08/2024,255002,2745000065000,16/01/2020,147299.12,36.71,1009.31,123210102
08/2024,070029,0663000045000,24/05/2022,453082.43,54.96,749.72,123210102
08/2024,787000,9701306255008,12/06/2019,70040.31,19.73,611.81,123210101
08/2024,783330,1965000105004,17/09/2019,78400.00,20.95,616.93,123210101
08/2024,255013,4367000055001,08/05/2019,50143.68,8.01,252.97,123210116
08/2024,154046,4921000345000,31/07/2024,482806.92,1.11,1.11,123210101
08/2024,201035,0139004205008,13/03/2024,1374559.64,31.83,96.54,123210102
08/2024,373044,0370000065005,24/11/2023,33895.79,0.75,3.58,123210109
08/2024,373085,9341000245009,22/11/2023,107984.37,2.40,11.57,123210109
08/2024,373057,5641000155007,31/10/2023,351684.13,8.44,43.76,123210109
08/2024,120260,9701088405003,30/03/2016,223490.29,101.86,5079.20,123210101
08/2024,120259,8589000945002,09/05/2022,2847166.09,195.87,2719.45,123210105
08/2024,170067,2785005065008,20/08/2018,47835.02,15.58,557.62,123210102
08/2024,170021,9701225485003,23/01/2015,364088.81,189.36,10761.94,123210101
08/2024,160065,9701298125007,28/12/2000,113501.60,145.89,20384.36,123210101
08/2024,153045,1527001285008,31/12/2014,381.77,0.11,6.37,123210107
08/2024,120260,9701255665000,30/03/2016,482989.21,220.13,10976.76,123210101
08/2024,170021,9701037145004,31/03/2020,1134546.82,270.08,7098.94,123210101
08/2024,787000,9701324755009,04/06/2019,272305.31,77.03,2398.60,123210101
08/2024,170193,9907000135007,18/06/2020,43776.80,9.91,247.76,123210101
08/2024,160065,9701028095008,28/12/2000,76245.82,98.01,13693.40,123210101
08/2024,373055,4715000165004,21/11/2023,13130.50,0.30,1.42,123210109
08/2024,154040,9701234945003,29/11/2022,248274.19,23.13,245.03,123210101
08/2024,120260,9701077595000,30/03/2016,131806.31,60.08,2995.53,123210101
08/2024,070015,5601000045008,06/05/2024,801978.00,12.12,26.37,123210102
08/2024,160065,9701297765002,28/12/2000,113501.60,145.89,20384.36,123210101
08/2024,373040,0857000095006,27/11/2023,199728.58,4.35,20.65,123210109
08/2024,373053,3553000025002,22/11/2023,12518106.10,277.72,1341.11,123210109
08/2024,240001,0427001895009,19/07/2000,322500.29,422.33,60110.12,123210102
08/2024,153031,7107008905004,20/09/2022,363834.55,37.68,441.78,123210101
08/2024,170029,0921001995006,06/05/2016,163572.65,73.65,3628.58,123210102
08/2024,100001,9701037715005,30/08/2022,1046174.85,111.63,1346.45,123210101
08/2024,343013,5375000015006,01/01/2001,343.07,0.44,61.56,123210101
08/2024,120260,9701042185000,25/10/2019,265397.87,69.42,2001.65,123210101
08/2024,113801,2551000505002,03/03/2023,2647425.32,209.55,1902.67,123210102
08/2024,120255,0703000185000,01/12/2014,98818143.16,52175.60,3009849.99,123210102
08/2024,154040,9701242475002,29/11/2022,1464934.06,136.46,1445.77,123210101
08/2024,170021,9701345275006,25/03/2020,115662.98,27.63,729.10,123210101
08/2024,254445,6001035775000,30/12/2023,411504322.60,6471.76,26368.67,123210120
08/2024,154055,0029000035007,18/02/2019,19054359.12,3169.28,104107.39,123210107
08/2024,373047,0504000045009,01/11/2023,3107.82,0.07,0.38,123210109
08/2024,120260,9701261315007,30/03/2016,395960.63,180.47,8998.89,123210101
08/2024,170127,6001005695008,12/07/2018,154000.00,51.06,1859.33,123210101
08/2024,170043,1385000115006,16/11/2020,520754.28,106.13,2395.90,123210102
08/2024,158631,8311000245001,18/10/2022,63670.96,3.52,39.73,123210107
08/2024,154034,6001018195009,20/10/2004,9973089.69,5988.01,702197.37,123210107
08/2024,373047,0488000025002,31/10/2023,15539.95,0.37,1.93,123210109
08/2024,193100,0281000055009,20/01/2015,15000.00,3.47,197.39,123210104
08/2024,373066,6113000115003,23/10/2023,231004.90,5.70,30.27,123210109
08/2024,373072,8525000185001,31/10/2023,39266.37,0.95,4.89,123210109
08/2024,120260,9701260195008,30/03/2016,502998.34,229.26,11431.51,123210101
08/2024,170083,3069000015001,01/01/2000,274604.51,204.82,29813.67,123210109
08/2024,130126,0597000035003,24/05/2001,14968.33,18.91,2597.62,123210101
08/2024,170127,6001009125001,28/02/2015,15265.24,7.86,442.01,123210101
08/2024,154043,5403002245008,28/12/2022,385740.00,19.08,193.26,123210107
08/2024,170083,3613000055006,01/04/2016,74952.12,15.17,756.09,123210104
08/2024,373044,1109000215002,27/11/2023,135758.92,2.96,14.04,123210109
08/2024,373073,9009000345000,23/10/2023,3645908.75,89.95,477.80,123210109
08/2024,160065,9701275225005,28/12/2000,144671.00,185.96,25982.24,123210101
08/2024,170021,9701030745006,22/05/2020,534155.58,123.02,3130.36,123210101
08/2024,120260,9701075405000,30/03/2016,216984.75,98.89,4931.35,123210101
08/2024,193099,9701014235007,02/09/2020,39627585.92,4744.15,112839.93,123210126
08/2024,070014,4163000085002,26/11/2013,109800.00,64.02,4075.42,123210101
08/2024,158459,8025000705003,23/05/2024,81621.84,0.87,0.87,123210104
08/2024,783330,2051000305001,18/09/2019,336000.00,49.98,1470.86,123210112
08/2024,090021,9151000965006,02/07/2024,5798964.00,38.43,50.14,123210102
08/2024,120260,9701089285001,30/03/2016,117678.75,53.63,2674.45,123210101
08/2024,170164,7535001495006,30/03/2021,57922.01,5.93,121.06,123210101
08/2024,787000,9701318515000,09/05/2019,166444.39,47.73,1506.21,123210101
08/2024,158461,8083000795000,06/09/2023,238719.79,6.83,41.39,123210107
08/2024,373058,9111000355004,21/11/2023,514078.62,11.45,55.47,123210109
08/2024,170083,3771000015008,17/09/2012,103000.00,37.16,2626.39,123210109
08/2024,158461,8083000985003,06/09/2023,49202.72,1.41,8.53,123210107
08/2024,154040,9701237575002,29/11/2022,2534459.55,236.09,2501.30,123210101
08/2024,154040,9701059865000,29/11/2022,966793.87,90.05,954.14,123210101
08/2024,170127,6001016095007,14/12/2016,116362.18,27.04,1235.21,123210124
08/2024,787000,9701306015007,10/06/2019,70040.31,19.75,613.09,123210101
08/2024,255005,3039000095003,05/12/2013,42201.00,24.55,1559.20,123210101
08/2024,010001,9701158335009,21/10/2019,1161888.12,304.62,8802.67,123210101
08/2024,153038,3849001605003,07/11/2022,551487.87,29.62,324.28,123210107
08/2024,373085,9691000065006,24/11/2023,771674.10,16.99,81.51,123210109
08/2024,160140,9047000315007,08/12/2020,10557343.57,1178.99,26197.72,123210105
08/2024,170135,6681000115000,28/04/2021,1183772.12,212.51,4239.00,123210102
08/2024,154046,4921000575005,31/07/2024,941330.57,2.17,2.17,123210101
08/2024,160065,9701281405001,28/12/2000,54625.55,70.22,9810.50,123210101
08/2024,373052,3183000105002,24/10/2023,88664.21,2.18,11.55,123210109
08/2024,133080,0619000385009,30/10/2023,498436.82,12.01,62.43,123210109
08/2024,160118,5343000055000,08/04/2009,1343530.79,1122.14,102071.03,123210101
08/2024,120260,9701081285002,30/03/2016,131043.03,59.73,2978.18,123210101
08/2024,170173,8027000685009,30/11/2015,333207.86,157.87,8180.22,123210102
08/2024,170021,9701039585001,30/10/2020,1068625.45,220.49,5038.09,123210101
08/2024,120260,9701081795000,30/03/2016,154727.45,70.52,3516.45,123210101
08/2024,787000,9701318555001,08/05/2019,166444.39,47.75,1507.76,123210101
08/2024,154040,9701246445000,29/11/2022,2742904.37,255.50,2707.02,123210101
08/2024,160065,9701036585000,14/12/2023,1400298.22,229.12,229.12,123210101
08/2024,120260,9701075175004,30/03/2016,216984.75,98.89,4931.35,123210101
08/2024,173030,6001015895000,31/12/2000,15000.00,10.73,1499.25,123210122
08/2024,120260,9701077015004,30/03/2016,131806.31,60.08,2995.53,123210101
08/2024,153080,2531002525006,07/07/2017,919214.28,355.43,15063.55,123210102
08/2024,112408,9701244475000,19/12/2017,304996.49,110.44,4386.59,123210101
08/2024,160065,9701278135007,28/12/2000,161530.46,207.64,29010.13,123210101
08/2024,154040,9701017465003,28/11/2022,1021598.21,95.31,1011.38,123210101
08/2024,160140,9165000045004,02/03/2015,3043829.97,872.07,49026.85,123210105
08/2024,120261,0283000125003,22/06/2022,2400374.93,156.38,2060.15,123210105
08/2024,160065,9701022865006,28/12/2000,76245.82,98.01,13693.40,123210101
08/2024,160065,9701267235005,28/12/2000,150000.00,192.82,26939.31,123210101
08/2024,170021,9701048705006,24/09/2014,233419.64,125.61,7383.73,123210101
08/2024,373051,2841000255008,27/10/2023,402868.32,9.81,51.46,123210109
08/2024,010001,9701158375000,21/10/2019,1161888.13,304.62,8802.67,123210101
08/2024,020001,9701156805008,22/09/2022,2363307.70,244.07,2853.49,123210101
08/2024,080020,9599000065005,29/03/2023,869236.08,65.43,566.73,123210101
08/2024,160065,9701276065001,28/12/2000,214812.00,276.12,38579.24,123210101
08/2024,120257,6001040185002,29/06/2012,113321.45,74.77,5380.41,123210101
08/2024,120260,9701082445003,30/03/2016,147778.80,67.35,3358.53,123210101
08/2024,154039,0255010475001,20/01/2023,5346930.93,254.32,2481.36,123210107
08/2024,133088,4089000425005,20/11/2023,502903.41,11.24,54.64,123210109
08/2024,113801,2431006975000,03/03/2023,815178.82,64.53,585.86,123210102
08/2024,153065,2051000775008,31/12/2012,396535.81,250.71,17292.98,123210102
08/2024,153045,1389013565008,12/12/2017,1719075.70,347.66,13848.37,123210107
08/2024,160219,8105001065000,08/06/2022,174221.83,20.74,277.96,123210101
08/2024,160065,9701277345008,28/12/2000,214811.72,276.12,38579.19,123210101
08/2024,170128,0427010915009,22/06/2023,2436431.77,152.57,1112.48,123210102
08/2024,160065,9701300825007,28/12/2000,71525.03,91.94,12845.56,123210101
08/2024,170164,7513000035000,14/03/2018,242747.86,47.24,1811.63,123210107
08/2024,787000,9701309145009,15/04/2019,318401.35,92.44,2953.01,123210101
08/2024,120260,9701089905000,30/03/2016,223490.29,101.86,5079.20,123210101
08/2024,373053,3411000245000,21/11/2023,12518106.10,278.76,1350.61,123210109
08/2024,170021,9701345375000,25/03/2020,115662.98,27.63,729.10,123210101
08/2024,120260,9701082115003,30/03/2016,147778.80,67.35,3358.53,123210101
08/2024,785342,8319000035002,29/11/2015,342165.73,162.17,8405.39,123210101
08/2024,153115,6001060095009,29/11/2023,1633214.76,35.28,166.42,123210107
08/2024,158718,0545001105002,06/06/2023,3233108.80,117.04,883.59,123210107
08/2024,090015,9131002775005,23/08/2016,1625726.90,705.61,33523.32,123210101
08/2024,170127,5879001275006,06/08/2018,5660.00,1.85,66.82,123210101
08/2024,120260,9701262495009,30/03/2016,502998.34,229.26,11431.51,123210101
08/2024,343006,6001014635004,09/04/2021,1362585.43,5032.36,5032.36,123210102
08/2024,154040,9701336735008,12/11/2021,11552016.58,965.27,16172.00,123210107
08/2024,154039,0255010845003,24/01/2023,1226427.04,57.93,561.45,123210107
08/2024,010001,9701156585008,21/10/2019,1237394.20,324.42,9374.72,123210101
08/2024,090027,9701032385007,17/10/2023,1808627.65,81.74,442.07,123210101
08/2024,160392,8801000845003,28/05/2015,9809.09,2.74,150.17,123210105
08/2024,154040,9701247925006,29/11/2022,914155.70,85.15,902.19,123210101
08/2024,373080,0079000165004,28/11/2023,160327.79,3.48,16.46,123210109
08/2024,787000,9701293875008,18/06/2019,54791.28,15.39,475.60,123210101
08/2024,255010,1287000155008,28/05/2015,14382.11,7.21,395.36,123210101
08/2024,154051,4333000025000,25/07/2024,213111.58,0.38,0.39,123210109
08/2024,170211,0283000645007,03/02/2014,11582.73,6.63,414.95,123210101
08/2024,170062,2531011545006,12/05/2022,196213.44,13.45,186.08,123210124
08/2024,120260,9701258285003,30/03/2016,502998.34,229.26,11431.51,123210101
08/2024,255026,3149000025009,25/04/2022,614589.11,77.20,1089.27,123210102
08/2024,090029,7107012445004,09/11/2022,1793243.73,96.01,1048.09,123210124
08/2024,373053,3571000025000,23/11/2023,63391.00,1.40,6.74,123210109
08/2024,170021,9701353185002,12/07/2022,189248.32,21.58,277.27,123210101
08/2024,170188,8935000265008,06/11/2015,8700000.00,2312.94,120741.18,123210116
08/2024,255027,9621000085006,28/11/2015,1259000.00,332.42,17234.91,123210116
08/2024,170021,9701331735000,13/04/2015,40724.11,20.70,1149.47,123210102
08/2024,133088,9309000045006,21/11/2023,3972238.03,88.45,428.57,123210109
08/2024,160065,9373000655000,28/12/2000,100163.85,71.71,10018.36,123210109
08/2024,170164,7735000395000,03/07/2024,6872845.20,19.79,25.54,123210120
08/2024,160065,9373000295004,28/12/2000,27276.23,35.06,4898.68,123210101
08/2024,160065,9701295915007,28/12/2000,128887.02,165.67,23147.51,123210101
08/2024,154040,9701355745005,21/10/2022,96371.37,9.54,107.04,123210101
08/2024,787000,9701003095004,04/04/2019,1203621.20,351.41,11288.29,123210101
08/2024,373072,8845001255007,20/11/2023,225013.28,5.03,24.45,123210109
08/2024,170021,9701226685006,09/03/2015,419848.99,215.55,12093.79,123210101
08/2024,787000,9701316615007,18/04/2019,173461.62,50.29,1603.86,123210101
08/2024,160219,7571000175004,07/06/2022,712777.61,47.33,634.88,123210105
08/2024,120260,9701078315001,30/03/2016,132913.43,60.58,3020.69,123210101
08/2024,110592,4445001015009,15/02/2024,986917.08,26.82,92.93,123210102
08/2024,133088,5407000525006,24/11/2023,240674.61,5.30,25.42,123210109
08/2024,120260,9701087905002,30/03/2016,118151.24,53.85,2685.19,123210101
08/2024,158296,0925000065008,03/07/2018,8098456.35,1501.49,54891.85,123210107
08/2024,110404,9701043515004,15/06/2024,1218168.57,17.35,17.35,123210101
08/2024,373073,9109000435006,01/11/2023,1774245.35,42.45,219.34,123210109
08/2024,160065,9701303105005,28/12/2000,235667.21,302.93,42324.74,123210101
08/2024,373073,9897000165002,01/11/2023,946685.08,22.65,117.03,123210109
08/2024,255020,1603000455006,28/06/2017,50687.44,19.67,836.37,123210101
08/2024,110001,9701034385004,03/10/2019,431779.19,114.36,3337.88,123210101
08/2024,170127,6001017105006,31/08/2015,629558.67,306.81,16347.98,123210102
08/2024,173030,6001017925003,31/12/2000,15000.00,10.73,1499.25,123210122
08/2024,789311,6509000025001,08/04/2005,250000.00,146.58,16787.05,123210112
08/2024,154040,9701026105006,29/11/2022,1397116.30,130.14,1378.84,123210101
08/2024,154359,8629000455008,28/09/2023,1296216.88,34.67,198.09,123210107
08/2024,160065,9701298405000,28/12/2000,113501.60,145.89,20384.36,123210101
08/2024,080009,6001012645002,11/06/2023,622000.00,17.76,132.67,123210104
08/2024,160219,7735000075006,07/06/2022,404185.21,48.18,646.43,123210101
08/2024,393031,4309000055004,11/08/2020,1106504.30,134.49,3246.52,123210127
08/2024,290002,1219002315008,18/12/2015,2763564.11,1301.94,67083.37,123210102
08/2024,153045,1515005805002,31/12/2014,43619.19,22.83,1306.28,123210101
08/2024,158433,9425000285005,30/11/2020,16994397.88,1909.12,42667.94,123210107
08/2024,170127,6001030215006,22/11/2017,29463.48,10.79,433.16,123210101
08/2024,160036,3781000025000,30/06/2012,150254.37,55.20,3971.23,123210105
08/2024,160065,9701270405005,28/12/2000,150000.00,192.82,26939.31,123210101
08/2024,170098,5413000315006,06/07/2020,55772.16,12.48,308.29,123210101
08/2024,200372,8845001315000,12/12/2019,391006.50,99.48,2791.40,123210101
08/2024,255006,1351000035008,07/12/2015,474690.43,124.98,6461.70,123210116
08/2024,380007,5705006265009,12/05/2015,165091.25,46.32,2551.41,123210124
08/2024,160176,1639000105006,16/03/2018,2903673.42,564.60,21633.48,123210110
08/2024,160065,9701024085008,28/12/2000,76245.82,98.01,13693.40,123210101
08/2024,170193,9009000145001,09/07/2012,630793.27,231.26,16604.46,123210116
08/2024,170021,9701037375000,11/02/2015,124223.17,64.26,3632.19,123210101
08/2024,255006,1321000115000,14/11/2017,4147.81,0.85,34.18,123210106
08/2024,153165,2573000095000,02/01/2012,2350922.09,898.76,67269.22,123210107
08/2024,120257,4111000095005,20/11/2018,691294.71,215.73,7399.53,123210101
08/2024,153052,9289000195000,30/11/2016,8656.46,2.03,92.81,123210109
08/2024,373044,1023000475003,23/11/2023,43171.40,0.95,4.59,123210109
08/2024,160065,9701050445008,03/07/2018,105823.59,35.23,1287.95,123210101
08/2024,153045,1389009915008,31/12/2014,30961.11,9.03,516.38,123210107
08/2024,170151,6271000245008,02/01/2012,196853.98,60.05,4495.20,123210120
08/2024,154040,9701025395000,29/11/2022,1397030.37,130.13,1378.75,123210101
08/2024,153045,1389011745009,31/12/2014,1008879.34,294.16,16826.33,123210107
08/2024,170070,3207000015004,29/09/2014,446550.51,239.96,14086.76,123210102
08/2024,160488,6861000065000,16/11/2004,1837489.28,1099.15,128415.00,123210105
08/2024,158461,8083000875003,06/09/2023,256540.11,7.32,44.47,123210107
08/2024,153045,1247000115007,31/12/2014,170330.03,49.66,2840.80,123210107
08/2024,120260,9701078885002,30/03/2016,149432.72,68.11,3396.12,123210101
08/2024,170112,9997000075000,08/12/2015,133280.05,35.08,1813.13,123210127
08/2024,762300,5801000725001,17/01/2023,38000.00,3.26,31.99,123210101
08/2024,158372,1823000395000,12/05/2023,5485073.63,209.94,1669.45,123210107
08/2024,160118,4733000305009,24/06/2000,237785.78,312.28,44572.29,123210101
08/2024,100001,9701061615007,10/10/2019,1548796.86,408.59,11879.76,123210101
08/2024,170127,6001005905002,17/03/2015,9373.27,4.80,268.75,123210101
08/2024,120259,7497000025000,09/05/2022,9729880.64,669.38,9293.42,123210105
08/2024,160065,9701294715004,28/12/2000,113501.60,145.89,20384.36,123210101
08/2024,170083,3669000645003,07/06/2019,185948.66,52.52,1632.80,123210102
08/2024,170127,5879001435003,23/05/2024,43616.10,0.55,1.05,123210101
08/2024,090014,5623000295005,30/08/2023,3926820.40,205.55,1270.39,123210102
08/2024,153045,1527001685006,28/11/2019,4395837.11,627.98,17762.16,123210107
08/2024,201035,0647000045009,03/08/2023,77144.00,4.34,28.76,123210102
08/2024,200109,9701230405004,11/12/2020,55210852.10,11046.39,244921.94,123210102
08/2024,200386,0471001935008,03/03/2023,436071.12,34.52,313.40,123210102
08/2024,120257,6001028815000,21/03/2023,232517868.69,9902.39,87040.68,123210105
08/2024,373048,2517000315009,26/10/2023,459764.98,11.23,59.10,123210109
08/2024,373053,3255000075007,21/11/2023,12518106.10,278.76,1350.61,123210109
08/2024,110096,3105000615009,30/05/2022,14300.00,0.96,12.99,123210122
08/2024,170067,2785004935009,20/08/2018,62359.85,20.32,726.94,123210102
08/2024,080025,9779000215005,30/08/2021,190162.93,30.63,549.67,123210102
08/2024,200354,9051000145002,26/09/2022,6009000.00,617.02,7173.73,123210102
08/2024,110680,0221000225008,10/02/2020,7521902.45,1028.39,27860.50,123210106
08/2024,120260,9701252505001,30/03/2016,537904.29,245.16,12224.80,123210101
08/2024,130023,1787001515000,17/01/2014,7051.20,2.25,141.92,123210108
08/2024,373073,9151001415000,31/10/2023,389930.76,9.36,48.52,123210109
08/2024,170048,1619000025008,01/12/2015,205672.11,54.25,2810.24,123210120
08/2024,170164,7859000055009,22/05/2017,24917.49,9.80,422.84,123210102
