REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
07/2024,153167,6001057335002,28/12/2022,12150216.19,569.85,5486.44,123210107
07/2024,170164,7563008485001,23/02/2022,285945.84,37.19,542.81,123210102
07/2024,153045,1389011955003,31/12/2014,2930847.96,846.99,48026.84,123210107
07/2024,154039,0225000445000,04/04/2023,197597.57,7.68,61.92,123210107
07/2024,110404,9701064155007,09/05/2024,329633.29,2.97,5.45,123210101
07/2024,170021,9701346285005,07/04/2020,114917.63,26.71,685.59,123210101
07/2024,200045,6001046265008,28/12/2021,5854196.16,451.78,7008.16,123210124
07/2024,050001,9701158125004,06/02/2024,1466318.88,35.05,109.10,123210102
07/2024,787000,9701049545002,20/02/2019,552765.40,162.37,5247.32,123210101
07/2024,170021,9701032655004,14/12/2023,328438.14,10.49,41.73,123210101
07/2024,373062,5911000125008,27/10/2023,129060.00,2.81,13.34,123210109
07/2024,193028,0255009205004,01/04/2019,94269.16,27.12,859.23,123210101
07/2024,742000,7107014675007,24/10/2016,660670.79,277.60,12772.27,123210101
07/2024,742030,7243000645006,24/10/2013,289942.52,169.15,10772.69,123210101
07/2024,133088,9359000365007,22/11/2023,1653055.17,32.42,140.42,123210109
07/2024,120259,8589001505006,09/05/2022,354180.15,42.12,563.69,123210101
07/2024,170053,1981000885001,17/03/2023,21548.16,1.56,13.04,123210101
07/2024,170164,7667001875008,05/10/2021,2693355.67,406.91,6863.29,123210102
07/2024,255010,0753000025009,05/05/2015,2295459.70,639.57,34976.14,123210116
07/2024,160065,9701270085000,28/12/2000,150000.00,192.11,26746.49,123210101
07/2024,080007,3957000245000,10/02/2023,2270307.66,176.32,1572.53,123210102
07/2024,255010,0803003095008,19/06/2015,56128.98,15.43,832.59,123210116
07/2024,153045,1389009035008,31/12/2014,9959.25,2.88,163.20,123210107
07/2024,170164,7501000035007,16/11/2015,220865.33,46.26,2384.31,123210104
07/2024,154040,9701059755000,29/11/2022,966793.87,85.60,864.09,123210101
07/2024,160065,9701006015001,28/12/2000,6139910.57,7863.92,1094807.24,123210102
07/2024,170151,6623000035009,29/06/2020,69016.90,15.18,369.52,123210101
07/2024,373053,3949000445009,23/11/2023,589139.60,11.51,49.65,123210109
07/2024,170127,5819000315000,22/11/2017,194766.37,70.41,2792.06,123210102
07/2024,010001,9701153485002,21/10/2019,1189159.74,306.28,8697.52,123210101
07/2024,070025,9701246715008,27/05/2005,218202.28,227.13,25718.16,123210102
07/2024,070020,8083000235004,15/06/2023,498104.79,16.38,113.10,123210124
07/2024,158523,9361002605007,30/11/2020,14863130.81,1631.46,35647.25,123210107
07/2024,787000,9701323555006,27/05/2019,249990.06,69.86,2149.46,123210101
07/2024,160065,9701023145007,28/12/2000,71393.82,91.44,12730.23,123210101
07/2024,154358,7535006905008,30/11/2023,5055717.16,95.81,402.64,123210107
07/2024,373085,0167000215004,20/11/2023,693724.40,13.72,59.87,123210109
07/2024,787000,9701308705000,08/03/2019,640268.03,186.55,5980.53,123210101
07/2024,373066,6131000155003,23/10/2023,47990.40,1.07,5.11,123210109
07/2024,158379,8379000525003,09/03/2022,581983.48,41.49,596.05,123210107
07/2024,787000,9701292775000,18/06/2019,70040.31,19.35,588.30,123210101
07/2024,255004,0219000015001,01/07/2017,172303.23,65.98,2769.81,123210102
07/2024,373062,5843000285007,27/10/2023,95649.57,2.08,9.89,123210109
07/2024,154040,9701236105002,29/11/2022,971019.03,85.96,867.86,123210101
07/2024,373044,1219003575003,24/11/2023,6171.49,0.12,0.52,123210109
07/2024,170180,8531000495005,27/02/2019,3393120.00,993.17,31983.97,123210102
07/2024,170098,4123012395002,13/06/2024,448193.90,2.17,2.48,123210101
07/2024,158279,2225000025002,31/10/2022,16061548.13,830.56,8772.91,123210107
07/2024,255004,0241000255009,20/06/2016,221111.65,97.06,4662.72,123210102
07/2024,160065,9701271175003,28/12/2000,150000.00,192.11,26746.49,123210101
07/2024,160065,9701304005004,28/12/2000,113501.60,145.38,20238.47,123210101
07/2024,513001,9701347905007,31/12/2020,99618.79,10.68,227.99,123210106
07/2024,193003,1555000145003,03/03/2023,4306921.75,321.01,2754.42,123210102
07/2024,193003,1541000025008,03/03/2023,167340.49,12.47,107.02,123210101
07/2024,200044,6001042645000,31/10/2016,27722107.70,11619.46,533289.96,123210102
07/2024,153045,1389007465005,31/12/2014,829745.43,239.79,13596.77,123210107
07/2024,200008,8841003275002,07/11/2018,188055.20,32.40,1101.99,123210124
07/2024,110404,9701038965005,08/08/2023,527544.14,26.91,162.40,123210101
07/2024,373044,0268000085008,23/11/2023,49708.00,0.97,4.19,123210109
07/2024,154040,9701026205000,28/11/2022,930001.08,82.47,833.93,123210101
07/2024,170021,9701045875008,26/09/2014,308716.22,164.61,9588.77,123210101
07/2024,787000,9701293895009,18/06/2019,54791.28,15.13,460.21,123210101
07/2024,133088,9361002875004,14/05/2024,1016394.71,5.27,8.27,123210109
07/2024,158516,8105004265000,04/01/2017,71587619.46,16324.32,732120.87,123210107
07/2024,255017,2417000015009,27/05/2022,93091.62,6.02,78.90,123210116
07/2024,120225,7107007675005,01/06/2022,6215397.71,399.75,5202.07,123210105
07/2024,120257,6001035685000,22/02/2022,297642016.61,315376.15,315376.15,123210105
07/2024,373053,3811000305009,22/11/2023,165503.57,3.25,14.06,123210109
07/2024,200370,8097000255005,17/10/2022,281817.80,26.75,288.64,123210101
07/2024,090029,7107014875006,18/11/2022,3387197.01,305.43,3137.53,123210102
07/2024,513001,6001060575000,31/12/2020,158195.10,30.45,650.09,123210101
07/2024,373085,9719000045009,22/11/2023,154842.11,3.03,13.15,123210109
07/2024,154040,9701235185002,29/11/2022,248274.19,21.98,221.90,123210101
07/2024,160298,5883001685008,22/10/2015,316.68,0.15,7.81,123210101
07/2024,170127,6001007465000,18/03/2015,9373.27,4.76,263.80,123210101
07/2024,373048,2293000045008,27/10/2023,10460.03,0.23,1.08,123210109
07/2024,160065,9701278235001,28/12/2000,161530.46,206.89,28802.49,123210101
07/2024,153063,0427003315000,16/06/2022,189601776.64,11958.73,152728.58,123210107
07/2024,170164,7425000175004,19/08/2021,70828.74,11.20,197.34,123210102
07/2024,160065,9701018045008,28/12/2000,76245.82,97.65,13595.39,123210101
07/2024,170021,9701227125004,09/03/2015,187383.37,95.34,5301.39,123210101
07/2024,742000,7107014615004,24/10/2016,660670.79,277.60,12772.27,123210101
07/2024,120257,6001039945007,29/06/2012,113321.45,74.25,5305.64,123210101
07/2024,153115,6001058445006,09/11/2023,8625379.85,178.48,810.26,123210107
07/2024,255010,0929000045000,07/05/2015,39285.00,10.94,597.88,123210116
07/2024,110404,9701042935000,22/05/2020,707375.52,159.65,3982.58,123210101
07/2024,762400,6001001455002,11/07/2016,1258860.78,305.55,14575.31,123210107
07/2024,160488,6271000185005,14/06/2007,3946866.08,2043.10,206699.47,123210105
07/2024,170021,9701035975000,05/12/2022,230496.33,20.20,201.98,123210101
07/2024,170151,6291057665000,19/06/2024,125801.43,0.28,0.30,123210120
07/2024,154050,3105000705008,19/12/2023,649501.15,11.28,43.98,123210114
07/2024,201035,0107002165000,27/09/2023,1898500.00,46.06,240.92,123210107
07/2024,170151,6189000025004,28/04/2020,20937481.58,2133.43,54046.42,123210104
07/2024,787000,9701289035009,17/06/2019,70040.31,19.35,588.92,123210101
07/2024,373073,9119000135000,30/10/2023,168494.10,3.63,17.05,123210109
07/2024,120260,9701090385006,30/03/2016,610987.37,275.65,13607.27,123210101
07/2024,154040,9701018075004,28/11/2022,1286229.05,114.07,1153.36,123210101
07/2024,110404,9701063505004,15/05/2024,752039.52,3.01,10.71,123210101
07/2024,200062,8599000875001,30/01/2018,359867.48,70.40,2713.06,123210124
07/2024,373072,8525000165000,31/10/2023,4845.00,0.11,0.49,123210109
07/2024,373080,9285000065006,28/11/2023,221528.69,4.23,17.93,123210109
07/2024,540019,9701014305005,21/08/2015,1064145.43,286.97,15193.36,123210107
07/2024,154039,0255011505001,26/01/2023,167067.94,7.44,68.10,123210107
07/2024,513001,9701347515004,31/12/2020,411984.29,44.17,942.87,123210106
07/2024,120260,9701253785008,30/03/2016,864951.21,390.23,19263.29,123210101
07/2024,170211,0283000675003,03/02/2014,21927.58,773.00,773.00,123210101
07/2024,787000,9701044445000,16/04/2019,263325.03,2363.31,2363.31,123210101
07/2024,070012,3157000305002,03/07/2023,591000.00,33.32,220.37,123210102
07/2024,373044,1221000515001,24/11/2023,9956.35,0.19,0.83,123210109
07/2024,120260,9701088515003,30/03/2016,223490.29,100.83,4977.34,123210101
07/2024,170211,0255007795009,05/07/2016,78145.46,34.13,1631.26,123210101
07/2024,170195,9221002635008,19/03/2021,558156.29,100.95,2028.29,123210102
07/2024,373046,1713000325009,26/10/2023,243592.09,5.32,25.36,123210109
07/2024,787000,9701003975004,06/06/2019,70040.31,19.47,595.87,123210101
07/2024,160140,9073001385008,12/02/2010,65448.72,51.34,4387.60,123210101
07/2024,158150,0609000695000,31/08/2017,5169620.42,1076.38,44124.52,123210107
07/2024,154040,9701016665009,28/11/2022,1021598.21,90.60,916.07,123210101
07/2024,791500,5839005515002,19/09/2018,181398.49,57.44,1999.11,123210101
07/2024,791500,5839006935005,19/09/2018,171628.51,54.35,1891.44,123210101
07/2024,373048,2573000255007,27/10/2023,206778.92,4.50,21.38,123210109
07/2024,170112,9051012425005,21/01/2022,41350.83,5.58,84.43,123210101
07/2024,200116,5925000065005,18/06/2018,255159.94,46.97,1704.99,123210127
07/2024,158268,8675001115000,22/03/2022,409031.77,28.72,406.56,123210107
07/2024,170021,9701029575003,09/07/2014,51012.63,15.48,921.61,123210124
07/2024,160065,9701301765008,28/12/2000,214811.71,275.13,38303.07,123210101
07/2024,170199,9571000285005,24/08/2023,884816.97,23.96,138.44,123210127
07/2024,154045,9067001385003,30/11/2022,445174814.77,21912.68,220861.38,123210107
07/2024,170127,5819000505004,23/01/2015,38187.27,19.69,1108.90,123210101
07/2024,153052,9373005655009,05/08/2021,930784.32,83.03,1482.02,123210107
07/2024,170151,6323000055000,30/06/2014,99088.02,24.06,1435.63,123210104
07/2024,152662,8107000045001,04/04/2022,4887965.77,337.90,4713.01,123210107
07/2024,373051,2869000115001,27/10/2023,142709.73,3.10,14.75,123210109
07/2024,170151,6707000115007,28/08/2011,12405.93,8.69,664.14,123210101
07/2024,160065,9701273025009,28/12/2000,150000.00,192.11,26746.49,123210101
07/2024,160065,9373000595008,28/12/2000,26113.06,33.45,4656.22,123210101
07/2024,731050,6001000855007,09/11/2015,37980.21,9.99,516.03,123210121
07/2024,373030,0467000025000,25/10/2023,289756.00,6.36,30.39,123210109
07/2024,373053,3965001105009,23/11/2023,12518103.10,244.50,1054.97,123210109
07/2024,160118,4573000015007,10/09/2008,26836.19,12.88,1208.87,123210105
07/2024,120260,9701262955000,30/03/2016,502998.34,226.93,11202.25,123210101
07/2024,170127,6001031575006,28/03/2018,2002977.86,686.50,25828.10,123210102
07/2024,120259,7493000175009,09/05/2022,574430.97,68.31,914.22,123210101
07/2024,170151,6927000045006,22/12/2011,383229.95,261.93,19520.14,123210102
07/2024,373048,2517000395002,26/10/2023,9700.35,0.21,1.01,123210109
07/2024,010001,9701158155000,21/10/2019,1161888.13,299.25,8498.05,123210101
07/2024,170112,9029000015005,13/04/2016,199387.35,49.87,2450.33,123210109
07/2024,193002,1389003305003,03/03/2023,571502.49,42.60,365.50,123210101
07/2024,170021,9701038265003,16/04/2020,1401246.57,323.77,8264.51,123210101
07/2024,170053,2231000015001,21/09/2023,333001.76,14.80,78.86,123210102
07/2024,160065,9701022955005,28/12/2000,76245.82,97.65,13595.39,123210101
07/2024,373073,9121000135001,30/10/2023,79553.40,1.71,8.05,123210109
07/2024,170070,3213000165000,29/09/2014,20589.16,10.97,638.44,123210101
07/2024,170021,9701340375002,27/12/2017,352726.01,125.68,4912.64,123210101
07/2024,120260,9701250905002,30/03/2016,658723.40,297.19,14670.40,123210101
07/2024,170053,2051000375000,04/12/2012,70119.00,24.67,1699.80,123210116
07/2024,373080,9387000175009,28/11/2023,199847.79,3.82,16.18,123210109
07/2024,373040,0897000445006,31/10/2023,1045315.34,22.41,104.98,123210109
07/2024,443033,0733000155005,15/06/2010,80000.00,34.13,2849.34,123210109
07/2024,160219,8089001045003,07/06/2022,356107.01,40.81,527.09,123210101
07/2024,154359,8507000785000,07/05/2024,6216732.54,35.83,60.08,123210107
07/2024,323119,2531009975007,20/07/2016,1141037.17,220.34,10478.66,123210104
07/2024,373031,0519000045007,13/08/2001,2584.00,1.79,243.20,123210116
07/2024,201032,0615000365005,01/09/2021,193800.00,234.22,234.22,123210104
07/2024,160065,9701277445002,28/12/2000,214811.72,275.13,38303.07,123210101
07/2024,160065,9701295015006,28/12/2000,113501.60,145.38,20238.47,123210101
07/2024,791500,5839006155000,19/09/2018,170992.91,54.15,1884.44,123210101
07/2024,120260,9701080665006,30/03/2016,113873.40,51.38,2536.07,123210101
07/2024,193003,1527000165009,03/03/2023,3671677.96,152.41,1307.73,123210109
07/2024,787000,9701312375001,28/03/2019,581763.13,167.77,5324.39,123210101
07/2024,160065,9701296235000,28/12/2000,128887.02,165.08,22981.84,123210101
07/2024,170021,9701340275008,27/12/2017,355394.59,126.62,4949.80,123210101
07/2024,255003,0613000025003,19/06/2001,6827.18,8.57,1168.96,123210101
07/2024,133088,9215000105007,20/11/2023,1113976.03,22.04,96.14,123210109
07/2024,170127,6001014365007,27/01/2015,32163562.22,16560.74,931832.63,123210102
07/2024,373057,5675000045001,01/11/2023,380794.90,8.13,37.96,123210109
07/2024,403201,7107009805003,05/11/2020,18065071.08,2020.39,44959.66,123210110
07/2024,120260,9701263415009,30/03/2016,395960.63,178.64,8818.42,123210101
07/2024,154040,9701234645000,29/11/2022,1110307.56,98.30,992.36,123210101
07/2024,373058,9807000275007,21/11/2023,485418.65,9.56,41.56,123210109
07/2024,255005,3905000035003,13/12/2013,92935.04,29.81,1874.43,123210116
07/2024,742000,7107014575002,24/10/2016,660670.79,277.60,12772.27,123210101
07/2024,373062,5915000645004,27/10/2023,38800.00,0.84,4.01,123210109
07/2024,154040,9701235005004,29/11/2022,248274.19,21.98,221.90,123210101
07/2024,120265,1389002705008,28/12/2013,5674699.98,3255.65,203929.50,123210101
07/2024,160488,7107000675000,06/10/2004,556920.22,333.60,39028.76,123210105
07/2024,170036,1051000345008,07/11/2001,1973.30,2.43,326.68,123210101
07/2024,170127,6001029895007,28/02/2015,39051.85,19.92,1110.64,123210101
07/2024,120260,9221002115004,18/10/2022,166079.01,15.74,169.58,123210101
07/2024,160065,9701274305005,28/12/2000,148355.00,190.01,26453.17,123210101
07/2024,170104,5663000185004,14/04/2021,358401.06,63.43,1247.92,123210102
07/2024,120260,9701262095000,30/03/2016,395960.63,178.64,8818.42,123210101
07/2024,133088,4185000185008,24/10/2023,20594.79,0.46,2.18,123210109
07/2024,153015,4767000525003,16/12/2022,10658820.00,510.51,5013.87,123210107
07/2024,154041,0793000875001,02/09/2022,3127249.51,177.01,2038.11,123210107
07/2024,170188,8801012015000,28/07/2022,358278.64,21.35,258.21,123210124
07/2024,170199,9373000145002,26/06/2024,1096506.52,3.19,3.23,123210102
07/2024,170112,9063002715004,09/11/2015,37936.72,17.92,925.53,123210101
07/2024,133088,9361003055000,22/11/2023,217780.60,4.27,18.50,123210109
07/2024,158517,7659000525002,31/08/2022,407290.32,23.13,266.97,123210107
07/2024,154040,9701239275006,29/11/2022,2592445.08,229.52,2317.04,123210101
07/2024,120260,9701087435006,30/03/2016,255072.34,115.07,5680.70,123210101
07/2024,170021,9701039415009,04/11/2020,1053421.68,211.71,4714.46,123210101
07/2024,120260,9701079355007,30/03/2016,149432.72,67.42,3328.01,123210101
07/2024,160488,6271000115007,20/06/2007,316921.80,163.90,16565.55,123210105
07/2024,160488,6645000155005,30/07/2007,340003.52,174.70,17545.31,123210105
07/2024,170217,0509000115008,11/10/2013,89377.92,52.32,3342.79,123210102
07/2024,070012,3211000075005,03/07/2023,634000.00,35.74,236.40,123210102
07/2024,742030,7145004995001,28/10/2010,265281.27,197.91,16089.52,123210101
07/2024,120260,9701086015003,28/11/2022,251652.73,22.32,225.66,123210101
07/2024,160065,9701273345003,28/12/2000,150000.00,192.11,26746.49,123210101
07/2024,170098,4961000035000,29/12/2020,11892.60,2.29,49.02,123210101
07/2024,120260,9701266785001,30/03/2016,215838.57,97.38,4806.93,123210101
07/2024,373072,8793000045002,01/11/2023,46569.06,0.99,4.64,123210109
07/2024,170043,1389003145006,23/06/2021,3025190.31,280.63,5203.95,123210126
07/2024,170127,6001007435003,18/03/2015,9373.27,4.76,263.80,123210101
07/2024,160065,9701296395007,28/12/2000,128887.02,165.08,22981.84,123210101
07/2024,170098,5213000195008,13/08/2020,25577.39,3.04,71.74,123210116
07/2024,170062,2521002865004,27/08/2021,51086.00,4.46,78.09,123210128
07/2024,373085,9705000145003,23/11/2023,352207.96,6.88,29.68,123210109
07/2024,513001,2531011765006,31/12/2020,1815401.71,194.60,4154.73,123210108
07/2024,155144,8729000145005,22/04/2013,6731367.41,2290.34,152697.05,123210107
07/2024,170164,7777000135004,08/10/2012,66517.34,23.71,1655.96,123210123
07/2024,373080,9413000045000,28/11/2023,25892.21,0.50,2.10,123210109
07/2024,784312,0609000135005,26/10/2018,650948.00,202.56,6928.11,123210102
07/2024,200115,4371000045004,07/07/2020,1999044.71,437.47,10588.63,123210102
07/2024,154040,9701233905008,29/11/2022,577344.64,51.11,516.01,123210101
07/2024,080014,8919000115004,15/05/2020,1089514.98,247.03,6190.28,123210102
07/2024,170151,7079000215000,21/09/2011,851819.80,330.73,25138.74,123210120
07/2024,200109,9701230405004,11/12/2020,55210852.10,10791.39,233875.55,123210102
07/2024,255005,3453000045007,22/10/2010,23610.75,9.82,799.42,123210116
07/2024,160065,9701029165000,28/12/2000,71393.82,91.44,12730.23,123210101
07/2024,110102,6001030115001,22/04/2019,26442.11,4.20,131.35,123210124
07/2024,158459,8025000685002,11/02/2021,115611.41,11.99,247.87,123210124
07/2024,193002,1389003295008,03/03/2023,351519.76,26.20,224.81,123210101
07/2024,170127,6001030335001,23/02/2015,33330.13,17.02,950.67,123210101
07/2024,170193,9901000135008,29/09/2022,225392.44,12.25,135.75,123210127
07/2024,153045,1389007685005,31/12/2014,200765.43,58.02,3289.88,123210107
07/2024,193001,1031000015003,03/03/2023,100366.14,4.17,35.75,123210108
07/2024,170053,2051000455003,11/09/2013,665348.20,392.43,25264.23,123210102
07/2024,170193,9925000075002,24/02/2021,666780.12,122.89,2514.49,123210102
07/2024,170062,2605000025003,23/05/2022,259349.00,30.30,398.68,123210101
07/2024,154040,9701059985005,29/11/2022,966793.87,85.60,864.09,123210101
07/2024,193001,0825000065001,25/06/2018,1128500.00,165.25,5980.17,123210104
07/2024,170098,2893000105009,07/10/2019,590086.00,68.10,1949.08,123210104
07/2024,791180,5903000045003,12/12/2023,3181891.31,102.59,411.36,123210101
07/2024,787000,9701309645001,15/04/2019,318401.35,90.97,2860.57,123210101
07/2024,170021,9701034435001,01/12/2014,126866.65,66.40,3797.18,123210101
07/2024,153115,6001057875007,09/11/2023,54903846.66,1136.10,5157.61,123210107
07/2024,390070,0301004715001,06/04/2018,626000.00,213.72,8009.59,123210102
07/2024,784312,0605000685002,08/04/2005,83815.28,87.86,10017.48,123210101
07/2024,158413,4111000755005,15/12/2020,100806.25,19.64,424.45,123210101
07/2024,170127,6001014585007,29/01/2015,4673828.14,2405.12,135252.78,123210102
07/2024,130074,8531000965001,17/11/2022,1473.69,0.13,1.37,123210101
07/2024,373040,0793000545001,09/05/2023,55648.43,2.00,15.01,123210109
07/2024,170127,5819000415005,18/12/2019,98268.58,24.46,671.75,123210101
07/2024,762300,5801000715006,17/01/2023,38000.00,3.09,28.73,123210101
07/2024,154040,9701026255008,28/11/2022,1604222.53,142.27,1438.51,123210101
07/2024,373053,3989000075006,21/11/2023,659.75,0.02,0.06,123210109
07/2024,070027,9311000185004,01/12/2016,600000.00,248.71,11290.71,123210102
07/2024,154040,9701266285009,25/11/2022,2587601.84,230.63,2343.14,123210101
07/2024,154040,9701338215001,24/11/2022,994227.45,88.76,903.23,123210101
07/2024,120261,0255003915000,22/06/2022,729620.05,81.98,1039.06,123210101
07/2024,170119,5883001655001,28/09/2022,5610406.45,548.51,6085.51,123210102
07/2024,200049,6219000895004,22/07/2022,45620.36,2.74,33.42,123210122
07/2024,154041,0723000695002,25/08/2022,281690.61,22.18,187.82,123210107
07/2024,153045,1389010595003,31/12/2014,37918.71,10.96,621.36,123210107
07/2024,133088,9361003015009,22/11/2023,91792.29,1.80,7.80,123210109
07/2024,742000,7107014735000,10/10/2013,660670.79,386.81,24722.00,123210101
07/2024,120260,9701081995000,30/03/2016,156055.53,70.41,3475.51,123210101
07/2024,154040,9701250135002,25/11/2022,1612988.68,143.76,1460.60,123210101
07/2024,373046,1815000065000,27/10/2023,1737532.00,37.83,179.63,123210109
07/2024,170127,6001008115002,20/03/2015,9373.27,4.76,263.49,123210101
07/2024,170021,9701350015009,21/06/2022,190359.61,21.42,271.80,123210101
07/2024,787000,9701307275002,13/06/2019,54791.28,15.18,462.68,123210101
07/2024,787000,9701312435004,28/03/2019,578072.82,166.71,5290.62,123210101
07/2024,090008,2051004005002,24/06/2022,53083.40,3.31,41.88,123210122
07/2024,153045,1515005805002,31/12/2014,43619.19,22.64,1283.45,123210101
07/2024,120260,9701264435003,30/03/2016,395960.63,178.64,8818.42,123210101
07/2024,170112,9131007485005,16/09/2014,39123.53,20.92,1221.95,123210101
07/2024,373080,9555001475000,01/11/2023,1483709.02,31.69,147.92,123210109
07/2024,170098,4123013415007,26/04/2022,53875.00,3.63,49.29,123210124
07/2024,110404,9701065055006,28/12/2007,234226.31,210.84,20660.71,123210101
07/2024,100001,9701152995007,10/10/2019,11985929.94,3106.73,88773.84,123210102
07/2024,373047,1919000095005,30/10/2023,76833.38,1.65,7.77,123210109
07/2024,160219,7657000135003,06/06/2022,42707.64,2.72,35.29,123210114
07/2024,110404,9701063525005,28/12/2007,322766.39,290.54,28470.68,123210101
07/2024,170127,6001031135006,23/02/2015,51581.87,26.35,1471.27,123210101
07/2024,154032,8801009815000,07/12/2022,4748191.36,230.96,2301.84,123210107
07/2024,742030,7145004415005,05/03/2010,169971.28,132.80,11304.24,123210101
07/2024,373083,9701014945004,25/01/2012,1954961.82,1326.27,98112.65,123210102
07/2024,240013,9701038875006,20/02/2020,927610.34,222.06,5869.04,123210101
07/2024,751500,6001001575008,30/11/2015,22023.12,5.75,295.29,123210112
07/2024,153046,5661000055007,06/05/2014,1365356.25,421.64,25533.57,123210126
07/2024,250028,7535001525002,24/05/2001,267405.99,336.64,46068.03,123210102
07/2024,257035,5371000755007,02/08/2018,176000.00,56.99,2027.52,123210101
07/2024,120260,9701076625003,30/03/2016,259295.44,116.99,5774.76,123210101
07/2024,250052,6001037575008,27/03/2024,793553.73,5.80,13.45,123210104
07/2024,080012,7493000815008,12/02/2019,93673.90,15.38,499.22,123210124
07/2024,373046,1743000285009,26/10/2023,54382.21,1.19,5.66,123210109
07/2024,791902,7115000205004,09/11/2012,149006.49,52.72,3654.71,123210111
07/2024,120260,9701084535000,30/03/2016,276481.00,124.74,6157.50,123210101
07/2024,120260,9067000555002,30/10/2021,103968.47,15.32,252.23,123210101
07/2024,070005,0767000075006,28/05/2018,434886.72,145.10,5316.41,123210102
07/2024,153056,5865000075003,05/12/2022,4510840.56,220.17,2201.34,123210107
07/2024,788330,9847000045000,08/04/2005,1282526.78,1344.31,153285.68,123210101
07/2024,152253,8135000255001,30/11/2023,273688.04,5.19,21.80,123210107
