REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
12/2023,153052,9373001305003,22/06/2021,27607737.35,2075.60,31394.04,
12/2023,080009,5865000435000,27/05/2023,2796000.00,84.31,319.16,
12/2023,785344,8161000455000,29/11/2015,79873.99,34.96,1674.14,
12/2023,785344,8161000405002,29/11/2015,100203.85,43.85,2100.24,
12/2023,170211,0255001855000,04/07/2023,367902.93,9.01,28.63,
12/2023,160219,8267000015005,08/06/2022,7851.80,0.65,6.15,
12/2023,400081,8105001645006,04/04/2019,2385507.41,609.79,17188.61,
12/2023,170053,2211000015007,05/09/2012,52650.00,32.29,2161.24,
12/2023,170199,9249000045009,27/12/2012,144424.25,86.15,5608.83,
12/2023,443033,1559000085003,20/08/2001,146879.02,99.32,13108.29,
12/2023,170164,7731000035001,05/12/2022,14900000.00,370.31,2431.76,
12/2023,060001,9701049335008,04/12/2014,388376.05,190.78,10245.23,
12/2023,160065,9701048085008,01/12/2014,337105.08,165.75,8908.83,
12/2023,170021,9701041605006,23/10/2020,1247307.57,213.33,4059.23,
12/2023,170021,9701042105007,01/12/2014,280440.04,137.88,7411.31,
12/2023,170021,9701037275005,25/05/2020,1183130.20,228.96,4914.15,
12/2023,110404,9701036765009,09/08/2023,685372.45,13.12,34.14,
12/2023,110001,9701031875000,02/10/2019,408405.57,93.39,2359.82,
12/2023,170193,9047001995001,04/05/2015,245803.98,64.16,3289.59,
12/2023,160140,9047000305001,09/12/2020,7508137.45,685.91,12531.22,
12/2023,170192,9047001865000,10/11/2020,891032.45,83.54,1565.37,
12/2023,170067,2845000055001,19/09/2023,210715.10,2.75,5.37,
12/2023,158381,2785000515005,14/05/2018,14876038.28,2518.72,84199.68,
12/2023,153103,1761000105009,11/09/2023,102024780.00,808.09,1681.54,
12/2023,120260,9701005405000,22/06/2022,3921189.12,176.10,1627.36,
12/2023,751500,5851000145001,30/11/2015,6321.89,1.54,73.74,
12/2023,090006,1389000015004,21/12/2022,9445905.87,505.70,3190.58,
12/2023,255006,1537000405007,27/11/2017,79191.26,14.52,524.44,
12/2023,170127,6001013775007,27/01/2015,2234410.13,601.26,31765.29,
12/2023,784320,0921002715007,19/05/2005,35000.00,35.36,3887.32,
12/2023,153045,1389008975007,31/12/2014,564420.46,153.14,8157.49,
12/2023,153045,1389011945008,31/12/2014,6242761.40,1693.82,90225.80,
12/2023,153045,1389008425007,31/12/2014,120455.75,32.68,1740.93,
12/2023,153045,1389008395000,31/12/2014,807968.48,219.22,11677.46,
12/2023,153045,1389008435002,31/12/2014,186312.03,50.55,2692.74,
12/2023,153045,1389008415001,31/12/2014,129929.97,35.25,1877.86,
12/2023,153045,1389008405006,31/12/2014,101781.39,27.61,1471.03,
12/2023,153045,1389008385005,31/12/2014,1186854.38,322.03,17153.45,
12/2023,153045,1389008375000,31/12/2014,847057.48,229.83,12242.41,
12/2023,153045,1389008365004,31/12/2014,333021.57,90.36,4813.12,
12/2023,153045,1389008355009,31/12/2014,88930.00,24.13,1285.29,
12/2023,153045,1389008345003,31/12/2014,2765912.33,750.46,39975.36,
12/2023,393018,5637000045009,07/01/2022,870000.00,51.05,608.35,
12/2023,255002,2833000125006,16/01/2020,63997.58,13.62,320.97,
12/2023,120260,9701075255008,30/03/2016,216984.75,91.02,4180.04,
12/2023,160065,9701023065003,28/12/2000,76245.82,95.23,12931.50,
12/2023,154043,5403000315009,29/12/2022,6496643.37,189.39,1170.51,
12/2023,170021,9701039735003,01/12/2014,232830.94,114.48,6153.13,
12/2023,153063,0411003485006,30/12/2005,1429066.80,777.45,82641.60,
12/2023,784320,0803000295006,23/03/2016,171630.78,72.16,3322.69,
12/2023,160298,5819000125007,29/06/2015,304.51,0.14,7.06,
12/2023,170098,5219000015009,10/01/2022,685184.53,40.04,475.15,
12/2023,120260,9701092935003,30/03/2016,150142.10,62.98,2892.37,
12/2023,120260,9701090005009,30/03/2016,223490.29,93.74,4305.36,
12/2023,170127,6001034785001,25/03/2015,15325.47,7.27,377.65,
12/2023,120260,9701089295007,30/03/2016,120116.31,50.38,2313.94,
12/2023,120260,9701088345000,30/03/2016,204528.68,85.79,3940.08,
12/2023,130074,8841003235000,17/11/2022,5427.60,0.32,2.18,
12/2023,130074,8841000345000,17/11/2022,189173.01,11.09,76.01,
12/2023,201033,0017000145003,19/06/2017,121586.99,42.93,1662.62,
12/2023,154040,9701016945001,28/11/2022,1021598.21,58.20,388.70,
12/2023,154040,9701017935000,28/11/2022,1292707.31,73.64,491.85,
12/2023,154040,9701020765004,19/09/2015,192434.99,48.03,2355.53,
12/2023,154040,9701022385004,29/11/2022,306262.49,9.69,64.57,
12/2023,154040,9701024875009,29/11/2022,997643.02,56.68,377.68,
12/2023,154040,9701026005001,29/11/2022,976232.27,55.46,369.57,
12/2023,154040,9701026705003,29/11/2022,943360.25,53.60,357.13,
12/2023,154040,9701027645004,29/11/2022,930080.63,52.84,352.10,
12/2023,170036,1069000015000,24/12/2004,112944.23,116.57,13088.74,
12/2023,154040,9701060335000,29/11/2022,911115.00,51.76,344.92,
12/2023,154040,9701061275001,28/11/2022,698548.20,39.79,265.78,
12/2023,160298,5893000015006,26/10/2015,177.36,0.05,2.12,
12/2023,120260,9701081315009,30/03/2016,159675.76,66.97,3076.02,
12/2023,120260,9701082415007,30/03/2016,156055.53,65.45,3006.28,
12/2023,120260,9701084265002,30/03/2016,276481.00,115.96,5326.18,
12/2023,120260,9701085665004,21/05/2021,38456.80,5.38,84.07,
12/2023,120260,9701086725000,30/03/2016,255072.34,106.98,4913.76,
12/2023,160065,9701028985003,28/12/2000,71393.82,89.18,12108.59,
12/2023,789000,7107001705000,10/02/2021,296445.18,45.84,791.02,
12/2023,130067,6469000085001,31/05/2010,304480.20,224.29,18006.81,
12/2023,170043,1559003735009,20/06/2018,64556.33,19.27,632.71,
12/2023,010001,9701154605001,21/10/2019,974047.56,219.97,5491.13,
12/2023,170151,6953000035000,27/01/2020,479045.23,56.36,1317.74,
12/2023,170178,8585000055004,25/03/2019,266653.00,68.56,1943.60,
12/2023,010001,9701155595000,21/10/2019,1191721.51,269.14,6718.26,
12/2023,170075,3849000045004,31/10/2015,922740.93,407.78,19721.98,
12/2023,120260,9701081015005,30/03/2016,138230.37,57.98,2662.90,
12/2023,255017,2519000325000,26/09/2022,746882.06,27.60,212.33,
12/2023,020001,9701156385009,22/09/2022,2355802.82,157.70,1223.52,
12/2023,120260,9701079865005,30/03/2016,149432.72,62.68,2878.70,
12/2023,010001,9701157995005,21/10/2019,1161823.54,262.39,6549.71,
12/2023,154421,1211000265008,20/06/2005,500.00,0.28,30.64,
12/2023,154421,1211000285009,20/06/2005,500.00,0.28,30.64,
12/2023,170021,9701243605007,10/03/2015,157985.44,75.35,3929.65,
12/2023,170021,9701243625008,10/03/2015,203215.43,96.91,5054.67,
12/2023,170021,9701243645009,10/03/2015,203215.43,96.91,5054.67,
12/2023,070016,9065000505009,10/05/2022,707000.00,61.54,611.34,
12/2023,787000,9701306275009,12/06/2019,70040.31,17.18,465.26,
12/2023,170201,0001001835007,27/08/2008,182156.55,84.43,7652.37,
12/2023,154047,8791000915000,10/10/2022,26059131.13,932.59,6965.14,
12/2023,170607,9701243425009,08/12/2021,42797967.00,4700.49,58287.77,
12/2023,170607,9701243445000,13/04/2015,31836140.62,15022.17,775230.44,
12/2023,170607,9701243465000,12/04/2013,17863547.47,10373.61,657650.96,
12/2023,201035,0147000485007,16/11/2023,169680.00,0.75,0.83,
12/2023,200095,0003005935002,07/04/2008,19150545.46,16343.01,1518716.30,
12/2023,170021,9701243545004,09/03/2015,642696.13,306.61,15996.02,
12/2023,040001,9701243565005,13/10/2022,508170.18,32.42,240.62,
12/2023,170098,4733001165006,20/06/2018,254428.43,75.95,2493.63,
12/2023,070014,4865000535009,18/10/2004,237542.80,247.54,28061.69,
12/2023,100001,9701243825007,10/10/2019,9258188.50,2106.01,52944.65,
12/2023,170164,7535004115000,30/11/2022,6347866.31,200.32,1331.60,
12/2023,170127,6001037155009,30/03/2015,2894.14,1.38,71.10,
12/2023,373072,8837000055003,20/11/2023,273504.04,0.58,0.62,
12/2023,170127,6001037175000,30/03/2015,770.16,0.37,18.92,
12/2023,170098,5035000175005,04/01/2021,8491519.68,757.42,13520.40,
12/2023,193110,0174000025003,13/06/2019,37654.91,5.15,139.14,
12/2023,080020,9445000215001,01/04/2023,2541030.71,289.75,458.22,
12/2023,255027,9241000405000,15/09/2005,634000.00,350.49,37855.32,
12/2023,170104,5705004165007,19/12/2019,75.94,0.01,0.22,
12/2023,255003,0605002175001,25/08/2000,110310.20,139.84,19269.67,
12/2023,170112,9099000165008,22/06/2022,46438.56,3.75,34.61,
12/2023,100001,9701243895005,10/10/2019,8122045.88,1847.57,46447.41,
12/2023,090015,9131002775005,23/08/2016,1625726.90,646.54,28172.40,
12/2023,170098,4267000815000,08/07/2021,51394.11,6.82,101.33,
12/2023,170098,4267000935005,24/03/2020,144289.16,29.25,657.15,
12/2023,170098,4267001115001,24/03/2020,49000.68,9.94,223.17,
12/2023,080012,7471000105000,12/02/2019,59951.28,8.79,254.95,
12/2023,080012,7471000095004,12/02/2019,49358.55,7.23,209.90,
12/2023,080012,7471000085009,12/02/2019,819659.21,215.75,6258.93,
12/2023,158516,8105004265000,04/01/2017,71587619.46,15059.88,623668.68,
12/2023,070027,9241000425000,09/01/2017,1570608.00,592.10,24473.15,
12/2023,200384,0034000405005,09/04/2022,302887.33,27.76,289.67,
12/2023,200384,0034000395000,09/04/2022,302887.33,27.76,289.67,
12/2023,200384,0034000385004,09/04/2022,302887.33,27.76,289.67,
12/2023,200384,0034000375009,09/04/2022,302887.33,27.76,289.67,
12/2023,200384,0034000025008,02/04/2022,558597.80,28.84,304.16,
12/2023,080014,8927000045007,15/11/2022,8955695.05,527.47,3633.68,
12/2023,090020,8771000165007,28/09/2023,63236862.60,739.25,1342.11,
12/2023,158336,9733003625001,24/10/2014,3699723.67,1024.70,55706.90,
12/2023,200054,7535004145006,10/02/2009,7684397.67,6204.16,545623.07,
12/2023,080006,2419000395002,14/09/2023,1189075.08,16.38,33.31,
12/2023,120260,9701251085009,30/03/2016,658723.40,276.29,12689.77,
12/2023,170098,4267000995008,20/07/2020,118180.30,21.89,449.95,
12/2023,170098,4267001375003,27/05/2020,110805.19,21.41,458.83,
12/2023,080008,4267001415005,24/03/2023,1436000.00,56.99,274.29,
12/2023,070023,9633000195000,11/04/2023,726672.54,26.89,121.65,
12/2023,070023,9545000055000,12/04/2023,665593.22,24.53,110.58,
12/2023,170173,8105004285000,14/05/2015,1022984.73,477.98,24427.63,
12/2023,120090,9707002315000,05/05/2016,17436425.35,7220.02,327413.09,
12/2023,080008,5407000135003,20/03/2023,783079.34,31.54,153.85,
12/2023,255015,2175002525002,28/07/2015,385000.00,97.79,4879.25,
12/2023,040001,9701224425007,21/07/2022,110744012.30,8452.15,74157.00,
12/2023,200125,8045000125001,20/06/2022,650981.30,29.34,272.11,
12/2023,255027,9679000085008,28/11/2015,83000.00,36.33,1740.83,
12/2023,170053,2051001925003,13/06/2022,154649.39,12.68,119.00,
12/2023,170098,5023000365005,25/09/2020,381739.67,66.88,1302.82,
12/2023,070021,8801005325008,21/12/2007,1362384.90,1184.55,112142.31,
12/2023,050001,9701224595000,22/12/2023,564053.80,0.11,0.11,
12/2023,130081,9561000025006,09/11/2007,7958.79,3.88,370.10,
12/2023,158334,9047001525005,28/12/2018,18726746.29,2816.62,83800.07,
12/2023,158334,9047001705003,30/12/2015,133164.90,32.12,1521.96,
12/2023,158334,9047001685002,28/12/2018,88521.93,13.32,396.13,
12/2023,158334,9047001645000,28/12/2018,34392.05,5.17,153.90,
12/2023,158334,9047001615004,28/12/2018,34391.78,5.17,153.90,
12/2023,158334,9047001735000,28/12/2018,108314.99,16.29,484.70,
12/2023,158334,9047001635005,28/12/2018,34391.78,5.17,153.90,
12/2023,158334,9047001725004,28/12/2018,120036.72,18.05,537.15,
12/2023,158334,9047001715009,28/12/2018,97731.57,14.70,437.34,
12/2023,158334,9047001695008,28/12/2018,171990.45,25.87,769.64,
12/2023,158334,9047001675007,28/12/2018,88521.93,13.32,396.13,
12/2023,158334,9047001665001,28/12/2018,70673.16,10.63,316.25,
12/2023,158334,9047001655006,28/12/2018,34392.05,5.17,153.90,
12/2023,158334,9047001625000,28/12/2018,34391.78,5.17,153.90,
12/2023,343007,3687000065005,06/02/2015,13129.60,6.33,333.11,
12/2023,170067,2785003685009,11/06/2015,311008.65,80.21,4062.82,
12/2023,200350,5403002895002,29/12/2022,4573035.61,239.38,1479.45,
12/2023,153038,3849002015005,10/11/2022,24476457.21,813.01,5666.17,
12/2023,343007,3657000015006,12/11/2015,921734.87,405.69,19542.30,
12/2023,400068,9047001545006,12/04/2018,399637.31,123.40,4188.97,
12/2023,080016,9701224705000,22/02/2023,51835150.14,2288.80,12119.88,
12/2023,154040,9701224765002,29/11/2022,917147.12,52.10,347.20,
12/2023,154040,9701065885009,29/11/2022,917452.02,52.12,347.32,
12/2023,255010,0907000045009,09/06/2015,487210.00,125.73,6372.75,
12/2023,170162,7487000035008,19/09/2023,1315709.02,17.15,33.53,
12/2023,153038,3849002095009,17/11/2022,56510847.30,1844.27,12645.41,
12/2023,170083,3849003415007,25/02/2015,1760000.00,469.36,24577.70,
12/2023,200350,4553001145007,29/12/2022,2147605.92,112.42,694.79,
12/2023,153038,3849002545004,21/11/2022,19578787.79,632.46,4295.86,
12/2023,153038,3849002025000,21/11/2022,371943472.93,12015.11,81609.66,
12/2023,153038,3849001795007,17/11/2022,4185052.93,136.58,936.49,
12/2023,153038,3849001755005,17/11/2022,2014236.10,65.73,450.72,
12/2023,540019,9701014305005,21/08/2015,1064145.43,268.17,13276.81,
12/2023,153038,3849001665006,21/11/2022,5779277.26,186.70,1268.06,
12/2023,153038,3849001455001,22/11/2022,13066804.93,421.02,2852.90,
12/2023,153038,3849002055007,17/11/2022,17833121.76,581.99,3990.51,
12/2023,070023,9511000035005,10/04/2023,831239.24,30.88,140.21,
12/2023,170271,9461001885002,22/04/2021,115498.62,16.64,268.07,
12/2023,160163,0499000045009,14/04/2016,7780283.28,1807.71,82589.29,
12/2023,170048,1619000175000,14/10/2015,165880.79,32.77,1593.75,
12/2023,201033,0007001085007,26/07/2017,54290.91,18.86,719.54,
12/2023,158277,3859000085003,31/08/2022,2617274.08,102.35,830.35,
12/2023,170048,1761004715006,27/07/2020,410045.76,42.05,859.80,
12/2023,200374,9067002405008,03/06/2022,30800000.00,2570.87,24544.82,
12/2023,158404,3363000165003,21/07/2017,9960705.34,1931.84,73834.21,
12/2023,193009,3399000045009,03/03/2023,1665801.58,39.72,204.58,
12/2023,255019,6001028375000,10/10/2015,28543257.00,12703.26,618682.22,
12/2023,158405,3957000045001,21/07/2017,3329325.86,645.71,24678.79,
12/2023,158092,3495000165008,22/11/2022,280100874.00,9025.03,61154.94,
12/2023,153038,3849002515008,21/11/2022,175151324.95,5658.02,38430.68,
12/2023,154215,0605001965009,19/08/2002,245884835.86,158830.69,20031843.71,
12/2023,201033,0007001045005,26/07/2017,35259.78,12.26,467.32,
12/2023,110001,9701225585008,03/10/2019,330476.33,75.52,1907.08,
12/2023,170151,6389000055003,30/03/2015,97231.48,46.09,2388.52,
12/2023,154040,9701236285000,29/11/2022,971019.03,55.17,367.60,
12/2023,154040,9701236345003,29/11/2022,971019.03,55.17,367.60,
12/2023,154040,9701236375000,29/11/2022,1899385.88,107.91,719.05,
12/2023,154040,9701236415001,29/11/2022,2077135.05,118.01,786.34,
12/2023,154040,9701236435002,29/11/2022,2046981.30,116.29,774.92,
12/2023,170188,8531000945000,01/09/2015,60422.21,27.24,1343.89,
12/2023,120265,1389005825004,10/05/2020,5593664.82,1095.01,23766.44,
12/2023,154040,9701236465009,29/11/2022,1169920.48,66.47,442.90,
12/2023,255012,9081000145004,05/07/2019,83805.23,20.28,541.41,
12/2023,080012,7749000305001,22/02/2019,50222.59,7.32,211.19,
12/2023,080012,7749000315007,23/01/2018,83621.51,14.92,525.76,
12/2023,080012,7749000295006,23/01/2018,82718.23,14.77,520.09,
12/2023,080012,7749000245009,22/02/2019,1217826.08,318.74,9195.32,
12/2023,154040,9701236365004,29/11/2022,969036.72,55.06,366.85,
12/2023,154040,9701236395000,29/11/2022,2077135.20,118.01,786.34,
12/2023,154040,9701236405006,29/11/2022,2077135.05,118.01,786.34,
12/2023,154040,9701236425007,29/11/2022,2077135.05,118.01,786.34,
12/2023,154040,9701236445008,29/11/2022,2044962.55,116.18,774.16,
12/2023,170151,6209000215006,30/09/2012,31698.19,19.33,1285.50,
12/2023,154040,9701236505000,29/11/2022,1981891.02,112.59,750.28,
12/2023,200117,7209000105001,30/10/2012,288880.31,97.35,6429.54,
12/2023,070018,7107006495003,10/12/2021,3846901.66,187.27,2316.18,
12/2023,070023,9591000025008,11/04/2023,853269.23,31.57,142.84,
12/2023,154040,9701236585004,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236565003,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236575009,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236455003,29/11/2022,1169920.48,66.47,442.90,
12/2023,170098,5367000085003,25/09/2020,356151.27,62.40,1215.49,
12/2023,154040,9701236475004,29/11/2022,952314.70,54.11,360.52,
12/2023,154040,9701236515006,29/11/2022,1968078.88,111.81,745.05,
12/2023,154040,9701236535007,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236555008,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236595000,24/11/2022,1027954.99,59.17,399.02,
12/2023,170188,8809000245001,11/09/2015,300000.00,75.08,3691.65,
12/2023,153038,3871000115009,28/11/2022,8402818.15,266.57,1780.52,
12/2023,154040,9701236485000,29/11/2022,1968078.88,111.81,745.05,
12/2023,154040,9701236495005,29/11/2022,1981891.02,112.59,750.28,
12/2023,154040,9701236525001,29/11/2022,2379454.65,135.19,900.79,
12/2023,154040,9701236605005,24/11/2022,1027954.99,59.17,399.02,
12/2023,154040,9701236625006,24/11/2022,2095249.32,120.60,813.30,
12/2023,170098,4611000875002,30/06/2020,45421.93,4.76,99.39,
12/2023,090023,9701156185000,28/03/2018,62414530.45,19412.37,663653.66,
12/2023,786810,9063001835006,16/09/2020,101143.58,9.94,195.15,
12/2023,070002,0113000265002,01/09/2022,441400.00,30.93,250.42,
12/2023,170098,5401000925005,28/04/2020,248368.72,49.06,1074.40,
12/2023,170188,8845000605004,17/09/2015,418930.72,187.88,9220.01,
12/2023,154040,9701236635001,24/11/2022,2095249.32,120.60,813.30,
12/2023,154040,9701236655002,24/11/2022,2101734.80,120.97,815.82,
12/2023,080025,9047001775001,13/12/2022,2520928.11,137.96,888.22,
12/2023,170127,6001034175009,13/03/2015,34059.79,9.04,470.93,
12/2023,154040,9701236665008,29/11/2022,1826494.16,103.76,691.45,
12/2023,154040,9701236705000,29/11/2022,1871017.82,106.30,708.31,
12/2023,154040,9701236715005,29/11/2022,1871017.82,106.30,708.31,
12/2023,170104,5697000725003,18/08/2022,805000.00,58.08,483.39,
12/2023,200352,5697000245001,18/07/2023,3150000.00,39.32,116.11,
12/2023,154040,9701236675003,29/11/2022,1826494.16,103.76,691.45,
12/2023,154040,9701236685009,29/11/2022,1826494.16,103.76,691.45,
12/2023,154215,0609000425003,02/12/2002,2821105.66,1797.75,223687.99,
12/2023,200126,5647000125000,14/07/2021,498601.67,36.58,540.25,
12/2023,787000,9701286215006,13/06/2019,70040.31,17.17,464.70,
12/2023,070023,9489000045000,11/04/2023,536194.03,19.84,89.76,
12/2023,201033,0007001005003,26/07/2017,45043.99,15.65,596.99,
12/2023,170127,5879002135003,23/11/2017,4676.60,1.54,55.81,
12/2023,380005,0605001985000,22/08/2002,105143.12,121.90,15369.00,
12/2023,201033,0007001105008,26/07/2017,35565.06,12.36,471.36,
12/2023,290002,0605002025000,01/04/2019,901209.40,230.78,6516.12,
12/2023,160392,0990000025006,28/05/2015,5377147.06,1392.97,70874.37,
12/2023,170318,7145002155006,26/05/2021,7233232.14,1005.56,15646.93,
12/2023,255019,5825000115006,10/10/2015,204712.20,50.74,2471.15,
12/2023,201033,0007001125009,26/07/2017,35565.06,12.36,471.36,
12/2023,154040,9701232825000,29/11/2022,152394.25,4.82,32.13,
12/2023,154040,9701241015008,29/11/2022,1216371.18,69.11,460.48,
12/2023,193108,9373005595006,24/07/2017,300000.00,104.34,3982.82,
12/2023,154040,9701243275007,29/11/2022,1134273.20,64.44,429.40,
12/2023,170127,6001034135007,12/03/2015,34059.74,9.04,471.22,
12/2023,170127,6001034515004,13/03/2015,34059.79,9.04,470.93,
12/2023,080011,6291002845007,30/09/2021,117812222.49,14149.90,191204.59,
12/2023,170127,6001034195000,13/03/2015,34059.79,9.04,470.93,
12/2023,160065,9701281385000,28/12/2000,54625.55,68.24,9264.65,
12/2023,154040,9701243365006,29/11/2022,1267380.81,72.00,479.79,
12/2023,170098,4431000395002,26/10/2020,165240.00,28.19,534.99,
12/2023,200370,8179000705009,17/10/2022,3402259.98,119.78,881.10,
12/2023,170127,6001034395009,13/03/2015,34059.79,9.04,470.93,
12/2023,120260,9701264155000,30/03/2016,395960.63,166.08,7627.86,
12/2023,154040,9701234405009,29/11/2022,536743.52,30.49,203.19,
12/2023,170043,1389012145005,23/11/2017,136853.41,25.13,909.56,
12/2023,154040,9701233525000,29/11/2022,1303708.13,74.06,493.54,
12/2023,154040,9701239855002,29/11/2022,1494019.79,84.88,565.59,
12/2023,170083,3399000065000,30/08/2002,10000.00,6.45,812.39,
12/2023,020001,9701228375004,28/12/2021,225907.78,13.45,162.37,
12/2023,400082,6929000145007,28/03/2013,726100.22,235.74,15001.56,
12/2023,400082,7107006525000,28/03/2013,47793.94,27.86,1773.05,
12/2023,170098,4901000055007,24/09/2020,93845.43,16.46,320.82,
12/2023,070013,3849006895000,10/10/2007,2242319.39,877.18,84062.53,
12/2023,170127,6001037735005,30/03/2015,4279046.91,2028.03,105115.86,
12/2023,154040,9701234305004,29/11/2022,536743.52,30.49,203.19,
12/2023,120260,9701250805008,30/03/2016,658723.40,276.29,12689.77,
12/2023,170043,1529000485000,20/06/2018,109839.35,18.26,599.54,
12/2023,393016,0551000155000,04/09/2019,73247.81,9.49,244.29,
12/2023,154040,9701238515003,24/11/2022,1056917.53,60.84,410.26,
12/2023,160065,9701301805000,28/12/2000,214811.71,268.32,36432.67,
12/2023,070014,4123003415004,12/03/2018,8477571.46,2656.89,91518.19,
12/2023,170151,6965000035003,30/08/2012,6905.48,1.88,126.35,
12/2023,257036,9051002765008,02/06/2014,654087.61,339.32,19234.82,
12/2023,160065,9701300805006,28/12/2000,71525.03,89.34,12130.84,
12/2023,200141,9325000215000,01/10/2002,119600.00,76.83,9636.54,
12/2023,200009,9701239715006,06/10/2023,2094909.27,22.00,37.22,
12/2023,153031,6477000235004,20/09/2022,67783050.68,2538.18,19774.68,
12/2023,413001,5705003995006,27/07/2023,9185499.36,107.80,302.87,
12/2023,158137,4281000155005,08/12/2022,10395464.34,321.16,2093.45,
12/2023,170021,9701335885006,01/12/2014,277100.04,136.24,7323.05,
12/2023,170127,5895000065000,19/02/2015,960014.10,256.49,13456.05,
12/2023,160065,9701275885005,28/12/2000,214812.00,268.31,36432.71,
12/2023,373044,0318000025005,27/11/2023,112871.32,0.17,0.17,
12/2023,255012,9125000305007,09/01/2020,92387.75,19.77,467.86,
12/2023,170070,3131000065008,14/04/2020,430707.50,85.98,1902.24,
12/2023,170127,6001029165009,23/02/2015,41089.97,19.69,1031.60,
12/2023,170127,6001029035008,23/02/2015,34176.42,16.38,858.03,
12/2023,114622,6477000215003,07/12/2023,356584.26,0.49,0.49,
12/2023,170173,8379000075008,15/06/2021,215155.29,16.30,248.39,
12/2023,080009,5839001225000,27/10/2023,1114000.00,3.65,5.02,
12/2023,170151,6185000055008,27/03/2012,4638.36,2.96,205.62,
12/2023,113801,2431006915007,31/10/2017,133977.32,44.63,1632.05,
12/2023,154040,9701240155000,29/11/2022,3657756.63,207.80,1384.71,
12/2023,154040,9701240175001,29/11/2022,2983377.00,169.49,1129.41,
12/2023,784312,0615000425008,08/04/2005,32404.74,32.93,3642.60,
