REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
09/2024,160014,0283001915008,20/01/2020,82355.00,20.18,581.81,123210101
09/2024,373085,9705000165004,23/11/2023,113381.79,2.70,14.76,123210109
09/2024,130074,8801005695000,17/11/2022,13328428.87,1283.13,14934.29,123210102
09/2024,158461,8083001175005,06/09/2023,304333.20,9.16,61.92,123210107
09/2024,170048,1675000015003,23/09/2015,127118.68,60.09,3315.01,123210102
09/2024,787000,9701318155003,08/05/2019,164035.49,46.26,1532.20,123210101
09/2024,120259,8841001405006,09/05/2022,39058666.47,4840.97,71828.64,123210101
09/2024,200044,5867000145008,31/12/2014,329238.57,168.26,10028.11,123210102
09/2024,120265,1779000155009,26/06/2024,8329985.75,102.69,102.69,123210106
09/2024,170021,9701342865007,14/03/2024,5320445.50,141.85,511.18,123210102
09/2024,154034,6001036125009,25/10/2004,7263276.09,4235.16,514932.07,123210107
09/2024,110404,9701049345003,19/06/2024,1510149.82,19.15,38.48,123210101
09/2024,170021,9701043125001,01/12/2014,319414.06,164.61,9893.48,123210101
09/2024,120260,9701087415005,30/03/2016,255072.34,113.63,5910.59,123210101
09/2024,160065,9701270185005,28/12/2000,150000.00,187.25,27126.56,123210101
09/2024,154055,0029000155002,18/02/2019,1919252.83,313.63,10799.86,123210107
09/2024,170127,5879002555002,11/06/2024,38426.45,0.53,1.14,123210101
09/2024,154040,9701240215003,29/11/2022,58491.69,3.08,35.23,123210122
09/2024,255018,1015000015001,13/07/2016,27434.00,6.57,330.50,123210116
09/2024,170127,6001013855000,27/01/2015,14960.18,7.59,448.78,123210101
09/2024,170021,9701311845004,27/09/2024,381241.43,0.01,0.01,123210101
09/2024,344001,6001061105008,15/06/2022,9334740.34,616.60,8768.89,123210126
09/2024,120260,9701083785002,30/03/2016,704555.40,313.85,16326.09,123210101
09/2024,153031,7107002365008,20/09/2022,608784.70,63.70,802.91,123210101
09/2024,120259,8841000575005,09/05/2022,311104874.25,21473.98,318623.26,123210105
09/2024,170151,7245000305007,03/02/2012,1309.71,0.48,37.44,123210123
09/2024,160065,9701277385000,28/12/2000,214811.72,268.16,38847.35,123210101
09/2024,120260,9701262595003,30/03/2016,502998.34,224.06,11655.57,123210101
09/2024,170053,2051000605005,09/06/2022,154649.39,18.47,264.60,123210102
09/2024,160065,9701296195008,28/12/2000,128887.02,160.90,23308.41,123210101
09/2024,373073,8983000255002,30/10/2023,124002.19,3.20,18.73,123210109
09/2024,373047,1985000025005,30/10/2023,133396.67,3.44,20.15,123210109
09/2024,513001,9327000025003,31/12/2021,92771.14,7.36,125.09,123210121
09/2024,373073,8997000025007,31/10/2023,524094.83,13.46,78.68,123210109
09/2024,120260,9701259195008,30/03/2016,502998.34,224.06,11655.57,123210101
09/2024,120260,9701266615009,30/03/2016,129599.12,57.74,3003.10,123210101
09/2024,153061,4733002255009,29/12/2022,4476334.57,224.91,2460.33,123210110
09/2024,373047,2221000165006,20/11/2023,176394.84,4.24,23.41,123210109
09/2024,120261,0283000205007,22/06/2022,4153225.54,488.41,6888.93,123210101
09/2024,154040,9701236105002,29/11/2022,971019.03,91.81,1050.12,123210101
09/2024,158305,4611000755007,09/12/2022,36769949.15,1906.49,21490.71,123210107
09/2024,373085,9323000065002,22/11/2023,55182.78,1.32,7.23,123210109
09/2024,160176,1981000035008,11/04/2013,1433014.54,862.23,60428.65,123210101
09/2024,120261,0013000575005,22/06/2022,5737846.88,375.78,5300.36,123210105
09/2024,153045,1389013665002,05/01/2018,3502546.09,687.33,28353.63,123210107
09/2024,170164,7943000135002,02/09/2019,127881.00,33.91,1056.96,123210101
09/2024,170021,9701155155000,15/09/2022,133997.92,7.86,99.75,123210124
09/2024,010001,9701155565003,21/10/2019,1191721.51,307.60,9336.29,123210101
09/2024,400078,1639000055009,20/11/2013,7476.81,4.26,282.62,123210102
09/2024,373073,9741000065006,31/10/2023,957106.63,24.58,143.68,123210109
09/2024,120260,9701263215000,30/03/2016,395960.63,176.39,9175.28,123210101
09/2024,152803,2809000075006,04/05/2018,8161131.07,1523.59,59828.47,123210107
09/2024,160163,0889000525009,14/04/2016,161331.31,71.52,3702.38,123210101
09/2024,787000,9701309325007,15/04/2019,318401.35,90.85,3043.86,123210101
09/2024,158268,8675000725009,29/11/2022,179558.05,9.45,108.14,123210107
09/2024,154040,9701234205000,29/11/2022,536743.52,50.74,580.46,123210101
09/2024,010001,9701157615008,21/10/2019,1161888.12,299.90,9102.57,123210101
09/2024,120260,9701087825009,30/03/2016,195420.96,87.05,4528.33,123210101
09/2024,080012,7825000135008,12/02/2019,89771.15,14.71,508.11,123210124
09/2024,154039,0255010565000,20/01/2023,1861087.77,90.22,953.90,123210107
09/2024,160065,9701284225004,28/12/2000,78656.59,98.19,14224.55,123210101
09/2024,170053,1981000705003,04/03/2021,458342.56,85.27,1877.76,123210102
09/2024,373053,3733000075008,22/11/2023,134348.65,3.22,17.61,123210109
09/2024,787000,9701321305002,20/05/2019,278500.87,78.06,2569.82,123210101
09/2024,373046,1621000385006,24/10/2023,14487.64,0.38,2.27,123210109
09/2024,170021,9701044055007,01/12/2014,125302.97,64.57,3881.11,123210101
09/2024,160065,9701050995008,03/07/2018,104236.62,34.04,1302.67,123210101
09/2024,170062,2457000265004,17/05/2021,665925.37,116.80,2427.79,123210101
09/2024,373053,3937000085009,23/11/2023,91472.75,2.18,11.91,123210109
09/2024,373053,3373000045005,24/11/2023,869278.16,20.65,112.47,123210109
09/2024,112408,9701245175000,05/03/2018,126534.21,43.51,1752.09,123210101
09/2024,170083,3889000045003,01/10/2000,195874.10,137.56,20129.62,123210109
09/2024,170173,8327000455002,08/11/2018,86898.44,14.91,538.83,123210120
09/2024,120260,9701080095005,30/03/2016,149432.72,66.56,3462.68,123210101
09/2024,070009,1975002925006,30/06/2012,49104.63,31.56,2361.96,123210102
09/2024,090008,2051004285005,08/09/2022,53083.40,3.14,40.26,123210122
09/2024,154040,9701017905003,28/11/2022,1292707.31,122.40,1402.18,123210101
09/2024,080003,0595000365007,29/05/2023,516251.67,35.34,297.73,123210102
09/2024,373044,0328000025002,27/11/2023,479.96,0.01,0.06,123210109
09/2024,193103,3597000175006,07/08/2014,1000.00,0.29,18.38,123210124
09/2024,200352,5705000275002,18/07/2023,43000.00,1.47,11.14,123210124
09/2024,200059,8177000445000,19/09/2017,2759533.96,1015.31,43710.92,123210102
09/2024,170053,1981000925003,17/03/2023,21548.16,1.71,16.41,123210101
09/2024,373053,3425000325004,21/11/2023,12518106.10,300.41,1651.02,123210109
09/2024,160065,9701268915000,28/12/2000,150000.00,187.25,27126.56,123210101
09/2024,010001,9701322945005,21/10/2019,1330292.31,343.37,10421.90,123210101
09/2024,010001,9701157955003,21/10/2019,1161823.54,299.88,9102.06,123210101
09/2024,154040,9701016255005,28/11/2022,1021598.21,96.73,1108.11,123210101
09/2024,154055,0007000965003,03/01/2020,12067000.00,1662.92,48422.77,123210107
09/2024,120260,9701091505005,30/03/2016,551854.91,245.83,12787.69,123210101
09/2024,787000,9701270955005,07/02/2024,22022094.51,701.39,2946.09,123210102
09/2024,154039,0213000745000,04/04/2023,218402.00,9.29,86.78,123210107
09/2024,154054,9051012555006,25/11/2022,43259037.47,2291.54,26365.68,123210116
09/2024,153080,2531002525006,07/07/2017,919214.28,348.01,15411.56,123210102
09/2024,255026,3205000025003,02/02/2022,497926.47,68.60,1127.63,123210102
09/2024,170151,6927000095003,30/04/2014,1115775.95,339.50,21620.67,123210126
09/2024,080015,0139001415001,26/12/2023,5100701.42,194.07,953.68,123210102
09/2024,787000,9701321465000,20/05/2019,278500.87,78.06,2569.82,123210101
09/2024,751500,5847000035003,30/11/2015,565405.44,145.76,7876.12,123210111
09/2024,788310,0215000175006,11/12/2012,193754.16,66.80,4816.83,123210105
09/2024,255027,9257000025009,30/08/2001,117000.00,141.93,19980.73,123210101
09/2024,130126,0589000265008,25/05/2001,11053.87,13.56,1931.41,123210101
09/2024,170173,8161000085008,31/08/2015,5591.20,1.48,82.34,123210112
09/2024,158462,9967002115007,14/09/2022,1283867.56,75.43,958.33,123210107
09/2024,170021,9701350255000,21/06/2022,190359.61,22.41,316.51,123210101
09/2024,170043,1573000015000,07/12/2023,188688.50,4.28,22.41,123210109
09/2024,170127,5865001365005,10/04/2017,297009.17,64.72,2961.08,123210124
09/2024,787000,9701299925007,06/06/2019,70040.31,19.46,635.12,123210101
09/2024,373047,1979000065002,30/10/2023,217428.29,5.61,32.84,123210109
09/2024,255014,0475000035006,09/08/2001,10931.93,13.30,1876.22,123210101
09/2024,154040,9701336405008,12/11/2021,6427451.42,535.48,9533.46,123210107
09/2024,787000,9701308505001,28/02/2019,640268.03,186.95,6406.37,123210101
09/2024,154039,0241001265008,03/05/2023,120056.25,4.83,42.76,123210107
09/2024,170021,9701157805001,01/12/2014,194051.77,100.01,6010.53,123210101
09/2024,742030,7145004915008,26/07/2012,214588.77,137.12,10202.25,123210101
09/2024,120260,9701087315000,30/03/2016,255072.34,113.63,5910.59,123210101
09/2024,193008,3105000505009,03/03/2023,2615433.65,211.84,2091.51,123210102
09/2024,170021,9701341115004,27/12/2017,355394.59,125.69,5203.76,123210101
09/2024,120257,6001039885004,29/06/2012,113321.45,72.85,5453.26,123210101
09/2024,170062,2531004025000,04/10/2023,71507.00,1.99,12.53,123210124
09/2024,373085,9547000165007,30/11/2023,43.00,0.01,0.01,123210109
09/2024,170345,0605000485003,07/12/2016,1368351.03,559.86,26771.31,123210102
09/2024,762300,5801001145009,17/01/2023,63985.52,5.60,59.46,123210101
09/2024,160065,9701028085002,28/12/2000,76245.82,95.18,13788.58,123210101
09/2024,373053,3327000095009,21/11/2023,12518106.10,300.41,1651.02,123210109
09/2024,156383,5155000085007,17/11/2022,4694729.18,251.71,2929.59,123210107
09/2024,120257,4111000335006,20/11/2018,1263364.02,387.08,13909.96,123210101
09/2024,787000,9701319625003,10/05/2019,210536.06,59.32,1962.56,123210101
09/2024,170211,0255008455007,22/07/2022,10918.80,1.24,16.83,123210101
09/2024,070019,7825000155009,01/12/2020,524140.90,104.54,2464.04,123210102
09/2024,154041,0921000125008,26/06/2000,133000.00,94.44,13972.36,123210107
09/2024,255010,0757000765005,05/05/2015,593622.60,162.99,9375.00,123210116
09/2024,120260,9701076105000,30/03/2016,216984.75,96.66,5028.01,123210101
09/2024,113801,2431007085008,03/03/2023,2056590.68,166.57,1644.61,123210101
09/2024,170036,1077000095005,24/12/2004,50410.53,52.35,6311.90,123210102
09/2024,373051,2869000115001,27/10/2023,142709.73,3.71,21.94,123210109
09/2024,120259,8589005275005,09/05/2022,13001985.18,1611.48,23910.57,123210101
09/2024,158517,8637000355004,31/08/2022,5377467.84,321.97,4165.83,123210107
09/2024,154040,9701027035001,29/11/2022,940913.06,88.96,1017.56,123210101
09/2024,080021,1759000885002,01/01/2023,2016687.16,181.06,1971.71,123210102
09/2024,170151,7107003225005,30/08/2012,16292.11,5.76,424.62,123210122
09/2024,742030,7243000505000,24/10/2013,243573.61,139.67,9332.77,123210101
09/2024,513001,6001061275000,30/12/2021,2023430.98,160.78,2733.85,123210107
09/2024,120260,9701089425008,30/03/2016,204528.68,91.11,4739.38,123210101
09/2024,160065,9701045945006,10/03/2015,130177.38,65.23,3812.84,123210101
09/2024,787000,9701299165002,06/06/2019,70040.31,19.46,635.12,123210101
09/2024,070023,9545000055000,12/04/2023,665593.22,50.07,461.02,123210102
09/2024,170151,7071000435004,18/05/2011,98124.00,38.35,3130.99,123210101
09/2024,373030,0509000365004,25/10/2023,5863.00,0.15,0.91,123210109
09/2024,791500,5839006295006,19/09/2018,170992.91,53.91,1993.29,123210101
09/2024,158362,1057000125007,30/11/2022,10518021.65,552.94,6315.94,123210107
09/2024,170021,9701029675008,09/04/2015,50562.33,13.98,810.65,123210124
09/2024,200036,4387000175001,08/09/2020,565894.43,119.73,2989.39,123210101
09/2024,153045,1389011125000,31/12/2014,3235990.11,920.97,54891.58,123210107
09/2024,154040,9701265085006,29/11/2022,1090931.43,103.14,1179.80,123210101
09/2024,373040,0757000865000,26/10/2023,18670.27,0.49,2.89,123210109
09/2024,090009,2419000625008,30/09/2015,561392.33,264.81,14577.88,123210102
09/2024,170098,5213000995004,13/08/2020,61463.14,13.23,336.17,123210101
09/2024,170053,2211000015007,05/06/2024,355000.00,5.22,11.67,123210102
09/2024,160065,9701278855000,28/12/2000,161530.46,201.64,29211.77,123210101
09/2024,170021,9701353305008,12/07/2022,189248.32,21.71,298.98,123210101
09/2024,170151,6713000285004,01/02/2019,1091599.93,179.87,6244.81,123210110
09/2024,160065,9701300405008,28/12/2000,12837.02,16.03,2321.50,123210101
09/2024,110404,9701002765006,28/05/2024,38397296.81,608.71,1441.07,123210102
09/2024,170128,0427003845009,10/10/2013,454284.71,261.42,17528.62,123210102
09/2024,153045,1389007495001,31/12/2014,638256.96,181.65,10826.65,123210116
09/2024,373044,1219003655007,24/11/2023,706.50,0.02,0.09,123210109
09/2024,373053,3377000835009,20/11/2023,100504.94,2.42,13.34,123210109
09/2024,170128,0427009735000,07/05/2024,7547262.67,79.35,215.20,123210120
09/2024,200062,8599001005000,30/01/2018,604478.41,117.41,4794.39,123210124
09/2024,200246,9051003245008,04/03/2013,41809.37,25.39,1795.18,123210101
09/2024,170127,5819000605009,07/08/2019,92080.67,24.77,782.55,123210101
09/2024,170119,5883001655001,28/09/2022,5610406.45,580.54,7240.46,123210102
09/2024,373044,0328000045003,27/11/2023,991.36,0.03,0.13,123210109
09/2024,791500,5839006335008,19/09/2018,174298.00,54.96,2031.82,123210101
09/2024,120261,0225000045002,22/06/2022,46378552.44,3037.45,42842.40,123210106
09/2024,154040,9701233125002,28/11/2022,679552.52,64.34,737.10,123210101
09/2024,787000,9701307865004,25/02/2019,640268.03,187.23,6425.22,123210101
09/2024,120260,9701260375006,30/03/2016,502998.34,224.06,11655.57,123210101
09/2024,323114,8801000375007,20/07/2016,834387.15,358.22,17965.34,123210102
09/2024,158269,8725000525000,19/12/2022,796431.92,40.66,451.51,123210107
09/2024,373067,7495000535001,21/11/2023,40897.10,0.98,5.39,123210109
09/2024,160065,9701274445001,28/12/2000,148355.00,185.20,26829.07,123210101
09/2024,154039,0255009945008,18/01/2023,3487150.92,169.61,1798.91,123210107
09/2024,373048,2309000225006,23/10/2023,88773.03,2.34,13.97,123210109
09/2024,170070,3207000015004,29/09/2014,446550.51,234.19,14320.95,123210102
09/2024,158461,8083000945001,06/09/2023,1774016.68,53.40,360.95,123210107
09/2024,170127,6001032465000,28/02/2015,103157.58,51.84,3038.77,123210101
09/2024,170021,9701054385000,31/08/2024,3357999.73,7.26,7.26,123210102
09/2024,742000,7107017335002,20/10/2008,343459.23,287.53,27982.22,123210101
09/2024,373053,3819000135001,22/11/2023,26227.04,0.63,3.44,123210109
09/2024,160118,4573000015007,10/09/2008,26836.19,12.60,1234.42,123210105
09/2024,154039,0255012205001,04/09/2023,75597033.66,2287.45,15539.31,123210107
09/2024,373048,2293000045008,27/10/2023,10460.03,0.27,1.61,123210109
09/2024,787000,9701312915006,01/04/2019,578072.82,166.12,5604.11,123210101
09/2024,158611,9377000475005,30/11/2020,14789663.83,1644.03,38776.53,123210107
09/2024,170021,9701045195007,22/10/2014,305214.85,159.06,9665.46,123210101
09/2024,170127,5897000715000,26/02/2015,13761.51,6.92,405.84,123210101
09/2024,170021,9701050865007,19/03/2015,379721.75,189.78,11064.62,123210101
09/2024,120260,9701081965003,30/03/2016,150608.64,67.09,3489.93,123210101
09/2024,160065,9701303785006,28/12/2000,113501.60,141.69,20526.05,123210101
09/2024,160065,9701028955007,28/12/2000,71393.82,89.13,12911.13,123210101
09/2024,193003,1363000045007,03/03/2023,194204.61,15.73,155.30,123210102
09/2024,170211,0255004245008,21/08/2024,580115.97,2.09,2.23,123210102
09/2024,787000,9701311245007,22/03/2019,578072.82,166.95,5660.04,123210101
09/2024,153045,1389008425007,31/12/2014,120455.75,34.28,2043.27,123210107
09/2024,193100,0221000025009,20/08/2014,506.01,0.12,7.37,123210104
09/2024,200115,5051000025005,20/02/2018,1099590.97,211.72,8571.57,123210127
09/2024,170109,9131000195001,13/10/2015,7905390.61,3714.13,203662.10,123210102
09/2024,154046,4921000165001,31/07/2024,192842.34,1.27,1.72,123210101
09/2024,170127,6001009515004,23/03/2015,8743.37,4.37,254.19,123210101
09/2024,373040,0953000065003,01/11/2023,4413.07,0.11,0.66,123210109
09/2024,120260,9701088015000,30/03/2016,115835.03,51.60,2684.15,123210101
09/2024,785340,8233000015000,02/04/2024,16318.48,0.22,0.72,123210112
09/2024,370010,2785006075007,21/03/2022,393506.69,28.71,449.42,123210124
09/2024,373058,9811000065000,22/11/2023,688541.27,16.46,90.23,123210109
09/2024,200062,8801010195001,25/07/2018,1353269.83,243.73,9237.86,123210101
09/2024,742000,7107016215003,12/12/2012,179407.52,111.05,8004.96,123210101
09/2024,120260,9701090755008,30/03/2016,588582.50,262.20,13638.75,123210101
09/2024,154419,9559000075001,19/12/2023,160307.60,3.49,17.54,123210107
09/2024,373046,1713000225004,26/10/2023,512365.50,13.36,79.23,123210109
09/2024,373051,2869000135002,27/10/2023,8869.15,0.23,1.36,123210109
09/2024,170112,9063004335004,24/11/2015,41730.39,19.35,1047.68,123210101
09/2024,154046,4921000335004,31/07/2024,242519.85,1.61,2.17,123210101
09/2024,373053,3793000045005,22/11/2023,547538.40,13.10,71.76,123210109
09/2024,170021,9701155075006,17/05/2024,438148.72,4.25,10.84,123210124
09/2024,170029,0963000025009,06/05/2016,109682.12,21.46,1102.84,123210104
09/2024,170021,9701041815000,31/03/2020,844426.33,198.24,5481.88,123210101
09/2024,110404,9701064405003,15/06/2024,909428.13,12.06,25.01,123210101
09/2024,170021,9701049865007,31/03/2020,1134546.82,266.36,7365.30,123210101
09/2024,120260,9701085665004,21/05/2021,38456.80,6.72,139.29,123210101
09/2024,170188,8845001815002,03/02/2020,121955.00,16.50,472.02,123210124
09/2024,170127,5879001435003,23/05/2024,43616.10,0.72,1.77,123210101
09/2024,200050,7075000595004,22/09/2022,13486.99,0.78,9.85,123210122
09/2024,154040,9701234985005,29/11/2022,248274.19,23.47,268.50,123210101
09/2024,120260,9701082875008,30/03/2016,651273.98,290.12,15091.45,123210101
09/2024,255002,2875000025007,17/01/2020,371740.41,91.23,2635.42,123210102
09/2024,154040,9701235865003,29/11/2022,1302388.83,123.13,1408.48,123210101
09/2024,373040,0897000445006,31/10/2023,1045315.34,26.84,156.92,123210109
09/2024,160065,9701301585000,28/12/2000,214811.71,268.16,38847.35,123210101
09/2024,170268,6875000055005,05/03/2007,70980.26,65.51,7024.84,123210102
09/2024,070008,1765000125002,23/10/2023,750374.57,35.47,212.05,123210102
09/2024,170021,9701350575004,22/06/2022,189248.32,22.25,313.90,123210101
09/2024,154054,9065000405004,25/11/2022,4632114.31,245.38,2823.20,123210107
09/2024,380007,5705005525007,12/05/2015,169995.67,46.58,2673.79,123210124
09/2024,193004,1853000025000,02/05/2019,22855.83,6.47,214.79,123210101
09/2024,742000,7157000405009,28/10/2012,444404.00,277.97,20245.04,123210101
09/2024,160298,6001003505007,16/11/2015,37949.07,9.83,533.23,123210105
09/2024,742030,7145000725000,17/05/2005,160096.31,162.91,19254.01,123210101
09/2024,170188,8853001095000,11/11/2021,249488.82,37.36,665.73,123210101
09/2024,160065,9701302325001,28/12/2000,214811.71,268.16,38847.35,123210101
09/2024,373073,9005000195006,23/10/2023,56795.17,1.50,8.94,123210109
09/2024,090029,7107013315007,09/11/2022,36428.32,1.98,23.27,123210122
09/2024,160176,2531001445009,08/05/2013,1888542.97,628.73,43781.87,123210116
09/2024,154040,9701026335001,28/11/2022,1604222.53,151.89,1740.07,123210101
09/2024,070023,9395000125002,05/04/2023,466942.55,35.59,331.91,123210102
