REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
02/2024,110001,9701031875000,02/10/2019,408405.57,90.83,2545.93,
02/2024,170193,9047001995001,04/05/2015,245803.98,61.19,3415.58,
02/2024,160140,9047000305001,09/12/2020,7508137.45,677.19,13913.61,
02/2024,170192,9047001865000,10/11/2020,891032.45,82.37,1733.58,
02/2024,170067,2845000055001,19/09/2023,210715.10,4.36,13.45,
02/2024,158381,2785000515005,14/05/2018,14876038.28,2426.64,89183.32,
02/2024,153103,1761000105009,11/09/2023,102024780.00,1238.80,3990.73,
02/2024,120260,9701005405000,22/06/2022,3921189.12,183.30,1996.84,
02/2024,751500,5851000145001,30/11/2015,6321.89,1.47,76.77,
02/2024,90006,1389000015004,21/12/2022,9445905.87,553.35,4293.25,
02/2024,255006,1537000405007,27/11/2017,79191.26,13.95,553.10,
02/2024,170127,6001013775007,27/01/2015,2234410.13,573.04,32945.32,
02/2024,784320,0921002715007,19/05/2005,35000.00,33.38,3956.22,
02/2024,153045,1389008975007,31/12/2014,564420.46,145.93,8458.02,
02/2024,153045,1389011945008,31/12/2014,6242761.40,1614.10,93549.79,
02/2024,153045,1389008425007,31/12/2014,120455.75,31.15,1805.07,
02/2024,153045,1389008395000,31/12/2014,807968.48,208.91,12107.67,
02/2024,153045,1389008435002,31/12/2014,186312.03,48.18,2791.95,
02/2024,153045,1389008415001,31/12/2014,129929.97,33.59,1947.04,
02/2024,153045,1389008405006,31/12/2014,101781.39,26.32,1525.23,
02/2024,153045,1389008385005,31/12/2014,1186854.38,306.86,17785.39,
02/2024,153045,1389008375000,31/12/2014,847057.48,219.01,12693.43,
02/2024,153045,1389008365004,31/12/2014,333021.57,86.11,4990.44,
02/2024,153045,1389008355009,31/12/2014,88930.00,22.99,1332.64,
02/2024,153045,1389008345003,31/12/2014,2765912.33,715.14,41448.09,
02/2024,393018,5637000045009,07/01/2022,870000.00,51.88,713.51,
02/2024,255002,2833000125006,16/01/2020,63997.58,13.29,348.18,
02/2024,120260,9701075255008,30/03/2016,216984.75,86.98,4359.03,
02/2024,160065,9701023065003,28/12/2000,76245.82,89.74,13116.83,
02/2024,423034,5133000045004,30/12/2013,1000.00,0.51,33.11,
02/2024,154043,5403000315009,29/12/2022,6496643.37,207.92,1584.53,
02/2024,170021,9701039735003,01/12/2014,232830.94,109.06,6377.74,
02/2024,153063,0411003485006,30/12/2005,1429066.80,734.05,84156.76,
02/2024,784320,0803000295006,23/03/2016,171630.78,68.97,3464.62,
02/2024,160298,5819000125007,29/06/2015,304.51,0.14,7.34,
02/2024,170098,5219000015009,10/01/2022,685184.53,40.70,557.64,
02/2024,120260,9701092935003,30/03/2016,150142.10,60.19,3016.22,
02/2024,120260,9701090005009,30/03/2016,223490.29,89.59,4489.72,
02/2024,170127,6001034785001,25/03/2015,15325.47,6.93,391.93,
02/2024,120260,9701089295007,30/03/2016,120116.31,48.15,2413.03,
02/2024,120260,9701088345000,30/03/2016,204528.68,81.99,4108.80,
02/2024,130074,8841003235000,17/11/2022,5427.60,0.35,2.87,
02/2024,130074,8841000345000,17/11/2022,189173.01,11.98,99.95,
02/2024,201033,0017000145003,19/06/2017,121586.99,41.19,1747.29,
02/2024,154040,9701016945001,28/11/2022,1021598.21,63.13,514.73,
02/2024,154040,9701017935000,28/11/2022,1292707.31,79.87,651.32,
02/2024,154040,9701020765004,19/09/2015,192434.99,45.84,2449.90,
02/2024,154040,9701022385004,29/11/2022,306262.49,10.51,85.56,
02/2024,154040,9701024875009,29/11/2022,997643.02,61.50,500.46,
02/2024,154040,9701026005001,29/11/2022,976232.27,60.18,489.72,
02/2024,154040,9701026705003,29/11/2022,943360.25,58.15,473.23,
02/2024,154040,9701027645004,29/11/2022,930080.63,57.34,466.57,
02/2024,170036,1069000015000,24/12/2004,112944.23,110.01,13315.84,
02/2024,154040,9701060335000,29/11/2022,911115.00,56.17,457.06,
02/2024,154040,9701061275001,28/11/2022,698548.20,43.16,351.96,
02/2024,160298,5893000015006,26/10/2015,177.36,0.04,2.20,
02/2024,120260,9701081315009,30/03/2016,159675.76,64.01,3207.75,
02/2024,120260,9701082415007,30/03/2016,156055.53,62.56,3135.02,
02/2024,120260,9701084265002,30/03/2016,276481.00,110.83,5554.26,
02/2024,120260,9701085665004,21/05/2021,38456.80,5.36,94.98,
02/2024,120260,9701086725000,30/03/2016,255072.34,102.25,5124.18,
02/2024,160065,9701028985003,28/12/2000,71393.82,84.03,12282.13,
02/2024,789000,7107001705000,10/02/2021,296445.18,45.41,883.65,
02/2024,130067,6469000085001,31/05/2010,304480.20,212.41,18444.92,
02/2024,170043,1559003735009,20/06/2018,64556.33,18.58,670.86,
02/2024,10001,9701154605001,21/10/2019,974047.56,214.06,5929.67,
02/2024,170151,6953000035000,27/01/2020,479045.23,54.99,1430.32,
02/2024,170178,8585000055004,25/03/2019,266653.00,66.40,2079.79,
02/2024,10001,9701155595000,21/10/2019,1191721.51,261.90,7254.80,
02/2024,170075,3849000045004,31/10/2015,922740.93,389.31,20523.33,
02/2024,120260,9701081015005,30/03/2016,138230.37,55.42,2776.93,
02/2024,255017,2519000325000,26/09/2022,746882.06,29.36,271.20,
02/2024,20001,9701156385009,22/09/2022,2355802.82,167.54,1559.63,
02/2024,120260,9701079865005,30/03/2016,149432.72,59.90,3001.97,
02/2024,170607,9701243425009,08/12/2021,42797967.00,4760.91,67946.70,
02/2024,10001,9701157995005,21/10/2019,1161823.54,255.33,7072.79,
02/2024,154421,1211000265008,20/06/2005,500.00,0.26,31.18,
02/2024,154421,1211000285009,20/06/2005,500.00,0.26,31.18,
02/2024,170021,9701243605007,10/03/2015,157985.44,71.83,4077.55,
02/2024,170021,9701243625008,10/03/2015,203215.43,92.39,5244.92,
02/2024,170021,9701243645009,10/03/2015,203215.43,92.39,5244.92,
02/2024,70016,9065000505009,10/05/2022,707000.00,63.58,739.73,
02/2024,120260,9701251085009,30/03/2016,658723.40,264.06,13233.17,
02/2024,170201,0001001835007,27/08/2008,182156.55,79.84,7817.10,
02/2024,154047,8791000915000,10/10/2022,26059131.13,995.74,8960.46,
02/2024,170607,9701243445000,13/04/2015,31836140.62,14323.45,804722.85,
02/2024,170607,9701243465000,12/04/2013,17863547.47,9856.21,677963.37,
02/2024,201035,0147000485007,16/11/2023,169680.00,2.14,4.49,
02/2024,200095,0003005935002,07/04/2008,19150545.46,15451.27,1550598.80,
02/2024,170021,9701243545004,09/03/2015,642696.13,292.29,16597.89,
02/2024,40001,9701243565005,13/10/2022,508170.18,34.65,310.05,
02/2024,170098,4733001165006,20/06/2018,254428.43,73.21,2643.97,
02/2024,70014,4865000535009,18/10/2004,237542.80,233.59,28543.91,
02/2024,787000,9701306275009,12/06/2019,70040.31,16.67,499.44,
02/2024,100001,9701243825007,10/10/2019,9258188.50,2048.82,57142.25,
02/2024,170164,7535004115000,30/11/2022,6347866.31,217.44,1765.68,
02/2024,170127,6001037155009,30/03/2015,2894.14,1.31,73.79,
02/2024,373072,8837000055003,20/11/2023,273504.04,1.83,3.73,
02/2024,170127,6001037175000,30/03/2015,770.16,0.35,19.64,
02/2024,170098,5035000175005,04/01/2021,8491519.68,748.75,15048.42,
02/2024,193110,0174000025003,13/06/2019,37654.91,4.99,149.36,
02/2024,80020,9445000215001,01/04/2023,2541030.71,113.10,680.87,
02/2024,255027,9241000405000,15/09/2005,634000.00,330.87,38538.30,
02/2024,170104,5705004165007,19/12/2019,75.94,0.01,0.24,
02/2024,255003,0605002175001,25/08/2000,110310.20,131.75,19541.77,
02/2024,170112,9099000165008,22/06/2022,46438.56,3.89,42.46,
02/2024,100001,9701243895005,10/10/2019,8122045.88,1797.40,50129.89,
02/2024,90015,9131002775005,23/08/2016,1625726.90,618.64,29445.09,
02/2024,170098,4267000815000,08/07/2021,51394.11,6.81,115.19,
02/2024,170098,4267000935005,24/03/2020,144289.16,28.60,715.67,
02/2024,170098,4267001115001,24/03/2020,49000.68,9.71,243.04,
02/2024,80012,7471000105000,12/02/2019,59951.28,8.51,272.40,
02/2024,80012,7471000095004,12/02/2019,49358.55,7.00,224.27,
02/2024,80012,7471000085009,12/02/2019,819659.21,208.79,6687.26,
02/2024,158516,8105004265000,04/01/2017,71587619.46,14426.99,653339.43,
02/2024,70027,9241000425000,09/01/2017,1570608.00,567.25,25639.77,
02/2024,200384,0034000405005,09/04/2022,302887.33,28.55,347.38,
02/2024,200384,0034000395000,09/04/2022,302887.33,28.55,347.38,
02/2024,200384,0034000385004,09/04/2022,302887.33,28.55,347.38,
02/2024,200384,0034000375009,09/04/2022,302887.33,28.55,347.38,
02/2024,200384,0034000025008,02/04/2022,558597.80,29.62,364.05,
02/2024,80014,8927000045007,15/11/2022,8955695.05,569.55,4772.05,
02/2024,90020,8771000165007,28/09/2023,63236862.60,1228.96,3602.27,
02/2024,158336,9733003625001,24/10/2014,3699723.67,976.10,57717.21,
02/2024,200054,7535004145006,10/02/2009,7684397.67,5869.22,557731.99,
02/2024,80006,2419000395002,14/09/2023,1189075.08,25.43,80.61,
02/2024,170098,4267000995008,20/07/2020,118180.30,21.47,493.85,
02/2024,170098,4267001375003,27/05/2020,110805.19,20.97,501.72,
02/2024,80008,4267001415005,24/03/2023,1436000.00,65.52,403.43,
02/2024,70023,9633000195000,11/04/2023,726672.54,31.33,183.23,
02/2024,70023,9545000055000,12/04/2023,665593.22,28.60,166.79,
02/2024,170173,8105004285000,14/05/2015,1022984.73,455.84,25366.17,
02/2024,120090,9707002315000,05/05/2016,17436425.35,6902.44,341615.97,
02/2024,80008,5407000135003,20/03/2023,783079.34,36.17,225.18,
02/2024,255015,2175002525002,28/07/2015,385000.00,93.30,5071.32,
02/2024,40001,9701224425007,21/07/2022,110744012.30,8848.02,91968.53,
02/2024,200125,8045000125001,20/06/2022,650981.30,30.53,333.66,
02/2024,255027,9679000085008,28/11/2015,83000.00,34.70,1812.25,
02/2024,170053,2051001925003,13/06/2022,154649.39,13.18,145.57,
02/2024,170098,5023000365005,25/09/2020,381739.67,65.82,1437.28,
02/2024,70021,8801005325008,21/12/2007,1362384.90,1119.71,114452.88,
02/2024,50001,9701224595000,06/02/2024,563594.81,0.72,0.72,
02/2024,130081,9561000025006,09/11/2007,7958.79,3.67,377.67,
02/2024,158334,9047001525005,28/12/2018,18726746.29,2723.52,89388.33,
02/2024,158334,9047001705003,30/12/2015,133164.90,30.67,1585.08,
02/2024,158334,9047001685002,28/12/2018,88521.93,12.87,422.54,
02/2024,158334,9047001645000,28/12/2018,34392.05,5.00,164.16,
02/2024,158334,9047001615004,28/12/2018,34391.78,5.00,164.16,
02/2024,158334,9047001735000,28/12/2018,108314.99,15.75,517.02,
02/2024,158334,9047001635005,28/12/2018,34391.78,5.00,164.16,
02/2024,158334,9047001725004,28/12/2018,120036.72,17.46,572.97,
02/2024,158334,9047001715009,28/12/2018,97731.57,14.21,466.50,
02/2024,158334,9047001695008,28/12/2018,171990.45,25.01,820.96,
02/2024,158334,9047001675007,28/12/2018,88521.93,12.87,422.54,
02/2024,158334,9047001665001,28/12/2018,70673.16,10.27,337.34,
02/2024,158334,9047001655006,28/12/2018,34392.05,5.00,164.16,
02/2024,158334,9047001625000,28/12/2018,34391.78,5.00,164.16,
02/2024,343007,3687000065005,06/02/2015,13129.60,6.03,345.52,
02/2024,170067,2785003685009,11/06/2015,311008.65,76.51,4220.33,
02/2024,200350,5403002895002,29/12/2022,4573035.61,262.80,2002.74,
02/2024,153038,3849002015005,10/11/2022,24476457.21,876.40,7418.52,
02/2024,343007,3657000015006,12/11/2015,921734.87,387.35,20339.59,
02/2024,400068,9047001545006,12/04/2018,399637.31,118.83,4433.05,
02/2024,80016,9701224705000,22/02/2023,51835150.14,2581.62,17229.57,
02/2024,154040,9701224765002,29/11/2022,917147.12,56.54,460.08,
02/2024,154040,9701065885009,29/11/2022,917452.02,56.56,460.24,
02/2024,255010,0907000045009,09/06/2015,487210.00,119.92,6619.65,
02/2024,170162,7487000035008,19/09/2023,1315709.02,27.22,83.97,
02/2024,153038,3849002095009,17/11/2022,56510847.30,1992.75,16627.71,
02/2024,170083,3849003415007,25/02/2015,1760000.00,447.41,25498.99,
02/2024,200350,4553001145007,29/12/2022,2147605.92,123.41,940.53,
02/2024,153038,3849002545004,21/11/2022,19578787.79,684.33,5663.00,
02/2024,153038,3849002025000,21/11/2022,371943472.93,13000.34,107581.55,
02/2024,153038,3849001795007,17/11/2022,4185052.93,147.58,1231.41,
02/2024,153038,3849001755005,17/11/2022,2014236.10,71.03,592.67,
02/2024,540019,9701014305005,21/08/2015,1064145.43,255.91,13803.62,
02/2024,153038,3849001665006,21/11/2022,5779277.26,202.00,1671.61,
02/2024,153038,3849001455001,22/11/2022,13066804.93,455.70,3763.22,
02/2024,153038,3849002055007,17/11/2022,17833121.76,628.85,5247.20,
02/2024,70023,9511000035005,10/04/2023,831239.24,35.96,210.89,
02/2024,170271,9461001885002,22/04/2021,115498.62,16.55,301.79,
02/2024,160163,0499000045009,14/04/2016,7780283.28,1727.92,86144.95,
02/2024,170048,1619000175000,14/10/2015,165880.79,31.28,1658.14,
02/2024,201033,0007001085007,26/07/2017,54290.91,18.11,756.77,
02/2024,158277,3859000085003,31/08/2022,2617274.08,108.13,1047.56,
02/2024,170048,1761004715006,27/07/2020,410045.76,41.28,944.18,
02/2024,200374,9067002405008,03/06/2022,30800000.00,2666.76,29924.67,
02/2024,158404,3363000165003,21/07/2017,9960705.34,1854.35,77646.04,
02/2024,193009,3399000045009,03/03/2023,1665801.58,45.04,293.62,
02/2024,255019,6001028375000,10/10/2015,28543257.00,12126.34,643643.44,
02/2024,158405,3957000045001,21/07/2017,3329325.86,619.81,25952.88,
02/2024,158092,3495000165008,22/11/2022,283370258.60,9882.48,81610.29,
02/2024,153038,3849002515008,21/11/2022,175151324.95,6121.97,50661.06,
02/2024,154215,0605001965009,19/08/2002,245884835.86,149746.30,20341051.01,
02/2024,201033,0007001045005,26/07/2017,35259.78,11.76,491.49,
02/2024,110001,9701225585008,03/10/2019,330476.33,73.46,2057.58,
02/2024,170151,6389000055003,30/03/2015,97231.48,43.93,2478.98,
02/2024,154040,9701236285000,29/11/2022,971019.03,59.86,487.11,
02/2024,154040,9701236345003,29/11/2022,971019.03,59.86,487.11,
02/2024,154040,9701236375000,29/11/2022,1899385.88,117.09,952.82,
02/2024,154040,9701236415001,29/11/2022,2077135.05,128.05,1041.99,
02/2024,154040,9701236435002,29/11/2022,2046981.30,126.19,1026.86,
02/2024,170188,8531000945000,01/09/2015,60422.21,26.00,1397.41,
02/2024,120265,1389005825004,10/05/2020,5593664.82,1071.89,25959.14,
02/2024,154040,9701236465009,29/11/2022,1169920.48,72.13,586.89,
02/2024,255012,9081000145004,05/07/2019,83805.23,19.68,581.75,
02/2024,80012,7749000305001,22/02/2019,50222.59,7.08,225.72,
02/2024,80012,7749000315007,23/01/2018,83621.51,14.36,555.27,
02/2024,80012,7749000295006,23/01/2018,82718.23,14.21,549.27,
02/2024,80012,7749000245009,22/02/2019,1217826.08,308.52,9828.21,
02/2024,154040,9701236365004,29/11/2022,969036.72,59.73,486.11,
02/2024,154040,9701236395000,29/11/2022,2077135.20,128.05,1041.99,
02/2024,154040,9701236405006,29/11/2022,2077135.05,128.05,1041.99,
02/2024,154040,9701236425007,29/11/2022,2077135.05,128.05,1041.99,
02/2024,154040,9701236445008,29/11/2022,2044962.55,126.07,1025.85,
02/2024,170151,6209000215006,30/09/2012,31698.19,18.34,1323.31,
02/2024,154040,9701236505000,29/11/2022,1981891.02,122.18,994.21,
02/2024,200117,7209000105001,30/10/2012,288880.31,92.44,6620.08,
02/2024,70018,7107006495003,10/12/2021,3846901.66,189.71,2701.06,
02/2024,70023,9591000025008,11/04/2023,853269.23,36.79,215.15,
02/2024,154040,9701236585004,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236565003,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236575009,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236455003,29/11/2022,1169920.48,72.13,586.89,
02/2024,170098,5367000085003,25/09/2020,356151.27,61.40,1340.93,
02/2024,154040,9701236475004,29/11/2022,952314.70,58.70,477.72,
02/2024,154040,9701236515006,29/11/2022,1968078.88,121.33,987.28,
02/2024,154040,9701236535007,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236555008,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236595000,24/11/2022,1027954.99,64.08,527.01,
02/2024,170188,8809000245001,11/09/2015,300000.00,71.66,3839.16,
02/2024,153038,3871000115009,28/11/2022,8402818.15,289.14,2357.82,
02/2024,154040,9701236485000,29/11/2022,1968078.88,121.33,987.28,
02/2024,154040,9701236495005,29/11/2022,1981891.02,122.18,994.21,
02/2024,154040,9701236525001,29/11/2022,2379454.65,146.68,1193.64,
02/2024,154040,9701236605005,24/11/2022,1027954.99,64.08,527.01,
02/2024,154040,9701236625006,24/11/2022,2095249.32,130.63,1074.20,
02/2024,170098,4611000875002,30/06/2020,45421.93,4.67,108.94,
02/2024,90023,9701156185000,28/03/2018,62414530.45,18690.25,702044.20,
02/2024,786810,9063001835006,16/09/2020,101143.58,9.78,215.14,
02/2024,70002,0113000265002,01/09/2022,441400.00,32.68,316.07,
02/2024,170098,5401000925005,28/04/2020,248368.72,48.01,1172.62,
02/2024,170188,8845000605004,17/09/2015,418930.72,179.32,9589.14,
02/2024,154040,9701236635001,24/11/2022,2095249.32,130.63,1074.20,
02/2024,787000,9701286215006,13/06/2019,70040.31,16.66,498.86,
02/2024,154040,9701236655002,24/11/2022,2101734.80,131.03,1077.52,
02/2024,80025,9047001775001,13/12/2022,2520928.11,150.49,1188.32,
02/2024,170127,6001034175009,13/03/2015,34059.79,8.61,488.67,
02/2024,154040,9701236665008,29/11/2022,1826494.16,112.59,916.25,
02/2024,154040,9701236705000,29/11/2022,1871017.82,115.34,938.59,
02/2024,154040,9701236715005,29/11/2022,1871017.82,115.34,938.59,
02/2024,170104,5697000725003,18/08/2022,805000.00,61.18,606.37,
02/2024,200352,5697000245001,18/07/2023,3150000.00,51.69,215.22,
02/2024,154040,9701236675003,29/11/2022,1826494.16,112.59,916.25,
02/2024,154040,9701236685009,29/11/2022,1826494.16,112.59,916.25,
02/2024,154215,0609000425003,02/12/2002,2821105.66,1695.10,227188.06,
02/2024,200126,5647000125000,14/07/2021,498601.67,36.57,614.68,
02/2024,70023,9489000045000,11/04/2023,536194.03,23.12,135.20,
02/2024,201033,0007001005003,26/07/2017,45043.99,15.03,627.88,
02/2024,170127,5879002135003,23/11/2017,4676.60,1.49,58.86,
02/2024,380005,0605001985000,22/08/2002,105143.12,114.94,15606.33,
02/2024,201033,0007001105008,26/07/2017,35565.06,11.87,495.75,
02/2024,290002,0605002025000,01/04/2019,901209.40,223.54,6974.59,
02/2024,160392,0990000025006,28/05/2015,5377147.06,1328.55,73609.71,
02/2024,170318,7145002155006,26/05/2021,7233232.14,1002.15,17688.02,
02/2024,255019,5825000115006,10/10/2015,204712.20,48.44,2570.85,
02/2024,201033,0007001125009,26/07/2017,35565.06,11.87,495.75,
02/2024,154040,9701232825000,29/11/2022,152394.25,5.24,42.58,
02/2024,154040,9701241015008,29/11/2022,1216371.18,74.99,610.19,
02/2024,193108,9373005595006,24/07/2017,300000.00,100.16,4188.71,
02/2024,154040,9701243275007,29/11/2022,1134273.20,69.92,569.00,
02/2024,170127,6001034135007,12/03/2015,34059.74,8.62,488.97,
02/2024,170127,6001034515004,13/03/2015,34059.79,8.61,488.67,
02/2024,80011,6291002845007,30/09/2021,117812222.49,14238.08,220136.28,
02/2024,170127,6001034195000,13/03/2015,34059.79,8.61,488.67,
02/2024,160065,9701281385000,28/12/2000,54625.55,64.29,9397.42,
02/2024,154040,9701243365006,29/11/2022,1267380.81,78.13,635.78,
02/2024,170098,4431000395002,26/10/2020,165240.00,27.77,591.71,
02/2024,200370,8179000705009,17/10/2022,3402259.98,128.16,1137.79,
02/2024,170127,6001034395009,13/03/2015,34059.79,8.61,488.67,
02/2024,154040,9701234405009,29/11/2022,536743.52,33.08,269.25,
02/2024,170043,1389012145005,23/11/2017,136853.41,24.15,959.18,
02/2024,154040,9701233525000,29/11/2022,1303708.13,80.37,654.00,
02/2024,154040,9701239855002,29/11/2022,1494019.79,92.10,749.47,
02/2024,170083,3399000065000,30/08/2002,10000.00,6.08,824.95,
02/2024,20001,9701228375004,28/12/2021,225907.78,13.64,190.03,
02/2024,400082,6929000145007,28/03/2013,726100.22,223.96,15463.12,
02/2024,400082,7107006525000,28/03/2013,47793.94,26.47,1827.61,
02/2024,170098,4901000055007,24/09/2020,93845.43,16.19,353.90,
02/2024,70013,3849006895000,10/10/2007,2242319.39,829.07,85773.40,
02/2024,170127,6001037735005,30/03/2015,4279046.91,1933.54,109097.15,
02/2024,154040,9701234305004,29/11/2022,536743.52,33.08,269.25,
02/2024,120260,9701250805008,30/03/2016,658723.40,264.06,13233.17,
02/2024,170043,1529000485000,20/06/2018,109839.35,17.60,635.68,
02/2024,393016,0551000155000,04/09/2019,73247.81,9.23,263.21,
02/2024,154040,9701238515003,24/11/2022,1056917.53,65.89,541.86,
02/2024,160065,9701301805000,28/12/2000,214811.71,252.83,36954.80,
02/2024,70014,4123003415004,12/03/2018,8477571.46,2557.53,96771.78,
02/2024,170151,6965000035003,30/08/2012,6905.48,1.79,130.04,
02/2024,257036,9051002765008,02/06/2014,654087.61,322.98,19900.14,
02/2024,160065,9701300805006,28/12/2000,71525.03,84.19,12304.70,
02/2024,200141,9325000215000,01/10/2002,119600.00,72.44,9786.12,
02/2024,200009,9701239715006,06/10/2023,2094909.27,38.38,107.26,
02/2024,153031,6477000235004,20/09/2022,67783050.68,2695.24,25182.41,
02/2024,413001,5705003995006,27/07/2023,9185499.36,144.32,578.60,
02/2024,158137,4281000155005,08/12/2022,10395464.34,349.64,2790.97,
02/2024,170021,9701335885006,01/12/2014,277100.04,129.80,7590.37,
02/2024,170127,5895000065000,19/02/2015,960014.10,244.49,13959.51,
02/2024,160065,9701275885005,28/12/2000,214812.00,252.83,36954.85,
02/2024,373044,0318000025005,27/11/2023,112871.32,0.69,1.33,
02/2024,255012,9125000305007,09/01/2020,92387.75,19.27,507.32,
02/2024,170070,3131000065008,14/04/2020,430707.50,84.10,2074.31,
02/2024,170127,6001029165009,23/02/2015,41089.97,18.77,1070.25,
02/2024,170127,6001029035008,23/02/2015,34176.42,15.61,890.17,
02/2024,114622,6477000215003,07/12/2023,356584.26,3.45,6.04,
02/2024,120260,9701264155000,30/03/2016,395960.63,158.73,7954.50,
02/2024,170173,8379000075008,15/06/2021,215155.29,16.26,281.51,
02/2024,80009,5839001225000,27/10/2023,1114000.00,7.62,18.58,
