REF,UGE,RIPU,DATA_AVALIA,VBENFEITORIA,VDEPRECMES,VDEPRECACUMU,CC
04/2024,170043,1411000025000,20/06/2018,95716.53,16.33,586.91,123210109
04/2024,110001,9701036555004,04/06/2019,387438.23,99.22,2988.43,123210101
04/2024,160065,9701028835001,28/12/2000,71393.82,87.55,12459.82,123210101
04/2024,170151,6969000405008,02/01/2012,32808.30,21.22,1597.20,123210101
04/2024,156102,0441000265007,29/05/2023,15801547.88,408.38,2400.57,123210107
04/2024,170128,0427007565000,17/07/2003,19262478.69,11715.85,1485571.76,123210119
04/2024,030001,1219002935006,26/12/2023,438033.25,3.90,9.30,123210124
04/2024,170043,1447000385007,16/03/2021,518052.23,46.82,902.19,123210116
04/2024,373052,3631000085000,25/10/2023,90981.55,1.26,4.30,123210109
04/2024,200123,1759000945005,16/11/2019,258465.25,33.44,915.23,123210118
04/2024,154040,9701237925003,29/11/2022,2044962.55,148.24,1317.98,123210101
04/2024,154040,9701016815000,28/11/2022,1021598.21,74.21,660.97,123210101
04/2024,114601,6001014035007,18/11/2021,440012.83,31.04,470.43,123210124
04/2024,373052,3237000155002,25/10/2023,51259.53,0.71,2.42,123210109
04/2024,170021,9701046335007,30/09/2014,317125.60,159.27,9331.07,123210101
04/2024,781360,5847000115007,10/05/2018,176574.98,55.15,2019.31,123210101
04/2024,030001,1219002815000,26/12/2023,463014.63,4.12,9.83,123210124
04/2024,158267,8507000995005,20/11/2018,859085.99,136.04,4541.76,123210107
04/2024,070019,7885005265000,16/04/2021,2122734.95,334.99,6282.12,123210102
04/2024,158269,8725000775006,19/12/2022,480687.32,18.64,159.47,123210107
04/2024,160065,9701279215004,28/12/2000,161530.46,198.08,28190.68,123210101
04/2024,154040,9701238875000,24/11/2022,1466572.02,107.37,963.54,123210101
04/2024,513001,6163002995007,31/12/2021,69769.08,4.68,67.59,123210125
04/2024,120260,9701328715001,23/06/2015,66825.66,31.01,1678.76,123210101
04/2024,153035,5401001855000,09/03/2020,330000.00,71.25,1814.50,123210101
04/2024,170177,8933000015005,05/12/2017,186520.46,62.44,2448.95,123210102
04/2024,154040,9701054825000,29/11/2022,478372.32,19.31,171.70,123210124
04/2024,154040,9701060815002,29/11/2022,911115.00,66.04,587.21,123210101
04/2024,110404,9701062315007,08/08/2023,305733.54,11.06,51.96,123210101
04/2024,170021,9701227645008,29/12/2017,348633.01,115.51,4483.94,123210101
04/2024,255004,0273000075009,04/07/2017,65993.47,23.56,984.38,123210101
04/2024,513001,9701348125005,31/12/2020,19999.00,1.93,39.56,123210106
04/2024,154040,9701238535004,24/11/2022,1466572.02,107.37,963.54,123210101
04/2024,120260,9701092115006,30/03/2016,515634.25,218.33,10800.23,123210101
04/2024,255002,2867000055002,17/01/2020,341220.27,76.22,2007.37,123210102
04/2024,154040,9701018955004,28/11/2022,1292707.31,93.89,836.37,123210101
04/2024,200044,5813000645001,30/11/2020,1470423.79,145.40,3058.65,123210123
04/2024,781310,5703000845007,24/05/2017,9885.73,2.00,84.85,123210112
04/2024,782311,3573000025007,05/11/2021,17600.15,1.26,19.37,123210112
04/2024,373053,3255000075007,21/11/2023,12518106.10,146.69,434.06,123210109
04/2024,160219,7583000225005,06/06/2022,1059375.75,103.67,1225.56,123210101
04/2024,787000,9701305315007,07/06/2019,54791.28,14.01,421.21,123210101
04/2024,373072,8801001845007,27/07/2016,320817.77,130.34,6189.03,123210102
04/2024,170173,8239000015000,11/11/2015,200166.62,49.45,2561.57,123210109
04/2024,160065,9701299585001,28/12/2000,12837.02,15.74,2240.35,123210101
04/2024,193003,0993000095009,03/03/2023,2982519.01,175.80,1287.89,123210102
04/2024,158462,9967002145003,14/09/2022,542187.80,25.19,255.90,123210107
04/2024,113801,2589000075005,03/03/2023,1755993.39,103.50,758.26,123210102
04/2024,373073,9899000065004,27/10/2023,628647.36,8.63,29.09,123210109
04/2024,170021,9701353205003,12/07/2022,189248.32,17.54,196.81,123210101
04/2024,343013,4431000085003,15/03/2018,13852.58,4.43,166.65,123210101
04/2024,170112,9107000445005,15/09/2015,28789.24,13.00,686.14,123210101
04/2024,787000,9701326575008,05/06/2019,295908.44,75.73,2279.88,123210101
04/2024,170021,9701155065000,26/10/2023,140262.93,1.94,6.56,123210124
04/2024,160065,9701284645003,28/12/2000,78656.59,96.46,13727.34,123210101
04/2024,787000,9701325175006,03/06/2019,260925.47,66.86,2014.84,123210101
04/2024,788310,0229000135004,02/10/2014,322000.00,90.02,5270.48,123210105
04/2024,170127,6001030215006,22/11/2017,29463.48,9.92,391.16,123210101
04/2024,170127,6001008215007,22/11/2017,29020.33,9.77,385.28,123210101
04/2024,090008,2051003405007,20/04/2023,606449.51,17.57,114.69,123210124
04/2024,170062,2379000025008,08/07/2015,284506.78,131.37,7081.07,123210101
04/2024,170083,3849003185001,30/06/2012,810485.68,280.18,20252.08,123210105
04/2024,373070,8295000225005,30/10/2023,568542.57,7.67,25.47,123210109
04/2024,787000,9701322885002,28/05/2019,278500.87,71.61,2164.98,123210101
04/2024,373044,1104000045009,24/11/2023,12261.59,0.14,0.41,123210109
04/2024,742030,7145004595003,05/03/2010,169971.28,126.28,10912.42,123210101
04/2024,170097,4079000045000,20/01/2020,300000.00,66.89,1758.12,123210102
04/2024,154040,9701243035006,09/05/2018,795869.29,248.67,9109.90,123210101
04/2024,170127,5879001275006,06/08/2018,5660.00,1.69,59.61,123210101
04/2024,201032,0601000165006,18/03/2024,3519.90,0.01,0.01,123210109
04/2024,373073,9151001545000,31/10/2023,358653.56,4.81,15.89,123210109
04/2024,160065,9701283385008,28/12/2000,78656.59,96.46,13727.34,123210101
04/2024,742030,7145003755007,05/03/2010,169971.28,126.28,10912.42,123210101
04/2024,785810,8951000395000,21/08/2023,448578.47,15.39,68.97,123210101
04/2024,120260,9701089285001,30/03/2016,117678.75,49.82,2464.84,123210101
04/2024,158266,8859000355008,08/11/2018,4794947.47,763.92,25656.56,123210107
04/2024,373040,0809001405009,26/04/2023,185778.31,5.29,34.02,123210109
04/2024,120260,9701075425000,30/03/2016,216984.75,91.88,4544.86,123210101
04/2024,373044,1207000065000,24/11/2023,452673.33,5.20,15.12,123210109
04/2024,080025,9047001775001,13/12/2022,2520928.11,177.65,1538.10,123210102
04/2024,373031,0639000935003,09/08/2001,15438.15,18.44,2554.56,123210101
04/2024,030001,3105003215001,03/01/2024,629223.46,5.20,11.72,123210124
04/2024,120260,9701091845000,30/03/2016,518688.80,219.63,10864.21,123210101
04/2024,787000,9701050365004,24/06/2019,177498.64,44.94,1338.71,123210101
04/2024,153164,8841000105009,10/10/2023,270972219.50,4088.71,14937.27,123210107
04/2024,170021,9701041975008,31/03/2020,1152531.19,245.16,6154.21,123210101
04/2024,170021,9701031515004,10/03/2015,127811.21,61.23,3422.68,123210101
04/2024,120260,9701077295007,30/03/2016,131806.31,55.81,2760.75,123210101
04/2024,787000,9701290435007,17/06/2019,54791.28,13.93,416.51,123210101
04/2024,373055,4725000655009,21/11/2023,252692.48,2.96,8.76,123210109
04/2024,400063,3661000465000,09/07/2019,451318.73,113.30,3346.50,123210102
04/2024,090006,1389006095000,31/10/2007,748479.73,648.40,65283.37,123210102
04/2024,153045,1389010395004,31/12/2014,85222.35,23.21,1324.06,123210107
04/2024,120260,9701081825007,30/03/2016,154727.45,65.52,3240.85,123210101
04/2024,154039,0255011355000,24/01/2023,100806.29,3.61,28.78,123210107
04/2024,170036,1167002315001,17/05/2011,95718.91,65.07,5148.15,123210102
04/2024,170098,4267000635001,24/03/2020,876853.90,104.37,2632.12,123210109
04/2024,200354,9051000295004,26/09/2022,2447951.09,200.03,1991.65,123210102
04/2024,170112,9063000575000,20/10/2014,112612.70,56.24,3275.75,123210101
04/2024,787000,9701313205002,01/04/2019,578072.82,153.38,4783.03,123210101
04/2024,154040,9701027545000,29/11/2022,1330988.30,96.48,857.82,123210101
04/2024,255020,1661000215002,04/07/2017,49090.09,9.76,407.80,123210116
04/2024,170021,9701037825005,01/12/2014,277100.04,136.70,7867.06,123210101
04/2024,120260,9701081195003,30/03/2016,132222.61,55.98,2769.47,123210101
04/2024,170127,6001061425002,08/11/2022,20743534.76,872.40,8061.48,123210124
04/2024,120225,9065000025007,09/10/2015,110585.70,27.61,1445.54,123210112
04/2024,153115,6001058995006,09/11/2023,203779178.01,2584.18,8158.44,123210107
04/2024,255013,0598000025006,08/05/2019,10852.35,1.57,48.03,123210116
04/2024,080011,7097000595005,30/11/2023,12113332.41,239.16,672.22,123210102
04/2024,785342,8319000185004,29/11/2015,1112581.16,490.64,25268.89,123210101
04/2024,170098,5053000065003,17/08/2022,81752.00,3.98,42.31,123210128
04/2024,120260,9701081665000,30/03/2016,154727.45,65.52,3240.85,123210101
04/2024,120260,9701088395008,30/03/2016,223490.29,94.63,4681.12,123210101
04/2024,785350,8801002155004,16/11/2017,74168.74,25.03,989.70,123210101
04/2024,120260,9701083665007,30/03/2016,704555.40,298.32,14757.28,123210101
04/2024,170127,6001010445006,23/03/2015,20612.27,9.84,547.69,123210101
04/2024,170157,7493000505009,13/11/2023,1274979.60,12.57,38.87,123210104
04/2024,170021,9701033685004,05/11/2020,1017848.90,184.39,3955.69,123210101
04/2024,170021,9701051925003,06/10/2014,181413.40,90.96,5319.61,123210101
04/2024,120260,9701083265009,30/03/2016,505448.52,214.01,10586.88,123210101
04/2024,120260,9701090035005,30/03/2016,223490.29,94.63,4681.12,123210101
04/2024,010001,9701155745001,21/10/2019,1191721.51,281.32,7821.40,123210101
04/2024,154040,9701337135004,24/11/2022,31656.39,1.29,11.58,123210109
04/2024,782802,3407000015007,14/10/2021,185824.50,13.63,214.53,123210112
04/2024,373051,2717000125008,26/10/2023,44649.73,0.62,2.09,123210109
04/2024,160065,9373000505009,28/12/2000,115842.67,79.12,11259.27,123210105
04/2024,200125,8367000375008,20/06/2022,136835.90,7.30,84.64,123210127
04/2024,373053,3799000045004,22/11/2023,69339.07,0.80,2.37,123210109
04/2024,133080,0629000045000,26/10/2023,562605.85,7.77,26.32,123210109
04/2024,160140,9051002815005,22/04/2024,17356627.18,1.49,1.49,123210105
04/2024,170098,5371000335008,06/04/2020,1832805.28,216.25,5406.60,123210116
04/2024,170151,7107009495004,12/02/2020,8041.00,0.99,25.48,123210122
04/2024,742030,7243000505000,24/10/2013,243573.61,134.31,8631.44,123210101
04/2024,380007,5705005545008,12/05/2015,188884.08,49.44,2711.68,123210124
04/2024,787000,9701298465002,06/06/2019,70040.31,17.92,539.04,123210101
04/2024,201032,0605000795002,10/03/2022,439990.60,48.63,646.28,123210102
04/2024,742000,7107017215007,20/10/2008,343459.23,279.96,26531.31,123210101
04/2024,154050,3105000705008,19/12/2023,649501.15,6.15,15.37,123210114
04/2024,170067,2887000025000,20/07/2012,52660.22,32.54,2340.93,123210102
04/2024,373046,1651000795001,25/10/2023,98562.90,1.37,4.66,123210109
04/2024,791500,5839006955006,19/09/2018,170992.91,50.15,1726.04,123210101
04/2024,120260,9701259215009,30/03/2016,502998.34,212.98,10535.56,123210101
04/2024,255010,0757000765005,05/05/2015,593622.60,155.70,8558.68,123210116
04/2024,373050,3497000295005,31/10/2023,50373.37,0.67,2.23,123210109
04/2024,170021,9701045285006,19/09/2014,305214.85,153.78,9037.15,123210101
04/2024,160065,9701303765005,28/12/2000,113501.60,139.19,19808.57,123210101
04/2024,373053,3411000245000,21/11/2023,12518106.10,146.69,434.06,123210109
04/2024,158458,8291001065009,28/04/2023,246736.97,6.99,44.70,123210107
04/2024,160065,9701266855000,28/12/2000,150000.00,183.95,26178.36,123210101
04/2024,160065,9701295215005,28/12/2000,113501.60,139.19,19808.57,123210101
04/2024,170048,1761002675007,27/10/2016,3125725.29,1228.44,56448.19,123210102
04/2024,373053,3735000065009,22/11/2023,1479.16,0.02,0.05,123210109
04/2024,170127,6001032875003,28/02/2015,14361.29,6.90,386.89,123210101
04/2024,010001,9701158745002,21/10/2019,1161888.12,274.28,7625.60,123210101
04/2024,070004,0411003755003,11/05/2022,587747.88,59.72,731.85,123210102
04/2024,010001,9701158795000,21/10/2019,1161888.13,274.28,7625.60,123210101
04/2024,373085,9667000125006,22/11/2023,442276.30,5.15,15.15,123210109
04/2024,170127,6001033595004,15/08/2003,13953.27,15.18,1917.54,123210101
04/2024,158506,0433000115004,03/08/2023,12768900.00,262.36,1254.43,123210107
04/2024,070014,4899000025005,16/12/2014,468620.17,230.16,13188.61,123210102
04/2024,158462,9967001555003,14/09/2022,207266.40,17.30,175.66,123210101
04/2024,373053,3549000205002,21/11/2023,406685.73,4.76,14.10,123210109
04/2024,170048,1751000045009,24/05/2022,129314.14,7.18,86.46,123210107
04/2024,160065,9701006975005,21/03/2023,1245559.18,39.08,274.64,123210105
04/2024,160065,9701301225003,28/12/2000,76219.00,93.47,13301.92,123210101
04/2024,373080,9651000025005,01/11/2023,1968327.44,26.22,86.26,123210109
04/2024,153045,1389009905002,31/12/2014,28567.51,7.78,443.84,123210107
04/2024,781310,5703000255005,17/05/2017,19771.96,4.01,170.64,123210112
04/2024,751500,5801000265000,08/04/2005,1200.00,0.66,77.80,123210112
04/2024,513001,9701347845004,31/12/2020,208809.93,20.13,413.02,123210106
04/2024,154054,9165000185000,25/11/2022,7122400.85,289.83,2596.10,123210107
04/2024,170164,7691003005003,26/07/2022,266545.25,24.17,265.53,123210101
04/2024,373055,4589000085001,20/11/2023,167581.24,1.97,5.88,123210109
04/2024,070012,3141000285005,03/07/2023,632000.00,26.14,138.45,123210102
04/2024,255027,9559000105008,27/12/2016,2979000.00,637.43,28643.01,123210116
04/2024,154040,9701018835009,28/11/2022,1292707.31,93.89,836.37,123210101
04/2024,158462,9967001915000,14/09/2022,447644.80,20.80,211.28,123210101
04/2024,290002,6001047885000,26/08/2015,325897.60,82.53,4380.81,123210124
04/2024,120260,9701086405006,30/03/2016,65214.67,27.62,1365.96,123210101
04/2024,170119,5883001655001,28/09/2022,5610406.45,456.83,4533.30,123210102
04/2024,154039,0255010665005,20/01/2023,602243.10,21.80,174.94,123210107
04/2024,250028,7535000955003,24/03/2000,384859.35,487.43,71635.40,123210102
04/2024,158505,8781000045009,06/07/2023,4380625.47,179.29,940.68,123210102
04/2024,160065,9701006895001,28/12/2000,87396.21,107.18,15252.60,123210101
04/2024,160065,9701023165008,28/12/2000,78325.26,96.05,13669.51,123210101
04/2024,373050,2551000645009,22/11/2023,2322.65,0.03,0.08,123210109
04/2024,153056,5865002405000,06/12/2022,26301573.46,1047.06,9187.10,123210107
04/2024,170607,9701014625000,29/07/2016,69082860.04,28046.19,1330825.29,123210102
04/2024,153046,5603000025003,13/06/2022,13709383.62,739.43,8655.38,123210107
04/2024,160065,9701275025006,28/12/2000,144671.00,177.41,25248.33,123210101
04/2024,170083,3909000155001,27/10/2009,310990.11,236.82,20974.84,123210102
04/2024,373046,1765000145003,27/10/2023,554963.19,7.61,25.68,123210109
04/2024,373015,0139000895000,25/06/2020,14251.99,2.86,67.58,123210101
04/2024,373013,0011000095007,29/06/2015,337862.39,87.13,4709.36,123210120
04/2024,154040,9701060405009,25/11/2022,1099776.52,80.36,719.80,123210101
04/2024,373031,0639001255006,20/08/2001,10995.39,13.11,1814.59,123210101
04/2024,751500,6001001545001,30/11/2015,12584.64,3.09,159.08,123210112
04/2024,170021,9701045395006,03/11/2014,305214.85,151.80,8806.98,123210101
04/2024,114601,6001013975006,18/11/2021,9729458.47,1232.53,18677.90,123210102
04/2024,789311,7115000115005,08/04/2005,26684.87,14.88,1730.17,123210112
04/2024,154043,5403000475006,28/12/2022,5157086.64,196.19,1649.59,123210107
04/2024,373048,2371000025002,24/10/2023,64804.93,0.91,3.10,123210109
04/2024,170188,8801001765003,12/08/2020,60000.00,11.60,265.38,123210102
04/2024,443033,5663000045008,04/12/2000,51732.51,35.43,5056.47,123210109
04/2024,373048,2437000525001,25/10/2023,353816.63,4.91,16.73,123210109
04/2024,120260,9701263555005,30/03/2016,395960.63,167.66,8293.60,123210101
04/2024,170053,1981000175004,30/06/2016,9987177.25,2281.32,109353.61,123210116
04/2024,200049,6219002395009,22/07/2022,449800.00,22.85,252.65,123210123
04/2024,170029,0833000015005,11/06/2019,49876.21,12.72,381.71,123210102
04/2024,160065,9701302365003,28/12/2000,136592.23,167.50,23838.40,123210101
04/2024,120260,9221002255000,18/10/2022,135205.35,10.62,101.84,123210101
04/2024,160065,9701304185002,28/12/2000,113501.60,139.19,19808.57,123210101
04/2024,155221,4553001555000,15/01/2011,7126576.92,2767.85,224613.14,123210107
04/2024,170098,4553002385001,14/04/2021,1031014.92,72.44,1360.99,123210104
04/2024,160140,9067000615005,11/12/2020,312500.00,54.99,1146.70,123210101
04/2024,110404,9701064885005,28/12/2007,234226.31,200.95,20038.15,123210101
04/2024,120260,9701089405007,30/03/2016,223490.29,94.63,4681.12,123210101
04/2024,120260,9701085145000,30/03/2016,294883.69,124.86,6176.49,123210101
04/2024,170021,9701040395008,01/12/2014,265035.33,130.75,7524.54,123210101
04/2024,255006,1441000015006,26/12/2017,37408.53,6.91,268.64,123210116
04/2024,160392,8841004695005,11/05/2017,2174573.88,352.53,15047.79,123210104
04/2024,120260,9701043775006,23/10/2019,545851.06,128.70,3573.82,123210101
04/2024,153045,1389007865003,31/12/2014,20634.09,5.62,320.58,123210107
04/2024,255004,0253000055003,15/06/2017,32901.13,11.83,498.27,123210101
04/2024,154040,9701248085001,24/11/2022,772261.81,56.54,507.38,123210101
04/2024,010001,9701158655003,21/10/2019,1161888.12,274.28,7625.60,123210101
04/2024,160036,3849000775002,30/06/2012,6146729.02,2124.84,153591.88,123210110
04/2024,158458,8291000675008,28/04/2023,550157.56,15.58,99.66,123210107
04/2024,010001,9701154905005,21/10/2019,974047.56,229.93,6392.78,123210101
04/2024,120255,0703002575000,20/05/2016,5003975.20,1159.49,56372.15,123210105
04/2024,154039,0255010355006,19/01/2023,6621176.34,240.21,1931.63,123210107
04/2024,160176,2419000095009,15/04/2013,13399284.89,7759.04,523482.67,123210101
04/2024,200113,2577000015009,28/11/2022,185474.01,7.50,66.83,123210127
04/2024,373073,9071000065003,27/10/2023,261291.96,3.58,12.09,123210109
04/2024,784312,0615000015004,08/04/2005,71886.53,71.97,8369.12,123210101
04/2024,170043,1385000025007,20/06/2018,70156.13,11.97,430.18,123210109
04/2024,373047,2155000175000,01/11/2023,187549.06,2.50,8.22,123210109
04/2024,170083,3873000075003,16/12/2010,2858377.21,1117.03,91206.44,123210120
04/2024,160065,9701300385007,28/12/2000,12837.02,15.74,2240.35,123210101
04/2024,170098,5213001135009,15/12/2023,11450.48,0.21,0.52,123210101
04/2024,170151,7107002085005,27/02/2023,1319901.62,43.75,323.43,123210124
04/2024,170021,9701049855001,31/03/2020,1152521.21,245.16,6154.16,123210101
04/2024,170021,9701340315000,27/12/2017,357136.72,118.43,4601.25,123210101
04/2024,373062,5805001495002,26/10/2023,158800.05,2.19,7.43,123210109
04/2024,160065,9701288135000,28/12/2000,94891.06,116.36,16560.61,123210101
04/2024,373053,3073000095003,24/11/2023,659.75,0.01,0.02,123210109
04/2024,170112,9063002275004,09/11/2015,40425.30,17.94,930.12,123210101
04/2024,154040,9701017945005,28/11/2022,1292707.31,93.89,836.37,123210101
04/2024,153103,1877000015002,30/10/2015,1067080.40,264.64,13761.79,123210116
04/2024,170083,3425000055007,01/01/2000,159999.93,204.55,30345.66,123210102
04/2024,120255,0429000065009,21/08/2014,3744.40,1.06,62.77,123210106
04/2024,120257,4111000115006,22/11/2016,1315015.11,511.89,23299.93,123210101
04/2024,373072,8881000375005,20/11/2023,6464.80,0.08,0.23,123210109
04/2024,782802,3659000015002,14/10/2021,8186.00,0.60,9.45,123210112
04/2024,170021,9701038515000,01/12/2014,108544.51,53.54,3081.65,123210101
04/2024,120260,9701258975000,30/03/2016,502998.34,212.98,10535.56,123210101
04/2024,112408,9701244535002,19/12/2017,304996.49,101.49,3956.68,123210101
04/2024,158379,8379000535009,09/03/2022,158238.29,9.75,129.77,123210107
04/2024,154040,9701246485002,29/11/2022,2742904.37,198.84,1767.81,123210101
04/2024,373072,6083000525001,31/10/2023,157743.25,2.11,6.99,123210109
04/2024,160065,9701296255000,28/12/2000,128887.02,158.05,22493.67,123210101
04/2024,120260,9701259295002,30/03/2016,502998.34,212.98,10535.56,123210101
04/2024,130064,5819000175004,31/07/2017,174087.65,61.46,2540.77,123210101
04/2024,173030,6001015755003,31/12/2000,15000.00,10.24,1456.89,123210122
04/2024,120259,7535001105003,09/05/2022,4222657.83,239.61,2944.52,123210105
04/2024,373048,2617000065009,27/10/2023,74264.61,1.02,3.44,123210109
04/2024,789330,7745000715002,30/04/2019,67024.48,17.50,537.37,123210101
04/2024,170098,5143000015005,05/12/2019,405165.00,93.01,2516.33,123210101
04/2024,120257,4111000095005,20/11/2018,691294.71,196.56,6562.36,123210101
04/2024,170127,6001029735000,23/02/2015,49210.50,23.68,1329.68,123210101
04/2024,373046,1775000065007,27/10/2023,201008.84,2.76,9.30,123210109
04/2024,170021,9701049135009,30/09/2014,338623.05,170.07,9963.61,123210101
04/2024,373040,0246000025004,01/11/2023,275053.27,3.66,12.05,123210109
04/2024,170127,6001033375004,28/02/2015,3455.28,1.66,93.08,123210101
04/2024,170127,5819000585008,07/08/2019,49710.99,12.28,356.54,123210101
04/2024,120260,9701092315005,30/03/2016,658083.08,278.64,13783.89,123210101
04/2024,153103,1761000155006,26/10/2016,1333583.51,524.29,24101.05,123210101
04/2024,170127,6001029475008,23/02/2015,30314.27,14.59,819.10,123210101
04/2024,160065,9701277485004,28/12/2000,214811.72,263.42,37489.45,123210101
04/2024,373031,0411002045002,08/08/2001,24701.04,16.43,2276.83,123210198
04/2024,255016,7991000025002,02/10/2015,11783350.00,2948.85,154719.22,123210116
04/2024,170021,9701035485002,01/07/2014,121812.67,62.78,3773.01,123210101
04/2024,513001,7057000585000,31/12/2021,139021.25,9.33,134.68,123210106
04/2024,170127,6001014405009,11/10/2017,7954773.22,2726.15,109415.13,123210102
04/2024,170062,2333000035005,09/07/2015,242619.07,62.37,3360.87,123210126
04/2024,120260,9701253405000,30/03/2016,864951.21,366.23,18116.85,123210101
04/2024,130021,1219000455007,21/09/2012,1871975.53,1139.57,80796.26,123210102
04/2024,513001,9701348265001,31/12/2020,145715.05,14.04,288.22,123210106
04/2024,200054,7667002065000,18/08/2017,3179960.05,620.71,25470.90,123210124
04/2024,120260,9701090505001,30/03/2016,610987.37,258.70,12797.45,123210101
04/2024,120260,9701262195005,30/03/2016,395960.63,167.66,8293.60,123210101
04/2024,785344,8161000315003,29/11/2015,152280.53,67.16,3458.59,123210101
04/2024,120260,9701084345006,30/03/2016,319712.53,135.38,6696.55,123210101
04/2024,120260,9701076015000,30/03/2016,216984.75,91.88,4544.86,123210101
04/2024,373072,8635000135008,31/10/2023,102924.56,1.38,4.56,123210109
04/2024,130128,0977000255004,31/07/2012,150765.61,92.91,6667.82,123210102
04/2024,373046,1759001745000,26/10/2023,40239.62,0.55,1.88,123210109
04/2024,060006,4733000605002,05/12/2018,831135.34,234.53,7771.24,123210102
04/2024,120260,9701088865004,30/03/2016,204528.68,86.60,4283.96,123210101
04/2024,158503,8863001215003,28/09/2016,272790.00,60.34,2801.92,123210107
04/2024,153045,1389008005008,31/12/2014,2996697.30,816.07,46558.25,123210107
04/2024,373066,6155000495006,23/10/2023,6781271.64,95.25,327.47,123210109
04/2024,070005,0861000315004,19/09/2023,220478.89,6.64,26.57,123210102
04/2024,373080,9489000925000,28/11/2023,30797.47,0.35,0.98,123210109
04/2024,373073,0133000155007,01/11/2023,585056.37,7.80,25.64,123210109
04/2024,160065,9701027905006,28/12/2000,76245.82,93.50,13306.60,123210101
04/2024,170151,7107010255003,27/04/2011,29354.50,20.04,1592.18,123210101
04/2024,153065,2051000775008,31/12/2012,396535.81,235.62,16309.01,123210102
04/2024,160065,9701051885001,08/01/2018,355414.65,117.25,4531.74,123210101
04/2024,120257,5877000025000,05/11/2015,7380022.82,3280.11,170241.37,123210101
04/2024,170151,7079000375007,17/04/2013,67313.19,21.70,1463.12,123210124
04/2024,373055,2905000115001,21/11/2023,92364.96,1.08,3.20,123210109
04/2024,787000,9701310365009,16/04/2019,318401.35,83.79,2592.07,123210101
04/2024,787000,9701326715004,05/06/2019,295908.44,75.73,2279.88,123210101
